Image type	Feature Class	Feature Name	1: RTSTRUCT: RTstruct_7_segment_Lt post Cerebllar	1: RTSTRUCT: RTstruct_7_segment_Rt inf Occipital	1: RTSTRUCT: RTstruct_7_segment_Lt inf Temporal	1: RTSTRUCT: RTstruct_7_segment_Lt lat Temporal
wavelet-LHL	glrlm	HighGrayLevelRunEmphasis	4.666666666666667		5.479166666666667	16.433685690562335
wavelet-LHL	glrlm	LongRunEmphasis	1.75		1.25	1.6945844763468567
wavelet-LHL	glrlm	LongRunHighGrayLevelEmphasis	8.166666666666668		7.729166666666666	28.13845921388027
wavelet-LHL	glrlm	LongRunLowGrayLevelEmphasis	0.7939814814814815		0.41724537037037035	0.25669806336747747
wavelet-LHL	glrlm	LowGrayLevelRunEmphasis	0.4537037037037037		0.3894675925925926	0.1605892532153631
wavelet-LHL	glrlm	RunEntropy	1.5849625007211552		1.5212406251802881	3.000640489686968
wavelet-LHL	glrlm	RunLengthNonUniformity	5.25		3.4166666666666665	37.06670468819916
wavelet-LHL	glrlm	RunLengthNonUniformityNormalized	1.0		0.8888888888888888	0.7686010580876269
wavelet-LHL	glrlm	RunPercentage	0.875		0.9375	0.8603988603988604
wavelet-LHL	glrlm	RunVariance	0.0		0.05555555555555555	0.19147104853007674
wavelet-LHL	glrlm	ShortRunEmphasis	0.8125		0.9375	0.8720006284464662
wavelet-LHL	glrlm	ShortRunHighGrayLevelEmphasis	3.7916666666666665		4.916666666666667	14.335533028541484
wavelet-LHL	glrlm	ShortRunLowGrayLevelEmphasis	0.3686342592592593		0.38252314814814814	0.13981807256770387
wavelet-LHL	glszm	GrayLevelNonUniformity	1.0		1.0	1.6666666666666667
wavelet-LHL	glszm	GrayLevelNonUniformityNormalized	0.3333333333333333		0.3333333333333333	0.18518518518518517
wavelet-LHL	glszm	GrayLevelVariance	0.6666666666666666		0.6666666666666666	3.111111111111111
wavelet-LHL	glszm	HighGrayLevelZoneEmphasis	4.666666666666667		4.666666666666667	19.11111111111111
wavelet-LHL	glszm	LargeAreaEmphasis	4.0		2.0	58.44444444444444
wavelet-LHL	glszm	LargeAreaHighGrayLevelEmphasis	18.666666666666668		13.666666666666666	868.3333333333334
wavelet-LHL	glszm	LargeAreaLowGrayLevelEmphasis	1.8148148148148149		0.5648148148148148	7.1907243638196015
wavelet-LHL	glszm	LowGrayLevelZoneEmphasis	0.4537037037037037		0.4537037037037037	0.1818663391282439
wavelet-LHL	glszm	SizeZoneNonUniformity	3.0		1.6666666666666667	1.4444444444444444
wavelet-LHL	glszm	SizeZoneNonUniformityNormalized	1.0		0.5555555555555556	0.16049382716049382
wavelet-LHL	glszm	SmallAreaEmphasis	0.25		0.75	0.26632222121479915
wavelet-LHL	glszm	SmallAreaHighGrayLevelEmphasis	1.1666666666666667		2.4166666666666665	7.831770235327245
wavelet-LHL	glszm	SmallAreaLowGrayLevelEmphasis	0.11342592592592593		0.4259259259259259	0.01897742749834004
wavelet-LHL	glszm	ZoneEntropy	1.5849625007211552		1.5849625007211552	3.1699250014423095
wavelet-LHL	glszm	ZonePercentage	0.5		0.75	0.16666666666666666
wavelet-LHL	glszm	ZoneVariance	0.0		0.2222222222222222	22.444444444444443
wavelet-LHL	gldm	DependenceEntropy	1.5849625007211552		1.4999999999999991	4.530091844989061
wavelet-LHL	gldm	DependenceNonUniformity	6.0		2.0	9.148148148148149
wavelet-LHL	gldm	DependenceNonUniformityNormalized	1.0		0.5	0.16941015089163236
wavelet-LHL	gldm	DependenceVariance	0.0		0.25	2.936899862825789
wavelet-LHL	gldm	GrayLevelNonUniformity	2.0		1.5	10.592592592592593
wavelet-LHL	gldm	GrayLevelVariance	0.6666666666666666		0.6875	2.330932784636488
wavelet-LHL	gldm	HighGrayLevelEmphasis	4.666666666666667		5.75	16.462962962962962
wavelet-LHL	gldm	LargeDependenceEmphasis	4.0		2.5	24.37037037037037
wavelet-LHL	gldm	LargeDependenceHighGrayLevelEmphasis	18.666666666666668		19.25	412.5740740740741
wavelet-LHL	gldm	LargeDependenceLowGrayLevelEmphasis	1.8148148148148149		0.5347222222222222	3.197250356932897
wavelet-LHL	gldm	LowGrayLevelEmphasis	0.4537037037037037		0.3680555555555556	0.15859809355841104
wavelet-LHL	gldm	SmallDependenceEmphasis	0.25		0.625	0.10093724046545915
wavelet-LHL	gldm	SmallDependenceHighGrayLevelEmphasis	1.1666666666666667		2.375	2.1486924708154866
wavelet-LHL	gldm	SmallDependenceLowGrayLevelEmphasis	0.11342592592592593		0.3263888888888889	0.012143731660855165
wavelet-LHL	ngtdm	Busyness	0.33333333333333326		0.3	0.3499545904642843
wavelet-LHL	ngtdm	Coarseness	1.125		0.6666666666666666	0.14502418622917812
wavelet-LHL	ngtdm	Complexity	1.3333333333333333		3.1111111111111107	13.107237441147143
wavelet-LHL	ngtdm	Contrast	0.09876543209876544		0.22916666666666666	0.08219143739858556
wavelet-LHL	ngtdm	Strength	3.0		2.125	2.2368841437392804
wavelet-LHH	firstorder	10Percentile	-17.877039139375437		-8.245093631499678	-7.433182417634412
wavelet-LHH	firstorder	90Percentile	12.588479953392184		2.054812767323177	13.391412075762366
wavelet-LHH	firstorder	Energy	537442.175809724		353758.2939835533	4925432.311904488
wavelet-LHH	firstorder	Entropy	0.9182958340544889		0.9999999999999993	0.9960383613659178
wavelet-LHH	firstorder	InterquartileRange	17.962504133916795		6.95869811192849	11.672135640929802
wavelet-LHH	firstorder	Kurtosis	1.8311162132678573		1.6540162167080381	3.2538743511269734
wavelet-LHH	firstorder	Maximum	15.553083462943682		2.5047334841829185	24.05464893119812
wavelet-LHH	firstorder	MeanAbsoluteDeviation	11.254262912182796		4.407462468990458	7.107897490192569
wavelet-LHH	firstorder	Mean	-0.9956447711012449		-2.6525968462404426	1.869232216406706
wavelet-LHH	firstorder	Median	2.301624872679517		-1.5462378816209201	0.659938953546668
wavelet-LHH	firstorder	Minimum	-22.28665331918934		-10.022645105902846	-21.58177374061681
wavelet-LHH	firstorder	Range	37.83973678213302		12.527378590085764	45.63642267181493
wavelet-LHH	firstorder	RobustMeanAbsoluteDeviation	6.828675133485541		2.5512356429380327	4.363646198076378
wavelet-LHH	firstorder	RootMeanSquared	299.2886499155745		297.38791753514187	302.0127637695347
wavelet-LHH	firstorder	Skewness	-0.4325439391268896		-0.45916371588848054	0.3297686770559588
wavelet-LHH	firstorder	TotalEnergy	717590.3911649374		472336.49308418477	4925432.311904488
wavelet-LHH	firstorder	Uniformity	0.5555555555555556		0.5	0.5027434842249658
wavelet-LHH	firstorder	Variance	170.0915224378666		24.0953336039101	86.67612078986465
wavelet-LHH	glcm	Autocorrelation	3.0		2.125	2.4213230166580044
wavelet-LHH	glcm	JointAverage	1.7291666666666665		1.5	1.5599212506625657
wavelet-LHH	glcm	ClusterProminence	0.3431712962962961		0.25	0.45164459149436276
wavelet-LHH	glcm	ClusterShade	-0.14814814814814797		0.0	-0.03161800476202852
wavelet-LHH	glcm	ClusterTendency	0.4097222222222222		0.25	0.459096847129659
wavelet-LHH	glcm	Contrast	0.375		0.75	0.5168814706593863
wavelet-LHH	glcm	Correlation	2.7755575615628914e-17		-0.49999999999999956	-0.060424270894819866
wavelet-LHH	glcm	DifferenceAverage	0.375		0.75	0.5168814706593863
wavelet-LHH	glcm	DifferenceEntropy	0.7499999999999994		-3.203426503814917e-16	0.9601077354206512
wavelet-LHH	glcm	DifferenceVariance	0.1875		0.0	0.23653248529093654
wavelet-LHH	glcm	JointEnergy	0.4201388888888889		0.5	0.2754783558145408
wavelet-LHH	glcm	JointEntropy	1.3545739585136216		0.9999999999999993	1.9199898059489184
wavelet-LHH	glcm	Imc1	-0.36329922984177454		-1.0	-0.045960405715104694
wavelet-LHH	glcm	Imc2	0.5788991363607996		0.9298734950321936	0.24832099506982558
wavelet-LHH	glcm	Idm	0.8125		0.625	0.741559264670307
wavelet-LHH	glcm	Idmn	0.925		0.8500000000000001	0.8966237058681228
wavelet-LHH	glcm	Id	0.8125		0.625	0.741559264670307
wavelet-LHH	glcm	Idn	0.875		0.75	0.8277061764468713
wavelet-LHH	glcm	InverseVariance	0.375		0.75	0.5168814706593863
wavelet-LHH	glcm	MaximumProbability	0.5416666666666666		0.5	0.331383577735935
wavelet-LHH	glcm	SumEntropy	0.9795739585136218		0.24999999999999958	1.4031083352895322
wavelet-LHH	glcm	SumSquares	0.19618055555555555		0.25	0.24399457944726136
wavelet-LHH	glrlm	GrayLevelNonUniformity	2.2166666666666663		1.75	20.00996918826885
wavelet-LHH	glrlm	GrayLevelNonUniformityNormalized	0.5238888888888888		0.5	0.5022151887628677
wavelet-LHH	glrlm	GrayLevelVariance	0.23805555555555555		0.25	0.24889240561856613
wavelet-LHH	glrlm	HighGrayLevelRunEmphasis	2.775		2.5	2.5077200990733433
wavelet-LHH	glrlm	LongRunEmphasis	2.425		1.75	2.356742782849828
wavelet-LHH	glrlm	LongRunHighGrayLevelEmphasis	7.725		4.375	6.445764405048072
wavelet-LHH	glrlm	LongRunLowGrayLevelEmphasis	1.1		1.09375	1.334487377300267
wavelet-LHH	glrlm	LowGrayLevelRunEmphasis	0.55625		0.625	0.6230699752316642
wavelet-LHH	glrlm	RunEntropy	1.2405380059573028		0.9999999999999993	2.007180664613281
wavelet-LHH	glrlm	RunLengthNonUniformity	2.95		3.5	23.245826136918456
wavelet-LHH	glrlm	RunLengthNonUniformityNormalized	0.7150000000000001		1.0	0.5707878170806858
wavelet-LHH	glrlm	RunPercentage	0.7083333333333334		0.875	0.7378917378917378
wavelet-LHH	glrlm	RunVariance	0.14250000000000002		0.0	0.3985310178331528
wavelet-LHH	glrlm	ShortRunEmphasis	0.64375		0.8125	0.7709782969666319
wavelet-LHH	glrlm	ShortRunHighGrayLevelEmphasis	1.5375		2.03125	1.8574494812630948
wavelet-LHH	glrlm	ShortRunLowGrayLevelEmphasis	0.4203125		0.5078125	0.4993605008925159
wavelet-LHH	glszm	GrayLevelNonUniformity	1.0		1.0	1.0
wavelet-LHH	glszm	GrayLevelNonUniformityNormalized	0.5		0.5	0.5
wavelet-LHH	glszm	GrayLevelVariance	0.25		0.25	0.25
wavelet-LHH	glszm	HighGrayLevelZoneEmphasis	2.5		2.5	2.5
wavelet-LHH	glszm	LargeAreaEmphasis	10.0		4.0	733.0
wavelet-LHH	glszm	LargeAreaHighGrayLevelEmphasis	34.0		10.0	1994.5
wavelet-LHH	glszm	LargeAreaLowGrayLevelEmphasis	4.0		2.5	417.625
wavelet-LHH	glszm	LowGrayLevelZoneEmphasis	0.625		0.625	0.625
wavelet-LHH	glszm	SizeZoneNonUniformity	1.0		2.0	1.0
wavelet-LHH	glszm	SizeZoneNonUniformityNormalized	0.5		1.0	0.5
wavelet-LHH	glszm	SmallAreaEmphasis	0.15625		0.25	0.0013945303210463732
wavelet-LHH	glszm	SmallAreaHighGrayLevelEmphasis	0.25		0.625	0.003178121284185493
wavelet-LHH	glszm	SmallAreaLowGrayLevelEmphasis	0.1328125		0.15625	0.0009486325802615934
wavelet-LHH	glszm	ZoneEntropy	0.9999999999999993		0.9999999999999993	0.9999999999999993
wavelet-LHH	glszm	ZonePercentage	0.3333333333333333		0.5	0.037037037037037035
wavelet-LHH	glszm	ZoneVariance	1.0		0.0	4.0
wavelet-LHH	gldm	DependenceEntropy	0.9182958340544889		0.9999999999999993	4.083798039987027
wavelet-LHH	gldm	DependenceNonUniformity	3.3333333333333335		4.0	6.185185185185185
wavelet-LHH	gldm	DependenceNonUniformityNormalized	0.5555555555555556		1.0	0.11454046639231824
wavelet-LHH	gldm	DependenceVariance	0.8888888888888888		0.0	7.965706447187928
wavelet-LHH	gldm	GrayLevelNonUniformity	3.3333333333333335		2.0	27.14814814814815
wavelet-LHH	gldm	GrayLevelVariance	0.2222222222222222		0.25	0.24862825788751716
wavelet-LHH	gldm	HighGrayLevelEmphasis	3.0		2.5	2.611111111111111
wavelet-LHH	gldm	LargeDependenceEmphasis	12.0		4.0	69.03703703703704
wavelet-LHH	gldm	LargeDependenceHighGrayLevelEmphasis	44.0		10.0	213.09259259259258
wavelet-LHH	gldm	LargeDependenceLowGrayLevelEmphasis	4.0		2.5	33.023148148148145
wavelet-LHH	gldm	LowGrayLevelEmphasis	0.5		0.625	0.5972222222222222
wavelet-LHH	gldm	SmallDependenceEmphasis	0.125		0.25	0.02445664199776696
wavelet-LHH	gldm	SmallDependenceHighGrayLevelEmphasis	0.25		0.625	0.05207747257100682
wavelet-LHH	gldm	SmallDependenceLowGrayLevelEmphasis	0.09375		0.15625	0.017551434354456993
wavelet-LHH	ngtdm	Busyness	0.4888888888888888		1.3333333333333335	11.24544747403986
wavelet-LHH	ngtdm	Coarseness	1.022727272727273		0.7499999999999999	0.072756715112546
wavelet-LHH	ngtdm	Complexity	0.3259259259259259		0.6666666666666667	0.5090531778371953
wavelet-LHH	ngtdm	Contrast	0.07901234567901234		0.16666666666666669	0.12700265354243273
wavelet-LHH	ngtdm	Strength	0.9375		0.7499999999999999	0.07250599683539165
wavelet-HLL	firstorder	10Percentile	-24.11846578090671		-7.426929803550654	-188.57637215778703
wavelet-HLL	firstorder	90Percentile	-0.03061012404768837		9.140623299038886	41.03786174226371
wavelet-HLL	firstorder	Energy	505698.0821155174		362622.8282086893	3802039.889569423
wavelet-HLL	firstorder	Entropy	0.6500224216483536		0.9999999999999993	3.213648407926718
wavelet-HLL	firstorder	InterquartileRange	16.00704229772695		14.937472136682281	87.81779391833636
wavelet-HLL	firstorder	Kurtosis	1.5738400981528242		1.057221309417361	2.8061522692758043
wavelet-HLL	firstorder	Maximum	3.274053988626862		9.491596350913962	60.34197424962794
wavelet-HLL	firstorder	MeanAbsoluteDeviation	9.495742316404169		7.921536336648713	62.009701505896686
wavelet-HLL	firstorder	Mean	-9.874852306300463		0.9851049278067898	-46.87195754865141
wavelet-HLL	firstorder	Median	-5.475481013946982		1.3057503779634736	-31.476824307976926
wavelet-HLL	firstorder	Minimum	-24.273298073117537		-8.16267739561375	-232.0943754319835
wavelet-HLL	firstorder	Range	27.547352061744398		17.654273746527714	292.43634968161143
wavelet-HLL	firstorder	RobustMeanAbsoluteDeviation	7.200583025183933		7.015935800033569	39.92460492447479
wavelet-HLL	firstorder	RootMeanSquared	290.3153693587709		301.09086178788675	265.34533367507606
wavelet-HLL	firstorder	Skewness	-0.43497633611645337		-0.027163308270720835	-0.8937619191396787
wavelet-HLL	firstorder	TotalEnergy	675205.8191374772		484172.3795635563	3802039.889569423
wavelet-HLL	firstorder	Uniformity	0.7222222222222223		0.5	0.13100137174211246
wavelet-HLL	firstorder	Variance	110.41236162860076		63.67366376946973	6334.340227885737
wavelet-HLL	glcm	Autocorrelation	1.2708333333333333		2.125	60.806495855602556
wavelet-HLL	glcm	JointAverage	1.1354166666666667		1.5	7.935787329828892
wavelet-HLL	glcm	ClusterProminence	0.054651331018518524		0.25	1431.4782588302317
wavelet-HLL	glcm	ClusterShade	0.04195601851851853		0.0	-66.14941161701047
wavelet-HLL	glcm	ClusterTendency	0.16493055555555555		0.25	19.13904964189173
wavelet-HLL	glcm	Contrast	0.2708333333333333		0.75	28.22154089030639
wavelet-HLL	glcm	Correlation	0.08095238095238119		-0.49999999999999956	-0.18782552957809998
wavelet-HLL	glcm	DifferenceAverage	0.2708333333333333		0.75	3.9753466124247767
wavelet-HLL	glcm	DifferenceEntropy	0.6823934896284051		-3.203426503814917e-16	2.805585037778058
wavelet-HLL	glcm	DifferenceVariance	0.16493055555555555		0.0	8.796219788421514
wavelet-HLL	glcm	JointEnergy	0.6171875		0.5	0.042221877643635615
wavelet-HLL	glcm	JointEntropy	0.953226822961738		0.9999999999999993	4.871343124634689
wavelet-HLL	glcm	Imc1	-0.06827664655247116		-1.0	-0.49752153148379785
wavelet-HLL	glcm	Imc2	0.24862759769381793		0.9298734950321936	0.9777702902105067
wavelet-HLL	glcm	Idm	0.8645833333333333		0.625	0.3176374665038238
wavelet-HLL	glcm	Idmn	0.9458333333333333		0.8500000000000001	0.8808177678702338
wavelet-HLL	glcm	Id	0.8645833333333333		0.625	0.38547495203472043
wavelet-HLL	glcm	Idn	0.9097222222222222		0.7499999999999999	0.7977359375202402
wavelet-HLL	glcm	InverseVariance	0.2708333333333333		0.75	0.2640955153773946
wavelet-HLL	glcm	MaximumProbability	0.7291666666666666		0.5	0.08885211445074968
wavelet-HLL	glcm	SumEntropy	0.6823934896284051		0.24999999999999958	3.246706882221591
wavelet-HLL	glcm	SumSquares	0.10894097222222221		0.25	11.840147633049535
wavelet-HLL	glrlm	GrayLevelNonUniformity	2.5166666666666666		1.75	6.033266789483815
wavelet-HLL	glrlm	GrayLevelNonUniformityNormalized	0.6213888888888889		0.5	0.12419235696225427
wavelet-HLL	glrlm	GrayLevelVariance	0.18930555555555556		0.25	10.431130290015867
wavelet-HLL	glrlm	HighGrayLevelRunEmphasis	1.775		2.5	83.12793018038782
wavelet-HLL	glrlm	LongRunEmphasis	2.816666666666667		1.75	1.4071493887463025
wavelet-HLL	glrlm	LongRunHighGrayLevelEmphasis	3.591666666666667		4.375	121.67329250084173
wavelet-HLL	glrlm	LongRunLowGrayLevelEmphasis	2.622916666666667		1.09375	0.06462178250498077
wavelet-HLL	glrlm	LowGrayLevelRunEmphasis	0.80625		0.625	0.05447896412529442
wavelet-HLL	glrlm	RunEntropy	1.4889782737939552		0.9999999999999993	3.57029219087417
wavelet-HLL	glrlm	RunLengthNonUniformity	2.1		3.5	40.38155098499733
wavelet-HLL	glrlm	RunLengthNonUniformityNormalized	0.5033333333333334		1.0	0.818328108892308
wavelet-HLL	glrlm	RunPercentage	0.6666666666666666		0.875	0.8988603988603988
wavelet-HLL	glrlm	RunVariance	0.33166666666666667		0.0	0.12417865750730334
wavelet-HLL	glrlm	ShortRunEmphasis	0.638425925925926		0.8125	0.9157870143594169
wavelet-HLL	glrlm	ShortRunHighGrayLevelEmphasis	1.4134259259259259		2.03125	75.54616885343515
wavelet-HLL	glrlm	ShortRunLowGrayLevelEmphasis	0.4446759259259259		0.5078125	0.05210457645093907
wavelet-HLL	glszm	GrayLevelNonUniformity	1.0		1.0	1.7777777777777777
wavelet-HLL	glszm	GrayLevelNonUniformityNormalized	0.5		0.5	0.09876543209876543
wavelet-HLL	glszm	GrayLevelVariance	0.25		0.25	11.089506172839505
wavelet-HLL	glszm	HighGrayLevelZoneEmphasis	2.5		2.5	70.72222222222223
wavelet-HLL	glszm	LargeAreaEmphasis	13.0		4.0	18.0
wavelet-HLL	glszm	LargeAreaHighGrayLevelEmphasis	14.5		10.0	1685.388888888889
wavelet-HLL	glszm	LargeAreaLowGrayLevelEmphasis	12.625		2.5	0.45898071779913313
wavelet-HLL	glszm	LowGrayLevelZoneEmphasis	0.625		0.625	0.0889149556687343
wavelet-HLL	glszm	SizeZoneNonUniformity	1.0		2.0	4.888888888888889
wavelet-HLL	glszm	SizeZoneNonUniformityNormalized	0.5		1.0	0.2716049382716049
wavelet-HLL	glszm	SmallAreaEmphasis	0.52		0.25	0.5178309646691379
wavelet-HLL	glszm	SmallAreaHighGrayLevelEmphasis	2.02		0.625	30.464187682095933
wavelet-HLL	glszm	SmallAreaLowGrayLevelEmphasis	0.145		0.15625	0.0658568348742707
wavelet-HLL	glszm	ZoneEntropy	0.9999999999999993		0.9999999999999993	3.8365916681089742
wavelet-HLL	glszm	ZonePercentage	0.3333333333333333		0.5	0.3333333333333333
wavelet-HLL	glszm	ZoneVariance	4.0		0.0	8.999999999999998
wavelet-HLL	gldm	DependenceEntropy	1.9182958340544882		0.9999999999999993	4.726928705787035
wavelet-HLL	gldm	DependenceNonUniformity	1.6666666666666667		4.0	8.37037037037037
wavelet-HLL	gldm	DependenceNonUniformityNormalized	0.2777777777777778		1.0	0.1550068587105624
wavelet-HLL	gldm	DependenceVariance	1.8888888888888888		0.0	4.899862825788752
wavelet-HLL	gldm	GrayLevelNonUniformity	4.333333333333333		2.0	7.074074074074074
wavelet-HLL	gldm	GrayLevelVariance	0.1388888888888889		0.25	10.052469135802468
wavelet-HLL	gldm	HighGrayLevelEmphasis	1.5		2.5	84.20370370370371
wavelet-HLL	gldm	LargeDependenceEmphasis	15.333333333333334		4.0	18.074074074074073
wavelet-HLL	gldm	LargeDependenceHighGrayLevelEmphasis	15.833333333333334		10.0	1675.7962962962963
wavelet-HLL	gldm	LargeDependenceLowGrayLevelEmphasis	15.208333333333334		2.5	0.3844150901156126
wavelet-HLL	gldm	LowGrayLevelEmphasis	0.875		0.625	0.051337147866633036
wavelet-HLL	gldm	SmallDependenceEmphasis	0.21935185185185188		0.25	0.24723548181275254
wavelet-HLL	gldm	SmallDependenceHighGrayLevelEmphasis	0.7193518518518518		0.625	16.672271300495506
wavelet-HLL	gldm	SmallDependenceLowGrayLevelEmphasis	0.09435185185185185		0.15625	0.025018814384534238
wavelet-HLL	ngtdm	Busyness	0.7777777777777777		1.3333333333333335	0.1699141894840927
wavelet-HLL	ngtdm	Coarseness	1.2857142857142858		0.7499999999999999	0.05470008223512
wavelet-HLL	ngtdm	Complexity	0.25925925925925924		0.6666666666666667	196.10166665200384
wavelet-HLL	ngtdm	Contrast	0.040123456790123455		0.16666666666666669	0.4703886832931877
wavelet-HLL	ngtdm	Strength	1.153846153846154		0.7499999999999999	3.7789565708997417
wavelet-HLH	firstorder	10Percentile	-14.643095127114059		-6.981026300682547	-12.752402782074297
wavelet-HLH	firstorder	90Percentile	0.9923449389830341		18.472681089808884	21.039205083939827
wavelet-HLH	firstorder	Energy	519478.8371200239		374455.21640473744	5052574.387015794
wavelet-HLH	firstorder	Entropy	0.6500224216483536		0.9999999999999993	1.342096606285296
wavelet-HLH	firstorder	InterquartileRange	10.777830868131938		22.39082818450513	17.042974972474394
wavelet-HLH	firstorder	Kurtosis	1.552384783541013		1.0768148793338188	4.292231394036053
wavelet-HLH	firstorder	Maximum	2.5985704263687284		19.529743797708633	52.83679641910116
wavelet-HLH	firstorder	MeanAbsoluteDeviation	6.134604324000084		12.046213871693203	12.032382691923528
wavelet-HLH	firstorder	Mean	-5.835196186749922		5.721758746182513	5.447775985372815
wavelet-HLH	firstorder	Median	-3.854838372118742		5.661587125230874	3.881962127940118
wavelet-HLH	firstorder	Minimum	-16.14745048558498		-7.965883063440331	-23.068964568986807
wavelet-HLH	firstorder	Range	18.746020911953707		27.495626861148963	75.90576098808796
wavelet-HLH	firstorder	RobustMeanAbsoluteDeviation	4.5154012580117		10.344614312811924	7.155388517589107
wavelet-HLH	firstorder	RootMeanSquared	294.2444667052732		305.9637300419518	305.8859139485575
wavelet-HLH	firstorder	Skewness	-0.3310194584120955		0.004109725862269797	0.9139061326798259
wavelet-HLH	firstorder	TotalEnergy	693605.8216295278		499970.93140073784	5052574.387015794
wavelet-HLH	firstorder	Uniformity	0.7222222222222223		0.5	0.45610425240054875
wavelet-HLH	firstorder	Variance	46.874384182746525		148.01033032532666	267.848497733852
wavelet-HLH	glcm	Autocorrelation	1.2708333333333333		2.125	3.046283282378196
wavelet-HLH	glcm	JointAverage	1.1354166666666667		1.5	1.74270196710023
wavelet-HLH	glcm	ClusterProminence	0.054651331018518524		0.25	3.6797093136607617
wavelet-HLH	glcm	ClusterShade	0.04195601851851853		0.0	0.6744977853186079
wavelet-HLH	glcm	ClusterTendency	0.16493055555555555		0.25	0.9592702910673053
wavelet-HLH	glcm	Contrast	0.2708333333333333		0.75	0.9284653452891667
wavelet-HLH	glcm	Correlation	0.08095238095238119		-0.49999999999999956	0.009815039386345354
wavelet-HLH	glcm	DifferenceAverage	0.2708333333333333		0.75	0.6496243504804299
wavelet-HLH	glcm	DifferenceEntropy	0.6823934896284051		-3.203426503814917e-16	1.2770072497235367
wavelet-HLH	glcm	DifferenceVariance	0.16493055555555555		0.0	0.46912945990791965
wavelet-HLH	glcm	JointEnergy	0.6171875		0.5	0.23796437007585605
wavelet-HLH	glcm	JointEntropy	0.953226822961738		0.9999999999999993	2.429073972285275
wavelet-HLH	glcm	Imc1	-0.06827664655247116		-1.0	-0.1563643133845783
wavelet-HLH	glcm	Imc2	0.24862759769381793		0.9298734950321936	0.5364704040728131
wavelet-HLH	glcm	Idm	0.8645833333333333		0.625	0.7030719242406586
wavelet-HLH	glcm	Idmn	0.9458333333333333		0.8500000000000001	0.9520426684091989
wavelet-HLH	glcm	Id	0.8645833333333333		0.625	0.7148237290327862
wavelet-HLH	glcm	Idn	0.9097222222222222		0.7499999999999999	0.8785883903180961
wavelet-HLH	glcm	InverseVariance	0.2708333333333333		0.75	0.47021576482856475
wavelet-HLH	glcm	MaximumProbability	0.7291666666666666		0.5	0.33464582046157726
wavelet-HLH	glcm	SumEntropy	0.6823934896284051		0.24999999999999958	1.7627018267903884
wavelet-HLH	glcm	SumSquares	0.10894097222222221		0.25	0.47193390908911803
wavelet-HLH	glrlm	GrayLevelNonUniformity	2.5166666666666666		1.75	17.146202361001563
wavelet-HLH	glrlm	GrayLevelNonUniformityNormalized	0.6213888888888889		0.5	0.4248451660649446
wavelet-HLH	glrlm	GrayLevelVariance	0.18930555555555556		0.25	0.563140819114672
wavelet-HLH	glrlm	HighGrayLevelRunEmphasis	1.775		2.5	3.715730464636007
wavelet-HLH	glrlm	LongRunEmphasis	2.816666666666667		1.75	2.481266948160486
wavelet-HLH	glrlm	LongRunHighGrayLevelEmphasis	3.591666666666667		4.375	8.506133721771842
wavelet-HLH	glrlm	LongRunLowGrayLevelEmphasis	2.622916666666667		1.09375	1.2016737912480617
wavelet-HLH	glrlm	LowGrayLevelRunEmphasis	0.80625		0.625	0.5123616662521588
wavelet-HLH	glrlm	RunEntropy	1.4889782737939552		0.9999999999999993	2.377164405256435
wavelet-HLH	glrlm	RunLengthNonUniformity	2.1		3.5	24.692722752427976
wavelet-HLH	glrlm	RunLengthNonUniformityNormalized	0.5033333333333334		1.0	0.5926079809309643
wavelet-HLH	glrlm	RunPercentage	0.6666666666666666		0.875	0.7435897435897435
wavelet-HLH	glrlm	RunVariance	0.33166666666666667		0.0	0.4193489654116126
wavelet-HLH	glrlm	ShortRunEmphasis	0.638425925925926		0.8125	0.7747023494075485
wavelet-HLH	glrlm	ShortRunHighGrayLevelEmphasis	1.4134259259259259		2.03125	2.991508923732092
wavelet-HLH	glrlm	ShortRunLowGrayLevelEmphasis	0.4446759259259259		0.5078125	0.4029626747177595
wavelet-HLH	glszm	GrayLevelNonUniformity	1.0		1.0	1.0
wavelet-HLH	glszm	GrayLevelNonUniformityNormalized	0.5		0.5	0.25
wavelet-HLH	glszm	GrayLevelVariance	0.25		0.25	1.25
wavelet-HLH	glszm	HighGrayLevelZoneEmphasis	2.5		2.5	7.5
wavelet-HLH	glszm	LargeAreaEmphasis	13.0		4.0	332.5
wavelet-HLH	glszm	LargeAreaHighGrayLevelEmphasis	14.5		10.0	1076.25
wavelet-HLH	glszm	LargeAreaLowGrayLevelEmphasis	12.625		2.5	150.48611111111111
wavelet-HLH	glszm	LowGrayLevelZoneEmphasis	0.625		0.625	0.3559027777777778
wavelet-HLH	glszm	SizeZoneNonUniformity	1.0		2.0	1.5
wavelet-HLH	glszm	SizeZoneNonUniformityNormalized	0.5		1.0	0.375
wavelet-HLH	glszm	SmallAreaEmphasis	0.52		0.25	0.12595266645720496
wavelet-HLH	glszm	SmallAreaHighGrayLevelEmphasis	2.02		0.625	1.5642331035019499
wavelet-HLH	glszm	SmallAreaLowGrayLevelEmphasis	0.145		0.15625	0.011608251640463134
wavelet-HLH	glszm	ZoneEntropy	0.9999999999999993		0.9999999999999993	1.9999999999999987
wavelet-HLH	glszm	ZonePercentage	0.3333333333333333		0.5	0.07407407407407407
wavelet-HLH	glszm	ZoneVariance	4.0		0.0	150.25
wavelet-HLH	gldm	DependenceEntropy	1.9182958340544882		0.9999999999999993	4.094378300581855
