Image type	Feature Class	Feature Name	1: RTSTRUCT: ANON_27_segment_Rt Cerebellar	1: RTSTRUCT: ANON_27_segment_Lt Occipital	1: RTSTRUCT: ANON_27_segment_Rt Mesial Frontal
wavelet-LLH	glszm	SizeZoneNonUniformityNormalized	0.19710748700232011	0.1736111111111111	0.2777777777777778
wavelet-LLH	glszm	SmallAreaEmphasis	0.4296251858634647	0.3050926359948068	0.43858654572940287
wavelet-LLH	glszm	SmallAreaHighGrayLevelEmphasis	29.46903888977653	13.819474372291642	3.4710884353741496
wavelet-LLH	glszm	SmallAreaLowGrayLevelEmphasis	0.01340628393762608	0.048980914167858665	0.1057887167212564
wavelet-LLH	glszm	ZoneEntropy	5.850049449893744	4.303508854797672	2.5849625007211543
wavelet-LLH	glszm	ZonePercentage	0.055441478439425054	0.10810810810810811	0.375
wavelet-LLH	glszm	ZoneVariance	14467.558299039782	372.60416666666663	4.222222222222222
wavelet-LLH	gldm	DependenceEntropy	6.2101895835463266	5.5670743351225385	3.0306390622295636
wavelet-LLH	gldm	DependenceNonUniformity	298.9206023271732	17.513513513513512	4.0
wavelet-LLH	gldm	DependenceNonUniformityNormalized	0.0682000005309544	0.07888970051132213	0.25
wavelet-LLH	gldm	DependenceVariance	17.62685003125083	18.380813245678112	1.609375
wavelet-LLH	gldm	GrayLevelNonUniformity	927.3883185033083	53.52252252252252	4.625
wavelet-LLH	gldm	GrayLevelVariance	2.2636514494612867	2.7447447447447444	1.359375
wavelet-LLH	gldm	HighGrayLevelEmphasis	52.893223819301845	31.18918918918919	12.75
wavelet-LLH	gldm	LargeDependenceEmphasis	81.01140771161305	68.52252252252252	9.875
wavelet-LLH	gldm	LargeDependenceHighGrayLevelEmphasis	4169.626967830253	1648.6036036036037	142.0
wavelet-LLH	gldm	LargeDependenceLowGrayLevelEmphasis	1.6896737102358346	3.1572289609316124	1.1714756944444444
wavelet-LLH	gldm	LowGrayLevelEmphasis	0.0233762197422508	0.05019462935813945	0.2007465277777778
wavelet-LLH	gldm	SmallDependenceEmphasis	0.060768968736544166	0.08269683143456788	0.24925347222222222
wavelet-LLH	gldm	SmallDependenceHighGrayLevelEmphasis	3.7068105863896106	3.57140387271067	2.4672222222222224
wavelet-LLH	gldm	SmallDependenceLowGrayLevelEmphasis	0.0017351691879048487	0.007512060394471836	0.059941767939814816
wavelet-LLH	ngtdm	Busyness	3.731498396831317	0.4829074968284445	0.132315668202765
wavelet-LLH	ngtdm	Coarseness	0.00198949720640428	0.03076253833913134	0.48759251197213754
wavelet-LLH	ngtdm	Complexity	69.68843856685406	47.09910480788201	5.293862734487734
wavelet-LLH	ngtdm	Contrast	0.020428233087236403	0.05045919406823067	0.08614432198660715
wavelet-LLH	ngtdm	Strength	0.14516811640375535	1.2926673134867264	3.451919690031701
wavelet-LHL	firstorder	10Percentile	-39.05005530932087	-38.67523977969206	-23.130987932612555
wavelet-LHL	firstorder	90Percentile	34.68964314809348	17.165327563432243	11.99922022958551
wavelet-LHL	firstorder	Energy	390699070.2893101	18901635.437047012	1392045.7618671677
wavelet-LHL	firstorder	Entropy	2.3541079664487596	2.1802050380233347	1.2475562489182648
wavelet-LHL	firstorder	InterquartileRange	28.574652699266995	25.908828853549604	21.881864028229433
wavelet-LHL	firstorder	Kurtosis	6.121580989559677	8.764341525779011	2.0179206248882346
wavelet-LHL	firstorder	Maximum	221.82985347339635	98.18433384704953	20.913058010975295
wavelet-LHL	firstorder	MeanAbsoluteDeviation	22.241982236144267	20.3132341746158	12.172019452294736
wavelet-LHL	firstorder	Mean	-3.1694134201331985	-9.816944403997843	-5.3841415178831635
wavelet-LHL	firstorder	Median	-3.815516131207119	-5.4058137989691675	-6.2092135474866765
wavelet-LHL	firstorder	Minimum	-145.23976170734474	-155.2077850987234	-29.832283640556184
wavelet-LHL	firstorder	Range	367.0696151807411	253.39211894577295	50.745341651531476
wavelet-LHL	firstorder	RobustMeanAbsoluteDeviation	12.790147458936454	10.851115104629805	8.77203225812505
wavelet-LHL	firstorder	RootMeanSquared	298.56263400992987	291.7918812590238	294.9624723870784
wavelet-LHL	firstorder	Skewness	0.5742251653515176	-1.2811804526720856	0.09647553485181831
wavelet-LHL	firstorder	TotalEnergy	390699070.2893101	18901635.437047012	2671829.7687450475
wavelet-LHL	firstorder	Uniformity	0.257276717144294	0.2953088223358493	0.4609375
wavelet-LHL	firstorder	Variance	1031.2492975995076	936.2962136477671	204.3560475432751
wavelet-LHL	glcm	Autocorrelation	40.85508095118574	50.462325725080554	5.274621212121212
wavelet-LHL	glcm	JointAverage	6.3688621510829515	7.096555644366768	2.2785984848484846
wavelet-LHL	glcm	ClusterProminence	90.60334354426284	72.11223449279635	1.279106093329836
wavelet-LHL	glcm	ClusterShade	4.775992856387939	-6.724249844793982	0.07317446329688068
wavelet-LHL	glcm	ClusterTendency	3.974317277305119	2.9627476636355605	0.7528231175390268
wavelet-LHL	glcm	Contrast	2.8039223501728476	2.5587531045942145	0.42386363636363633
wavelet-LHL	glcm	Correlation	0.17203573866154645	0.07001489853401423	0.2778196562195183
wavelet-LHL	glcm	DifferenceAverage	1.1425393838947964	1.0199446803108285	0.42386363636363633
wavelet-LHL	glcm	DifferenceEntropy	1.9941038281254018	1.8379760932056777	0.9440647325976887
wavelet-LHL	glcm	DifferenceVariance	1.4502239083304183	1.4712211035679368	0.23135847107438018
wavelet-LHL	glcm	JointEnergy	0.08043978697131103	0.11859508679669616	0.27069874885215794
wavelet-LHL	glcm	JointEntropy	4.517770520783078	3.7992790545899124	2.1675332433946677
wavelet-LHL	glcm	Imc1	-0.05592427111853936	-0.14727240968054492	-0.12181557138340271
wavelet-LHL	glcm	Imc2	0.41006356489100193	0.6567458893578068	0.46029265057905644
wavelet-LHL	glcm	Idm	0.5700359714114913	0.6097408878585973	0.7880681818181818
wavelet-LHL	glcm	Idmn	0.9883189892658202	0.9818135312722115	0.9576136363636364
wavelet-LHL	glcm	Id	0.6063274025706978	0.6387252175713373	0.7880681818181818
wavelet-LHL	glcm	Idn	0.9340333407663999	0.9231267343742794	0.8940340909090909
wavelet-LHL	glcm	InverseVariance	0.45488766253507096	0.4557752702611335	0.42386363636363633
wavelet-LHL	glcm	MaximumProbability	0.18042118166441215	0.24053519814003105	0.4159090909090909
wavelet-LHL	glcm	SumEntropy	2.9365968897253754	2.5379606395478027	1.7436696070310318
wavelet-LHL	glcm	SumSquares	1.6945599068694917	1.3803751920574439	0.29417168847566577
wavelet-LHL	glrlm	GrayLevelNonUniformity	694.090309141929	42.239674506808306	4.046753246753247
wavelet-LHL	glrlm	GrayLevelNonUniformityNormalized	0.21983330941196624	0.2532629600870192	0.41268257716309664
wavelet-LHL	glrlm	GrayLevelVariance	2.1374065006785026	1.996944787493225	0.43156054983977066
wavelet-LHL	glrlm	HighGrayLevelRunEmphasis	43.107448752925535	51.60558845252711	5.853571428571429
wavelet-LHL	glrlm	LongRunEmphasis	2.61922218103303	2.367978279396591	3.687012987012987
wavelet-LHL	glrlm	LongRunHighGrayLevelEmphasis	107.9615003523793	122.46682484478767	19.997727272727275
wavelet-LHL	glrlm	LongRunLowGrayLevelEmphasis	0.07336922334051972	0.06356670698022084	0.846708152958153
wavelet-LHL	glrlm	LowGrayLevelRunEmphasis	0.030116844307020444	0.03434323996478568	0.26929112554112555
wavelet-LHL	glrlm	RunEntropy	3.6356371731194597	3.2807628564649067	2.191633276168057
wavelet-LHL	glrlm	RunLengthNonUniformity	1852.0879100494878	104.47689962280143	4.79025974025974
wavelet-LHL	glrlm	RunLengthNonUniformityNormalized	0.581490563338937	0.6179781630679314	0.47512565356721204
wavelet-LHL	glrlm	RunPercentage	0.7201249583179768	0.7505197505197506	0.609375
wavelet-LHL	glrlm	RunVariance	0.6493734364016331	0.5147560640280445	0.6830392983639737
wavelet-LHL	glrlm	ShortRunEmphasis	0.788212236622483	0.8098703114589878	0.5984343434343434
wavelet-LHL	glrlm	ShortRunHighGrayLevelEmphasis	34.50554598005769	41.698074537536776	3.596695526695527
wavelet-LHL	glrlm	ShortRunLowGrayLevelEmphasis	0.02437371134266999	0.03006062296852088	0.18697230238896906
wavelet-LHL	glszm	GrayLevelNonUniformity	43.81150159744409	2.619047619047619	1.0
wavelet-LHL	glszm	GrayLevelNonUniformityNormalized	0.13997284855413447	0.12471655328798185	0.3333333333333333
wavelet-LHL	glszm	GrayLevelVariance	7.659382049423797	7.1065759637188215	0.6666666666666666
wavelet-LHL	glszm	HighGrayLevelZoneEmphasis	54.97444089456869	49.04761904761905	4.666666666666667
wavelet-LHL	glszm	LargeAreaEmphasis	14278.750798722045	653.7142857142857	39.333333333333336
wavelet-LHL	glszm	LargeAreaHighGrayLevelEmphasis	570741.4728434505	34062.619047619046	216.33333333333334
wavelet-LHL	glszm	LargeAreaLowGrayLevelEmphasis	367.02167845241775	12.996869733324846	8.416666666666666
wavelet-LHL	glszm	LowGrayLevelZoneEmphasis	0.04717580823113403	0.08503048660322934	0.4537037037037037
wavelet-LHL	glszm	SizeZoneNonUniformity	76.0223642172524	5.0	1.0
wavelet-LHL	glszm	SizeZoneNonUniformityNormalized	0.24288295277077443	0.23809523809523808	0.3333333333333333
wavelet-LHL	glszm	SmallAreaEmphasis	0.48542703312749164	0.42617551680284105	0.34670781893004116
wavelet-LHL	glszm	SmallAreaHighGrayLevelEmphasis	28.965545396525016	22.486406870208402	0.4331275720164609
wavelet-LHL	glszm	SmallAreaLowGrayLevelEmphasis	0.028277564154613247	0.033961961157367326	0.33539094650205764
wavelet-LHL	glszm	ZoneEntropy	5.502804527341124	4.106603137064469	1.5849625007211552
wavelet-LHL	glszm	ZonePercentage	0.07141227469769565	0.0945945945945946	0.1875
wavelet-LHL	glszm	ZoneVariance	14082.661331645722	541.9591836734694	10.888888888888888
wavelet-LHL	gldm	DependenceEntropy	5.939107962499586	5.340841077397333	2.72721700146248
wavelet-LHL	gldm	DependenceNonUniformity	275.9203741729409	16.28828828828829	3.375
wavelet-LHL	gldm	DependenceNonUniformityNormalized	0.06295240113459752	0.07337066796526256	0.2109375
wavelet-LHL	gldm	DependenceVariance	19.86751105074888	17.997565132700267	2.609375
wavelet-LHL	gldm	GrayLevelNonUniformity	1127.6438512434406	65.55855855855856	7.375
wavelet-LHL	gldm	GrayLevelVariance	1.7387567931582257	1.6202621540459379	0.33984375
wavelet-LHL	gldm	HighGrayLevelEmphasis	42.3077800593201	51.6981981981982	5.6875
wavelet-LHL	gldm	LargeDependenceEmphasis	88.37211955281771	74.04504504504504	19.625
wavelet-LHL	gldm	LargeDependenceHighGrayLevelEmphasis	3514.106091718001	3831.8063063063064	100.1875
wavelet-LHL	gldm	LargeDependenceLowGrayLevelEmphasis	2.339243644983545	1.5000325514322628	4.345486111111111
wavelet-LHL	gldm	LowGrayLevelEmphasis	0.029192843020577623	0.03108854932357818	0.24479166666666666
wavelet-LHL	gldm	SmallDependenceEmphasis	0.06982141114109569	0.08112286115191884	0.13831490929705217
wavelet-LHL	gldm	SmallDependenceHighGrayLevelEmphasis	3.662187663190905	4.1847543332647446	0.5719228316326531
wavelet-LHL	gldm	SmallDependenceLowGrayLevelEmphasis	0.003113659513442123	0.005280692637655733	0.07572697192302846
wavelet-LHL	ngtdm	Busyness	4.656480513332443	0.33534816976738224	0.530252100840336
wavelet-LHL	ngtdm	Coarseness	0.0016734679742070706	0.03103021203922989	0.44374009508716333
wavelet-LHL	ngtdm	Complexity	75.54283975025581	37.055083466262715	1.1924489795918367
wavelet-LHL	ngtdm	Contrast	0.016038546782799864	0.030672272797338376	0.041671316964285714
wavelet-LHL	ngtdm	Strength	0.15547372010848992	1.293744887898641	1.125606796116505
wavelet-LHH	firstorder	10Percentile	-13.251132857802055	-18.39991916296108	-19.921219164608388
wavelet-LHH	firstorder	90Percentile	13.857995532334131	20.027836055106604	15.25260864206701
wavelet-LHH	firstorder	Energy	395825199.516214	20242604.194880202	1450754.5235905896
wavelet-LHH	firstorder	Entropy	1.294583198484548	1.6506679013105647	1.2717822215997971
wavelet-LHH	firstorder	InterquartileRange	11.639503781043366	13.05401643108111	17.91376474513113
wavelet-LHH	firstorder	Kurtosis	6.548310717627846	5.13820337648381	2.4911027001233004
wavelet-LHH	firstorder	Maximum	70.95686106303137	65.45967966097373	31.460204326060207
wavelet-LHH	firstorder	MeanAbsoluteDeviation	8.392786913625672	11.550545362115777	12.126768775578991
wavelet-LHH	firstorder	Mean	0.28234293852357495	1.4781384636336572	0.7676043549931479
wavelet-LHH	firstorder	Median	0.15539243010102993	1.4157084709126253	4.0282997616602545
wavelet-LHH	firstorder	Minimum	-92.05352622320247	-45.57354665538267	-23.805498570335704
wavelet-LHH	firstorder	Range	163.01038728623382	111.0332263163564	55.26570289639591
wavelet-LHH	firstorder	RobustMeanAbsoluteDeviation	5.068466323560086	5.93163840008528	8.32446660323132
wavelet-LHH	firstorder	RootMeanSquared	300.5148823356046	301.9650671497278	301.1181790002255
wavelet-LHH	firstorder	Skewness	-0.20940097418694345	0.40561075342046576	0.06518970015462848
wavelet-LHH	firstorder	TotalEnergy	395825199.516214	20242604.194880202	2784512.714633551
wavelet-LHH	firstorder	Uniformity	0.45336921544042486	0.37618699780861947	0.4453125
wavelet-LHH	firstorder	Variance	139.70902453321793	293.8338072417641	211.00589497015292
wavelet-LHH	glcm	Autocorrelation	20.33823572401156	6.760012288049205	2.459848484848485
wavelet-LHH	glcm	JointAverage	4.507895703102674	2.591558461705583	1.5696969696969696
wavelet-LHH	glcm	ClusterProminence	1.870383775932771	5.237739181818389	1.0501573876759078
wavelet-LHH	glcm	ClusterShade	-0.05027714076595301	0.2081481481927389	0.1080926760720151
wavelet-LHH	glcm	ClusterTendency	0.7419995491658399	1.1601491481367323	0.66712580348944
wavelet-LHH	glcm	Contrast	0.6736780286301107	0.98862497857124	0.6856060606060607
wavelet-LHH	glcm	Correlation	0.048084680324988464	0.07749538454533403	-0.0073546706149839325
wavelet-LHH	glcm	DifferenceAverage	0.5643221567748534	0.6703453967757198	0.5901515151515152
wavelet-LHH	glcm	DifferenceEntropy	1.2205224788394633	1.4122805955642226	1.1430974553673756
wavelet-LHH	glcm	DifferenceVariance	0.34897046853015223	0.5167633931950402	0.31309687786960516
wavelet-LHH	glcm	JointEnergy	0.2129606501644121	0.17115786112964965	0.22398817722681358
wavelet-LHH	glcm	JointEntropy	2.5417819295728714	3.0093800899906507	2.3082073289862217
wavelet-LHH	glcm	Imc1	-0.02432993475357563	-0.09254950237518544	-0.11442707563400337
wavelet-LHH	glcm	Imc2	0.18809588022272233	0.4544799699209427	0.48525442286030207
wavelet-LHH	glcm	Idm	0.7285849585697846	0.6961664411911008	0.7144696969696971
wavelet-LHH	glcm	Idmn	0.9868669413848797	0.9655816430550728	0.9358449883449883
wavelet-LHH	glcm	Id	0.7343485620355875	0.7104748828164055	0.7208333333333334
wavelet-LHH	glcm	Idn	0.9309160787735713	0.8953033674537424	0.8572348484848487
wavelet-LHH	glcm	InverseVariance	0.483521221169658	0.4582919358180766	0.506628787878788
wavelet-LHH	glcm	MaximumProbability	0.24759473209641697	0.2695991204439666	0.2765151515151515
wavelet-LHH	glcm	SumEntropy	1.8025828976578155	2.060672386961703	1.6342998194132696
wavelet-LHH	glcm	SumSquares	0.3539193944489876	0.5371935316769931	0.3381829660238751
wavelet-LHH	glrlm	GrayLevelNonUniformity	1100.8411279434183	52.01077794776337	4.6875
wavelet-LHH	glrlm	GrayLevelNonUniformityNormalized	0.42781929568407817	0.34210221112337985	0.4244791666666667
wavelet-LHH	glrlm	GrayLevelVariance	0.4217001222658435	0.7077849244461807	0.4010416666666667
wavelet-LHH	glrlm	HighGrayLevelRunEmphasis	20.75533124795958	7.303313048401507	3.25
wavelet-LHH	glrlm	LongRunEmphasis	4.428538795807554	3.0950812908393917	2.7291666666666665
wavelet-LHH	glrlm	LongRunHighGrayLevelEmphasis	91.61709379001717	22.43926263529147	7.729166666666667
wavelet-LHH	glrlm	LongRunLowGrayLevelEmphasis	0.22791490933297517	0.6209484097265724	1.583333333333333
wavelet-LHH	glrlm	LowGrayLevelRunEmphasis	0.05301343368799938	0.23654385678198092	0.5416666666666666
wavelet-LHH	glrlm	RunEntropy	3.0227885166314934	2.9440523668245024	2.1705072301048816
wavelet-LHH	glrlm	RunLengthNonUniformity	1116.5817818717655	82.67321085188779	5.8125
wavelet-LHH	glrlm	RunLengthNonUniformityNormalized	0.42566639704953124	0.5252312857901112	0.5130208333333333
wavelet-LHH	glrlm	RunPercentage	0.5865494304919355	0.6867636867636868	0.6875
wavelet-LHH	glrlm	RunVariance	1.3154174909769496	0.701476236891086	0.39583333333333337
wavelet-LHH	glrlm	ShortRunEmphasis	0.6581204894060757	0.7388855649804286	0.6950231481481481
wavelet-LHH	glrlm	ShortRunHighGrayLevelEmphasis	13.687394812041182	5.450485783293221	2.5353009259259256
wavelet-LHH	glrlm	ShortRunLowGrayLevelEmphasis	0.035514679967821976	0.18763869966089028	0.33912037037037035
wavelet-LHH	glszm	GrayLevelNonUniformity	37.21978021978022	3.0	1.0
wavelet-LHH	glszm	GrayLevelNonUniformityNormalized	0.4090085738437387	0.23076923076923078	0.3333333333333333
wavelet-LHH	glszm	GrayLevelVariance	2.3159038763434365	1.7869822485207103	0.6666666666666666
wavelet-LHH	glszm	HighGrayLevelZoneEmphasis	22.615384615384617	8.23076923076923	4.666666666666667
wavelet-LHH	glszm	LargeAreaEmphasis	95254.36263736263	1354.3076923076924	38.0
wavelet-LHH	glszm	LargeAreaHighGrayLevelEmphasis	1964911.6263736263	9693.923076923076	104.66666666666667
wavelet-LHH	glszm	LargeAreaLowGrayLevelEmphasis	4851.621510615235	225.7643376068376	21.703703703703706
wavelet-LHH	glszm	LowGrayLevelZoneEmphasis	0.07875295905908151	0.39997863247863247	0.4537037037037037
wavelet-LHH	glszm	SizeZoneNonUniformity	27.857142857142858	2.8461538461538463	1.0
wavelet-LHH	glszm	SizeZoneNonUniformityNormalized	0.30612244897959184	0.21893491124260356	0.3333333333333333
wavelet-LHH	glszm	SmallAreaEmphasis	0.5645420073297266	0.36296759835891845	0.34534438775510207
wavelet-LHH	glszm	SmallAreaHighGrayLevelEmphasis	12.36137292509142	2.7636212266530213	3.027636054421769
wavelet-LHH	glszm	SmallAreaLowGrayLevelEmphasis	0.04904655923584644	0.13353170214940174	0.04514184145880574
wavelet-LHH	glszm	ZoneEntropy	3.5901446489963633	3.5465935642949344	1.5849625007211552
wavelet-LHH	glszm	ZonePercentage	0.02076203513575177	0.05855855855855856	0.1875
wavelet-LHH	glszm	ZoneVariance	92934.5112909069	1062.6863905325445	9.555555555555555
wavelet-LHH	gldm	DependenceEntropy	5.076247930994213	5.398313233883718	2.9834585933443467
wavelet-LHH	gldm	DependenceNonUniformity	319.518366415697	13.414414414414415	4.125
wavelet-LHH	gldm	DependenceNonUniformityNormalized	0.07289946758286493	0.060425290155019885	0.2578125
wavelet-LHH	gldm	DependenceVariance	16.173496952660052	22.465708952195442	1.25
wavelet-LHH	gldm	GrayLevelNonUniformity	1987.117271275382	83.51351351351352	7.125
wavelet-LHH	gldm	GrayLevelVariance	0.3575560460116761	0.5947772096420746	0.359375
wavelet-LHH	gldm	HighGrayLevelEmphasis	20.711384896189823	7.256756756756757	3.0
wavelet-LHH	gldm	LargeDependenceEmphasis	154.22929500342232	106.08108108108108	13.5
wavelet-LHH	gldm	LargeDependenceHighGrayLevelEmphasis	3184.1177275838468	761.3828828828829	33.5
wavelet-LHH	gldm	LargeDependenceLowGrayLevelEmphasis	7.861892333707383	18.016169919919918	8.569444444444445
wavelet-LHH	gldm	LowGrayLevelEmphasis	0.052211317639840174	0.2194782282282282	0.5694444444444444
wavelet-LHH	gldm	SmallDependenceEmphasis	0.025524018426705552	0.05393982985095073	0.1524652777777778
wavelet-LHH	gldm	SmallDependenceHighGrayLevelEmphasis	0.5517011683971716	0.4288698162502928	0.8044965277777778
wavelet-LHH	gldm	SmallDependenceLowGrayLevelEmphasis	0.001811833911532166	0.018187953546331185	0.05890190972222223
wavelet-LHH	ngtdm	Busyness	21.203023536257582	2.848827496031518	1.05885989010989
wavelet-LHH	ngtdm	Coarseness	0.001059168517824555	0.025872110328035488	0.29058831160407345
wavelet-LHH	ngtdm	Complexity	12.05674178153108	5.842901247424539	1.7245262896825395
wavelet-LHH	ngtdm	Contrast	0.008894040026142722	0.035770709404865195	0.06494954427083334
wavelet-LHH	ngtdm	Strength	0.02824555278529146	0.20748940858873768	0.8069164265129682
wavelet-HLL	firstorder	10Percentile	-50.2549753142577	-41.28547144715068	-32.11919076142807
wavelet-HLL	firstorder	90Percentile	37.15687271313337	7.418995403462684	10.2736195256731
wavelet-HLL	firstorder	Energy	383650155.5756551	18507279.676097307	1300976.7036132114
wavelet-HLL	firstorder	Entropy	2.553383393545649	1.8327155925596272	1.4197367178034814
wavelet-HLL	firstorder	InterquartileRange	34.90000697774194	22.962368669767333	12.169550753171897
wavelet-HLL	firstorder	Kurtosis	4.887323494913788	5.473856720529897	3.04388330769666
wavelet-HLL	firstorder	Maximum	188.83751875677177	34.31407381730465	18.424417377805725
wavelet-HLL	firstorder	MeanAbsoluteDeviation	26.046434818848088	16.645834596643834	11.824598227665758
wavelet-HLL	firstorder	Mean	-6.388108467002383	-12.149148029554786	-15.319764365037617
wavelet-HLL	firstorder	Median	-4.742080412508958	-6.183792226904181	-16.47138861769712
wavelet-HLL	firstorder	Minimum	-170.9440410787369	-98.29024067911169	-45.03535488702338
wavelet-HLL	firstorder	Range	359.7815598355087	132.60431449641635	63.459772264829105
wavelet-HLL	firstorder	RobustMeanAbsoluteDeviation	15.603800935732728	9.742559498014801	6.236589116274568
wavelet-HLL	firstorder	RootMeanSquared	295.85707140810416	288.7319252647774	285.15091438714643
wavelet-HLL	firstorder	Skewness	0.23370374970458235	-1.4834981477601172	0.5892097821864565
wavelet-HLL	firstorder	TotalEnergy	383650155.5756551	18507279.676097307	2497035.9311285834
wavelet-HLL	firstorder	Uniformity	0.22128310962714556	0.34648161675188704	0.4140625
wavelet-HLL	firstorder	Variance	1323.4638525952732	508.01168699383135	268.2074146479993
wavelet-HLL	glcm	Autocorrelation	52.87617614969697	16.469637715814848	3.671212121212121
wavelet-HLL	glcm	JointAverage	7.236435019357937	4.035967136341241	1.929356060606061
wavelet-HLL	glcm	ClusterProminence	140.33645028538453	25.049453471883062	1.1981503474791424
wavelet-HLL	glcm	ClusterShade	3.9417094224818046	-3.928281216994738	0.13821950740184166
wavelet-HLL	glcm	ClusterTendency	5.273445463384028	2.349566960816958	0.6293933654729109
wavelet-HLL	glcm	Contrast	3.23305739759974	1.6297420356784613	0.8367424242424244
wavelet-HLL	glcm	Correlation	0.23549077163634557	0.16993035294659453	-0.12711162018506833
wavelet-HLL	glcm	DifferenceAverage	1.2470172676217737	0.8278214458274854	0.6534090909090909
wavelet-HLL	glcm	DifferenceEntropy	2.084636617303375	1.6294614831529772	1.208058763425095
wavelet-HLL	glcm	DifferenceVariance	1.6182078857085331	0.9066167435851322	0.38055957300275484
wavelet-HLL	glcm	JointEnergy	0.06290499673957502	0.13689161011541043	0.2355254247015611
wavelet-HLL	glcm	JointEntropy	4.870560596290267	3.4349300041610156	2.3810063489736715
wavelet-HLL	glcm	Imc1	-0.06340584008297091	-0.11673624576083148	-0.1864103331377025
wavelet-HLL	glcm	Imc2	0.44690356424971767	0.5498097097368357	0.6187299148062599
wavelet-HLL	glcm	Idm	0.544141964365042	0.6607299541701125	0.6916287878787878
wavelet-HLL	glcm	Idmn	0.9865849712129704	0.9627636247532537	0.924787296037296
wavelet-HLL	glcm	Id	0.5855645847938945	0.681162393619479	0.70385101010101
wavelet-HLL	glcm	Idn	0.928541610438557	0.8940263369442897	0.845814393939394
wavelet-HLL	glcm	InverseVariance	0.44674496800092817	0.4516293232728393	0.49299242424242423
wavelet-HLL	glcm	MaximumProbability	0.15463276238545773	0.2461471955332126	0.3928030303030303
wavelet-HLL	glcm	SumEntropy	3.1565851177300392	2.4359158607245903	1.5556478000404412
wavelet-HLL	glcm	SumSquares	2.1266257152459422	0.994827249123855	0.36653394742883383
wavelet-HLL	glrlm	GrayLevelNonUniformity	621.2150596377946	49.8852744856287	3.9521173271173273
wavelet-HLL	glrlm	GrayLevelNonUniformityNormalized	0.19152586569547891	0.31533443264305994	0.35125915858724716
wavelet-HLL	glrlm	GrayLevelVariance	2.623704012011449	1.0616920179795957	0.5700605794210106
wavelet-HLL	glrlm	HighGrayLevelRunEmphasis	55.23254687515791	16.748669587891374	4.2161519036519035
wavelet-HLL	glrlm	LongRunEmphasis	2.4561431325428624	2.6528559785159964	2.6648212898212895
wavelet-HLL	glrlm	LongRunHighGrayLevelEmphasis	132.17395944393672	46.67467248602357	11.042103729603728
wavelet-HLL	glrlm	LongRunLowGrayLevelEmphasis	0.053472887995359056	0.2322654655152737	0.9341262518345852
wavelet-HLL	glrlm	LowGrayLevelRunEmphasis	0.02371871146795669	0.1077836076746798	0.4669950034533368
wavelet-HLL	glrlm	RunEntropy	3.745131568746209	3.036016125039485	2.207522985204826
wavelet-HLL	glrlm	RunLengthNonUniformity	1993.1627331554491	90.3873469520805	7.015637140637141
wavelet-HLL	glrlm	RunLengthNonUniformityNormalized	0.6097026889888129	0.5617278190740698	0.610770512941259
wavelet-HLL	glrlm	RunPercentage	0.7399919268502431	0.7117117117117117	0.703125
wavelet-HLL	glrlm	RunVariance	0.596046367662704	0.5853875885276535	0.5226295438999401
wavelet-HLL	glrlm	ShortRunEmphasis	0.8067928801987987	0.7700544660555422	0.748347524389191
wavelet-HLL	glrlm	ShortRunHighGrayLevelEmphasis	44.90826097316162	12.61913595217273	3.1678753345420008
wavelet-HLL	glrlm	ShortRunLowGrayLevelEmphasis	0.01968566659624432	0.08950510726166919	0.3913504030691531
wavelet-HLL	glszm	GrayLevelNonUniformity	34.136054421768705	2.3846153846153846	2.3333333333333335
wavelet-HLL	glszm	GrayLevelNonUniformityNormalized	0.11610902864547179	0.1834319526627219	0.3888888888888889
wavelet-HLL	glszm	GrayLevelVariance	8.226248322458234	2.4023668639053257	0.8055555555555556
wavelet-HLL	glszm	HighGrayLevelZoneEmphasis	65.34693877551021	14.923076923076923	4.166666666666667
wavelet-HLL	glszm	LargeAreaEmphasis	12518.091836734693	1202.6153846153845	15.333333333333334
wavelet-HLL	glszm	LargeAreaHighGrayLevelEmphasis	656003.693877551	21464.30769230769	62.5
wavelet-HLL	glszm	LargeAreaLowGrayLevelEmphasis	245.68290246729677	74.79931623931624	4.467592592592593
wavelet-HLL	glszm	LowGrayLevelZoneEmphasis	0.037949299816073916	0.1802991452991453	0.5787037037037037
wavelet-HLL	glszm	SizeZoneNonUniformity	65.73469387755102	2.230769230769231	2.3333333333333335
wavelet-HLL	glszm	SizeZoneNonUniformityNormalized	0.22358739414133	0.17159763313609466	0.3888888888888889
wavelet-HLL	glszm	SmallAreaEmphasis	0.46506266986183076	0.24533253336194216	0.5853909465020576
wavelet-HLL	glszm	SmallAreaHighGrayLevelEmphasis	30.16436196467095	4.46931688997422	2.2582304526748973
wavelet-HLL	glszm	SmallAreaLowGrayLevelEmphasis	0.01998758940316166	0.033204673078229316	0.39866255144032925
wavelet-HLL	glszm	ZoneEntropy	5.822638597182053	3.700439718141088	2.2516291673878213
wavelet-HLL	glszm	ZonePercentage	0.06707734428473648	0.05855855855855856	0.375
wavelet-HLL	glszm	ZoneVariance	12295.83850478967	910.9940828402366	8.222222222222223
wavelet-HLL	gldm	DependenceEntropy	6.132715165730119	5.378737686212823	2.9056390622295636
wavelet-HLL	gldm	DependenceNonUniformity	299.00228154232263	15.27927927927928	3.0
wavelet-HLL	gldm	DependenceNonUniformityNormalized	0.06821863598957852	0.06882558233909586	0.1875
