Image type	Feature Class	Feature Name	1: RTSTRUCT: ANON_segment_R atrium	1: RTSTRUCT: ANON_segment_L temporal
wavelet-HHL	glcm	ClusterTendency	0.654409381	0.504040598
wavelet-HHL	glcm	Contrast	0.589119371	0.497123864
wavelet-HHL	glcm	Correlation	0.052633783	0.007365857
wavelet-HHL	glcm	DifferenceAverage	0.531151319	0.493049945
wavelet-HHL	glcm	DifferenceEntropy	1.135940759	0.987670999
wavelet-HHL	glcm	DifferenceVariance	0.300490444	0.244560239
wavelet-HHL	glcm	JointEnergy	0.228835007	0.262119046
wavelet-HHL	glcm	JointEntropy	2.361263254	1.979095264
wavelet-HHL	glcm	Imc1	-0.023607015	-0.030914284
wavelet-HHL	glcm	Imc2	0.166841769	0.172937597
wavelet-HHL	glcm	Idm	0.740203476	0.75388242
wavelet-HHL	glcm	Idmn	0.984355756	0.950475641
wavelet-HHL	glcm	Id	0.743544568	0.754154014
wavelet-HHL	glcm	Idn	0.925130021	0.87694121
wavelet-HHL	glcm	InverseVariance	0.485415505	0.489485265
wavelet-HHL	glcm	MaximumProbability	0.256763138	0.311386669
wavelet-HHL	glcm	SumEntropy	1.709081982	1.474046958
wavelet-HHL	glcm	SumSquares	0.310882188	0.250291116
wavelet-HHL	glrlm	GrayLevelNonUniformity	2872.429755	70.30779984
wavelet-HHL	glrlm	GrayLevelNonUniformityNormalized	0.451853441	0.49448415
wavelet-HHL	glrlm	GrayLevelVariance	0.355493216	0.262987672
wavelet-HHL	glrlm	HighGrayLevelRunEmphasis	12.68606665	6.346917927
wavelet-HHL	glrlm	LongRunEmphasis	5.344591501	3.253845442
wavelet-HHL	glrlm	LongRunHighGrayLevelEmphasis	67.32685092	20.03197425
wavelet-HHL	glrlm	LongRunLowGrayLevelEmphasis	0.465887186	0.62336151
wavelet-HHL	glrlm	LowGrayLevelRunEmphasis	0.08962647	0.189613332
wavelet-HHL	glrlm	RunEntropy	3.069228872	2.417713118
wavelet-HHL	glrlm	RunLengthNonUniformity	2469.836423	69.58620451
wavelet-HHL	glrlm	RunLengthNonUniformityNormalized	0.381219152	0.476818229
wavelet-HHL	glrlm	RunPercentage	0.54810513	0.652081863
wavelet-HHL	glrlm	RunVariance	1.692639205	0.70397546
wavelet-HHL	glrlm	ShortRunEmphasis	0.61798982	0.694787003
wavelet-HHL	glrlm	ShortRunHighGrayLevelEmphasis	7.883323115	4.467625098
wavelet-HHL	glrlm	ShortRunLowGrayLevelEmphasis	0.056367485	0.131600106
wavelet-HHL	glszm	GrayLevelNonUniformity	51.97391304	1
wavelet-HHL	glszm	GrayLevelNonUniformityNormalized	0.45194707	0.333333333
wavelet-HHL	glszm	GrayLevelVariance	2.352060491	0.666666667
wavelet-HHL	glszm	HighGrayLevelZoneEmphasis	14.93913043	4.666666667
wavelet-HHL	glszm	LargeAreaEmphasis	549490.1217	7908.666667
wavelet-HHL	glszm	LargeAreaHighGrayLevelEmphasis	6912214.183	47968.66667
wavelet-HHL	glszm	LargeAreaLowGrayLevelEmphasis	47398.00874	1523.666667
wavelet-HHL	glszm	LowGrayLevelZoneEmphasis	0.158881643	0.453703704
wavelet-HHL	glszm	SizeZoneNonUniformity	29.53913043	1
wavelet-HHL	glszm	SizeZoneNonUniformityNormalized	0.256862004	0.333333333
wavelet-HHL	glszm	SmallAreaEmphasis	0.498682723	0.333391283
wavelet-HHL	glszm	SmallAreaHighGrayLevelEmphasis	7.460305937	0.333735182
wavelet-HHL	glszm	SmallAreaLowGrayLevelEmphasis	0.083778215	0.333343097
wavelet-HHL	glszm	ZoneEntropy	3.655196975	1.584962501
wavelet-HHL	glszm	ZonePercentage	0.009922347	0.013761468
wavelet-HHL	glszm	ZoneVariance	539332.9875	2628.222222
wavelet-HHL	gldm	DependenceEntropy	4.88507531	4.668416412
wavelet-HHL	gldm	DependenceNonUniformity	972.5478861	17.85321101
wavelet-HHL	gldm	DependenceNonUniformityNormalized	0.083912674	0.081895463
wavelet-HHL	gldm	DependenceVariance	13.25947962	11.86945543
wavelet-HHL	gldm	GrayLevelNonUniformity	5457.107334	108.8348624
wavelet-HHL	gldm	GrayLevelVariance	0.312522019	0.25662823
wavelet-HHL	gldm	HighGrayLevelEmphasis	12.63874029	6.256880734
wavelet-HHL	gldm	LargeDependenceEmphasis	175.8032787	112.7889908
wavelet-HHL	gldm	LargeDependenceHighGrayLevelEmphasis	2212.236842	674.2385321
wavelet-HHL	gldm	LargeDependenceLowGrayLevelEmphasis	15.18672903	22.00356779
wavelet-HHL	gldm	LowGrayLevelEmphasis	0.088271115	0.190366972
wavelet-HHL	gldm	SmallDependenceEmphasis	0.015302984	0.021331463
wavelet-HHL	gldm	SmallDependenceHighGrayLevelEmphasis	0.210921622	0.117210893
wavelet-HHL	gldm	SmallDependenceLowGrayLevelEmphasis	0.001863537	0.007505274
wavelet-HHL	ngtdm	Busyness	91.71260409	9.665512279
wavelet-HHL	ngtdm	Coarseness	0.000384503	0.019049339
wavelet-HHL	ngtdm	Complexity	8.306171096	1.930045203
wavelet-HHL	ngtdm	Contrast	0.010498942	0.042137578
wavelet-HHL	ngtdm	Strength	0.006635153	0.062879406
wavelet-HHH	firstorder	10Percentile	-5.109941396	-2.793776839
wavelet-HHH	firstorder	90Percentile	5.123376587	2.726089878
wavelet-HHH	firstorder	Energy	1043157399	19621899.99
wavelet-HHH	firstorder	Entropy	0.999946299	0.999757129
wavelet-HHH	firstorder	InterquartileRange	5.227207486	2.665165173
wavelet-HHH	firstorder	Kurtosis	4.137790069	5.637996967
wavelet-HHH	firstorder	Maximum	23.36211451	9.186487238
wavelet-HHH	firstorder	MeanAbsoluteDeviation	3.252533568	1.745680153
wavelet-HHH	firstorder	Mean	-0.021536814	0.00498617
wavelet-HHH	firstorder	Median	-0.039809176	0.038757435
wavelet-HHH	firstorder	Minimum	-21.37788357	-10.46931955
wavelet-HHH	firstorder	Range	44.73999807	19.65580679
wavelet-HHH	firstorder	RobustMeanAbsoluteDeviation	2.183801213	1.113307954
wavelet-HHH	firstorder	RootMeanSquared	300.0082539	300.0145256
wavelet-HHH	firstorder	Skewness	-0.039021186	-0.131334583
wavelet-HHH	firstorder	TotalEnergy	1043157399	19621899.99
wavelet-HHH	firstorder	Uniformity	0.500037222	0.500168336
wavelet-HHH	firstorder	Variance	17.87404926	5.723824906
wavelet-HHH	glcm	Autocorrelation	2.238630879	2.259820331
wavelet-HHH	glcm	JointAverage	1.496698263	1.503626588
wavelet-HHH	glcm	ClusterProminence	0.497025106	0.497486135
wavelet-HHH	glcm	ClusterShade	0.003255153	-0.002960993
wavelet-HHH	glcm	ClusterTendency	0.49702548	0.497475062
wavelet-HHH	glcm	Contrast	0.502927819	0.502118867
wavelet-HHH	glcm	Correlation	-0.005902464	-0.004640119
wavelet-HHH	glcm	DifferenceAverage	0.502927819	0.502118867
wavelet-HHH	glcm	DifferenceEntropy	0.997421128	0.98607161
wavelet-HHH	glcm	DifferenceVariance	0.249108764	0.245224713
wavelet-HHH	glcm	JointEnergy	0.250914586	0.254978322
wavelet-HHH	glcm	JointEntropy	1.997353265	1.985486333
wavelet-HHH	glcm	Imc1	-0.002579458	-0.013929754
wavelet-HHH	glcm	Imc2	0.051755849	0.121926029
wavelet-HHH	glcm	Idm	0.748536091	0.748940566
wavelet-HHH	glcm	Idmn	0.899414436	0.899576227
wavelet-HHH	glcm	Id	0.748536091	0.748940566
wavelet-HHH	glcm	Idn	0.832357394	0.832627044
wavelet-HHH	glcm	InverseVariance	0.502927819	0.502118867
wavelet-HHH	glcm	MaximumProbability	0.262905083	0.280795833
wavelet-HHH	glcm	SumEntropy	1.494425446	1.483367465
wavelet-HHH	glcm	SumSquares	0.249988325	0.249898482
wavelet-HHH	glrlm	GrayLevelNonUniformity	3172.445478	72.13387918
wavelet-HHH	glrlm	GrayLevelNonUniformityNormalized	0.50001563	0.500401533
wavelet-HHH	glrlm	GrayLevelVariance	0.249992185	0.249799234
wavelet-HHH	glrlm	HighGrayLevelRunEmphasis	2.492869552	2.528483768
wavelet-HHH	glrlm	LongRunEmphasis	4.908830312	2.960015585
wavelet-HHH	glrlm	LongRunHighGrayLevelEmphasis	12.19368292	7.46132082
wavelet-HHH	glrlm	LongRunLowGrayLevelEmphasis	3.08761716	1.834689276
wavelet-HHH	glrlm	LowGrayLevelRunEmphasis	0.626782612	0.617879058
wavelet-HHH	glrlm	RunEntropy	2.751593704	2.319486937
wavelet-HHH	glrlm	RunLengthNonUniformity	2508.464591	71.89716005
wavelet-HHH	glrlm	RunLengthNonUniformityNormalized	0.395402081	0.492765407
wavelet-HHH	glrlm	RunPercentage	0.547428154	0.661256175
wavelet-HHH	glrlm	RunVariance	1.549962026	0.61496283
wavelet-HHH	glrlm	ShortRunEmphasis	0.618240565	0.702057094
wavelet-HHH	glrlm	ShortRunHighGrayLevelEmphasis	1.545339349	1.7727912
wavelet-HHH	glrlm	ShortRunLowGrayLevelEmphasis	0.386465869	0.434373568
wavelet-HHH	glszm	GrayLevelNonUniformity	1	1
wavelet-HHH	glszm	GrayLevelNonUniformityNormalized	0.5	0.5
wavelet-HHH	glszm	GrayLevelVariance	0.25	0.25
wavelet-HHH	glszm	HighGrayLevelZoneEmphasis	2.5	2.5
wavelet-HHH	glszm	LargeAreaEmphasis	33584525	11885
wavelet-HHH	glszm	LargeAreaHighGrayLevelEmphasis	83092062.5	30366.5
wavelet-HHH	glszm	LargeAreaLowGrayLevelEmphasis	21207640.63	7264.625
wavelet-HHH	glszm	LowGrayLevelZoneEmphasis	0.625	0.625
wavelet-HHH	glszm	SizeZoneNonUniformity	1	1
wavelet-HHH	glszm	SizeZoneNonUniformityNormalized	0.5	0.5
wavelet-HHH	glszm	SmallAreaEmphasis	2.98E-08	8.43E-05
wavelet-HHH	glszm	SmallAreaHighGrayLevelEmphasis	7.52E-08	0.000205996
wavelet-HHH	glszm	SmallAreaLowGrayLevelEmphasis	1.84E-08	5.38E-05
wavelet-HHH	glszm	ZoneEntropy	1	1
wavelet-HHH	glszm	ZonePercentage	0.000172563	0.009174312
wavelet-HHH	glszm	ZoneVariance	2500	4
wavelet-HHH	gldm	DependenceEntropy	4.313938211	4.624076188
wavelet-HHH	gldm	DependenceNonUniformity	1432.529077	18.96330275
wavelet-HHH	gldm	DependenceNonUniformityNormalized	0.123600438	0.086987627
wavelet-HHH	gldm	DependenceVariance	6.722871209	10.57756081
wavelet-HHH	gldm	GrayLevelNonUniformity	5795.431406	109.0366972
wavelet-HHH	gldm	GrayLevelVariance	0.249981389	0.249915832
wavelet-HHH	gldm	HighGrayLevelEmphasis	2.487057808	2.527522936
wavelet-HHH	gldm	LargeDependenceEmphasis	169.7157895	106.7614679
wavelet-HHH	gldm	LargeDependenceHighGrayLevelEmphasis	419.8135462	269.8486239
wavelet-HHH	gldm	LargeDependenceLowGrayLevelEmphasis	107.1913503	65.9896789
wavelet-HHH	gldm	LowGrayLevelEmphasis	0.628235548	0.618119266
wavelet-HHH	gldm	SmallDependenceEmphasis	0.007573937	0.018076036
wavelet-HHH	gldm	SmallDependenceHighGrayLevelEmphasis	0.018946124	0.046098294
wavelet-HHH	gldm	SmallDependenceLowGrayLevelEmphasis	0.004730891	0.011070472
wavelet-HHH	ngtdm	Busyness	2991.233599	52.26104825
wavelet-HHH	ngtdm	Coarseness	0.000343194	0.018136377
wavelet-HHH	ngtdm	Complexity	0.50281404	0.505851405
wavelet-HHH	ngtdm	Contrast	0.125692388	0.126397319
wavelet-HHH	ngtdm	Strength	0.000343198	0.018139671
wavelet-LLL	firstorder	10Percentile	366.1222208	401.977084
wavelet-LLL	firstorder	90Percentile	747.1356309	503.2682897
wavelet-LLL	firstorder	Energy	9435537930	126076574
wavelet-LLL	firstorder	Entropy	4.409248172	2.92603206
wavelet-LLL	firstorder	InterquartileRange	181.9117209	63.61825801
wavelet-LLL	firstorder	Kurtosis	3.452692201	5.421678878
wavelet-LLL	firstorder	Maximum	886.4754465	635.5358735
wavelet-LLL	firstorder	MeanAbsoluteDeviation	115.6825735	39.07465855
wavelet-LLL	firstorder	Mean	590.1299713	458.6636846
wavelet-LLL	firstorder	Median	622.12039	463.7719008
wavelet-LLL	firstorder	Minimum	3.131072816	243.9042843
wavelet-LLL	firstorder	Range	883.3443737	391.6315892
wavelet-LLL	firstorder	RobustMeanAbsoluteDeviation	77.60289147	25.48280968
wavelet-LLL	firstorder	RootMeanSquared	902.2805891	760.4820237
wavelet-LLL	firstorder	Skewness	-0.971849341	-0.17446166
wavelet-LLL	firstorder	TotalEnergy	9435537930	126076574
wavelet-LLL	firstorder	Uniformity	0.05665848	0.173806919
wavelet-LLL	firstorder	Variance	21778.89566	2762.321893
wavelet-LLL	glcm	Autocorrelation	620.6191951	105.3990259
wavelet-LLL	glcm	JointAverage	24.34649275	10.2185002
wavelet-LLL	glcm	ClusterProminence	57573.67463	449.2414551
wavelet-LLL	glcm	ClusterShade	-1489.769648	-8.805326159
wavelet-LLL	glcm	ClusterTendency	126.3376651	8.98444927
wavelet-LLL	glcm	Contrast	14.86950457	5.076600969
wavelet-LLL	glcm	Correlation	0.789789759	0.271246667
wavelet-LLL	glcm	DifferenceAverage	2.735600899	1.583308551
wavelet-LLL	glcm	DifferenceEntropy	3.042775725	2.308115375
wavelet-LLL	glcm	DifferenceVariance	7.193548294	2.498885926
wavelet-LLL	glcm	JointEnergy	0.00668588	0.051264054
wavelet-LLL	glcm	JointEntropy	8.007550135	4.994976485
wavelet-LLL	glcm	Imc1	-0.172194579	-0.158386102
wavelet-LLL	glcm	Imc2	0.872391761	0.750959351
wavelet-LLL	glcm	Idm	0.349366424	0.475532406
wavelet-LLL	glcm	Idmn	0.9891221	0.983902431
wavelet-LLL	glcm	Id	0.423256366	0.530245939
wavelet-LLL	glcm	Idn	0.933535108	0.920822033
wavelet-LLL	glcm	InverseVariance	0.331435872	0.418884952
wavelet-LLL	glcm	MaximumProbability	0.020174912	0.13805317
wavelet-LLL	glcm	SumEntropy	5.294782011	3.379016937
wavelet-LLL	glcm	SumSquares	35.30179241	3.51526256
wavelet-LLL	glrlm	GrayLevelNonUniformity	541.8058472	27.89836055
wavelet-LLL	glrlm	GrayLevelNonUniformityNormalized	0.054789299	0.153921719
wavelet-LLL	glrlm	GrayLevelVariance	34.83266277	5.071546994
wavelet-LLL	glrlm	HighGrayLevelRunEmphasis	603.0800358	99.88379399
wavelet-LLL	glrlm	LongRunEmphasis	1.624845379	1.74558475
wavelet-LLL	glrlm	LongRunHighGrayLevelEmphasis	1037.797332	182.5567375
wavelet-LLL	glrlm	LongRunLowGrayLevelEmphasis	0.004169716	0.025610818
wavelet-LLL	glrlm	LowGrayLevelRunEmphasis	0.00278203	0.018519775
wavelet-LLL	glrlm	RunEntropy	5.105036204	3.692746046
wavelet-LLL	glrlm	RunLengthNonUniformity	7525.567937	131.6427552
wavelet-LLL	glrlm	RunLengthNonUniformityNormalized	0.75999244	0.72213887
wavelet-LLL	glrlm	RunPercentage	0.853135993	0.830275229
wavelet-LLL	glrlm	RunVariance	0.246460845	0.272095813
wavelet-LLL	glrlm	ShortRunEmphasis	0.894080563	0.872490014
wavelet-LLL	glrlm	ShortRunHighGrayLevelEmphasis	530.4322221	85.79566503
wavelet-LLL	glrlm	ShortRunLowGrayLevelEmphasis	0.002537784	0.01729975
wavelet-LLL	glszm	GrayLevelNonUniformity	123.1003998	4.581395349
wavelet-LLL	glszm	GrayLevelNonUniformityNormalized	0.054686983	0.106544078
wavelet-LLL	glszm	GrayLevelVariance	30.43191268	12.07138994
wavelet-LLL	glszm	HighGrayLevelZoneEmphasis	479.8116393	87.72093023
wavelet-LLL	glszm	LargeAreaEmphasis	1463.10351	163.7674419
wavelet-LLL	glszm	LargeAreaHighGrayLevelEmphasis	1142255.877	17654.60465
wavelet-LLL	glszm	LargeAreaLowGrayLevelEmphasis	2.071116397	1.626162965
wavelet-LLL	glszm	LowGrayLevelZoneEmphasis	0.003914484	0.043776529
wavelet-LLL	glszm	SizeZoneNonUniformity	707.6850289	18.6744186
wavelet-LLL	glszm	SizeZoneNonUniformityNormalized	0.314386952	0.434288805
wavelet-LLL	glszm	SmallAreaEmphasis	0.575016544	0.681272021
wavelet-LLL	glszm	SmallAreaHighGrayLevelEmphasis	265.8508178	49.99023858
wavelet-LLL	glszm	SmallAreaLowGrayLevelEmphasis	0.002316066	0.040377251
wavelet-LLL	glszm	ZoneEntropy	6.662357338	4.423487651
wavelet-LLL	glszm	ZonePercentage	0.194219154	0.197247706
wavelet-LLL	glszm	ZoneVariance	1436.593134	138.0648999
wavelet-LLL	gldm	DependenceEntropy	7.56647444	5.407772544
wavelet-LLL	gldm	DependenceNonUniformity	1280.937705	21.03669725
wavelet-LLL	gldm	DependenceNonUniformityNormalized	0.110520941	0.096498611
wavelet-LLL	gldm	DependenceVariance	10.29267029	12.80203687
wavelet-LLL	gldm	GrayLevelNonUniformity	656.671786	37.88990826
wavelet-LLL	gldm	GrayLevelVariance	34.96697686	4.50399798
wavelet-LLL	gldm	HighGrayLevelEmphasis	616.1346851	101.7706422
wavelet-LLL	gldm	LargeDependenceEmphasis	33.51026747	42.10091743
wavelet-LLL	gldm	LargeDependenceHighGrayLevelEmphasis	23808.67895	4772.587156
wavelet-LLL	gldm	LargeDependenceLowGrayLevelEmphasis	0.074024784	0.390591856
wavelet-LLL	gldm	LowGrayLevelEmphasis	0.00270416	0.016956103
wavelet-LLL	gldm	SmallDependenceEmphasis	0.178516034	0.186849961
wavelet-LLL	gldm	SmallDependenceHighGrayLevelEmphasis	89.37502869	15.11079425
wavelet-LLL	gldm	SmallDependenceLowGrayLevelEmphasis	0.000644679	0.0085718
wavelet-LLL	ngtdm	Busyness	0.756742174	0.145490693
wavelet-LLL	ngtdm	Coarseness	0.001235316	0.03279874
wavelet-LLL	ngtdm	Complexity	855.5321164	123.000508
wavelet-LLL	ngtdm	Contrast	0.083300005	0.044603576
wavelet-LLL	ngtdm	Strength	0.721582083	3.326496618
