Image type	Feature Class	Feature Name	1: RTSTRUCT: RTstruct_12_segment_Left cerebellar	1: RTSTRUCT: RTstruct_12_segment_R fourth ventr
wavelet-HLL	glcm	SumSquares	1.5339022826801154	1.0290630191134762
wavelet-HLL	glrlm	GrayLevelNonUniformity	31.986011649909315	13.716510227941761
wavelet-HLL	glrlm	GrayLevelNonUniformityNormalized	0.22229484740524172	0.26979642297570366
wavelet-HLL	glrlm	GrayLevelVariance	1.6714994146439746	1.1715213285961736
wavelet-HLL	glrlm	HighGrayLevelRunEmphasis	28.341939791760332	12.986640705959804
wavelet-HLL	glrlm	LongRunEmphasis	1.997662079990666	1.7960150311511756
wavelet-HLL	glrlm	LongRunHighGrayLevelEmphasis	53.96556021010252	22.311906959025595
wavelet-HLL	glrlm	LongRunLowGrayLevelEmphasis	0.09963234297174152	0.22244970913508838
wavelet-HLL	glrlm	LowGrayLevelRunEmphasis	0.053377102479235064	0.13746488544245497
wavelet-HLL	glrlm	RunEntropy	3.22380910692376	2.7997078666636614
wavelet-HLL	glrlm	RunLengthNonUniformity	94.57171709948436	35.67618601390951
wavelet-HLL	glrlm	RunLengthNonUniformityNormalized	0.6473406742747548	0.693502630033164
wavelet-HLL	glrlm	RunPercentage	0.7877259352669189	0.8188585607940447
wavelet-HLL	glrlm	RunVariance	0.33960643351204395	0.26479625124416545
wavelet-HLL	glrlm	ShortRunEmphasis	0.8276771832045017	0.8530811514567038
wavelet-HLL	glrlm	ShortRunHighGrayLevelEmphasis	23.94076706559034	11.266521671689308
wavelet-HLL	glrlm	ShortRunLowGrayLevelEmphasis	0.04526652111428545	0.12119846781092916
wavelet-HLL	glszm	GrayLevelNonUniformity	2.466666666666667	1.5
wavelet-HLL	glszm	GrayLevelNonUniformityNormalized	0.16444444444444445	0.1875
wavelet-HLL	glszm	GrayLevelVariance	4.728888888888889	2.75
wavelet-HLL	glszm	HighGrayLevelZoneEmphasis	30.4	15.0
wavelet-HLL	glszm	LargeAreaEmphasis	464.73333333333335	136.0
wavelet-HLL	glszm	LargeAreaHighGrayLevelEmphasis	12436.6	1659.75
wavelet-HLL	glszm	LargeAreaLowGrayLevelEmphasis	19.21960506424792	13.289861111111112
wavelet-HLL	glszm	LowGrayLevelZoneEmphasis	0.1226921768707483	0.2226736111111111
wavelet-HLL	glszm	SizeZoneNonUniformity	2.2	1.5
wavelet-HLL	glszm	SizeZoneNonUniformityNormalized	0.14666666666666667	0.1875
wavelet-HLL	glszm	SmallAreaEmphasis	0.2700219618711682	0.32335807976700337
wavelet-HLL	glszm	SmallAreaHighGrayLevelEmphasis	9.283776182077768	4.9930254671018846
wavelet-HLL	glszm	SmallAreaLowGrayLevelEmphasis	0.0737944017646111	0.0693607071749698
wavelet-HLL	glszm	ZoneEntropy	3.6402239289418477	2.9999999999999973
wavelet-HLL	glszm	ZonePercentage	0.08196721311475409	0.12903225806451613
wavelet-HLL	glszm	ZoneVariance	315.8933333333333	75.9375
wavelet-HLL	gldm	DependenceEntropy	5.042762338257836	4.564183254461317
wavelet-HLL	gldm	DependenceNonUniformity	18.639344262295083	6.354838709677419
wavelet-HLL	gldm	DependenceNonUniformityNormalized	0.10185434023112067	0.10249739854318418
wavelet-HLL	gldm	DependenceVariance	7.801546776553496	9.109261186264307
wavelet-HLL	gldm	GrayLevelNonUniformity	42.40983606557377	17.903225806451612
wavelet-HLL	gldm	GrayLevelVariance	1.5374600615127356	1.0499479708636836
wavelet-HLL	gldm	HighGrayLevelEmphasis	27.75409836065574	12.741935483870968
wavelet-HLL	gldm	LargeDependenceEmphasis	50.30054644808743	41.70967741935484
wavelet-HLL	gldm	LargeDependenceHighGrayLevelEmphasis	1222.51912568306	466.96774193548384
wavelet-HLL	gldm	LargeDependenceLowGrayLevelEmphasis	2.3887732488259417	4.358593189964157
wavelet-HLL	gldm	LowGrayLevelEmphasis	0.051886546968514184	0.13203405017921147
wavelet-HLL	gldm	SmallDependenceEmphasis	0.060437910132568835	0.09527935496059442
wavelet-HLL	gldm	SmallDependenceHighGrayLevelEmphasis	1.9827186004029393	1.444707678520381
wavelet-HLL	gldm	SmallDependenceLowGrayLevelEmphasis	0.007825305071756118	0.017688236996300476
wavelet-HLL	ngtdm	Busyness	0.5458700260161505	0.43394346778680776
wavelet-HLL	ngtdm	Coarseness	0.04327971073368356	0.11711127348070777
wavelet-HLL	ngtdm	Complexity	19.929271817774502	8.645167691418049
wavelet-HLL	ngtdm	Contrast	0.043509910519146704	0.04837582779592539
wavelet-HLL	ngtdm	Strength	0.791361169960047	1.1126771273464808
wavelet-HLH	firstorder	10Percentile	-11.193570620952325	-10.09426745716331
wavelet-HLH	firstorder	90Percentile	13.866420101774525	16.44181183842288
wavelet-HLH	firstorder	Energy	16610293.239034835	5683396.615703014
wavelet-HLH	firstorder	Entropy	1.1122345070188173	1.265866655378852
wavelet-HLH	firstorder	InterquartileRange	11.982037758776054	15.131133171584324
wavelet-HLH	firstorder	Kurtosis	3.668885657323632	3.218887967950809
wavelet-HLH	firstorder	Maximum	27.5674321915913	30.42634276584559
wavelet-HLH	firstorder	MeanAbsoluteDeviation	7.71220035261225	8.543356652478863
wavelet-HLH	firstorder	Mean	1.1104477225448155	2.5646501937323714
wavelet-HLH	firstorder	Median	1.3738611976226025	1.561057468581591
wavelet-HLH	firstorder	Minimum	-36.016968480712535	-25.672849395936606
wavelet-HLH	firstorder	Range	63.584400672303836	56.0991921617822
wavelet-HLH	firstorder	RobustMeanAbsoluteDeviation	5.191702362231691	5.500787830714368
wavelet-HLH	firstorder	RootMeanSquared	301.2750067986089	302.7667210081858
wavelet-HLH	firstorder	Skewness	-0.1422302102830516	-0.0357781975786718
wavelet-HLH	firstorder	TotalEnergy	16610293.239034835	5683396.615703014
wavelet-HLH	firstorder	Uniformity	0.4887276419122697	0.46045785639958375
wavelet-HLH	firstorder	Variance	99.1279938304409	122.31980319297186
wavelet-HLH	glcm	Autocorrelation	6.394552582249007	6.864671542387762
wavelet-HLH	glcm	JointAverage	2.5241922027662884	2.621788662156519
wavelet-HLH	glcm	ClusterProminence	0.9405710181090631	1.0293769029233686
wavelet-HLH	glcm	ClusterShade	-0.09130417005404033	-0.06241465547816262
wavelet-HLH	glcm	ClusterTendency	0.6175694819323756	0.6186377369595651
wavelet-HLH	glcm	Contrast	0.5286982585434843	0.6571358720411304
wavelet-HLH	glcm	Correlation	0.07733462633276891	-0.027541818334082147
wavelet-HLH	glcm	DifferenceAverage	0.5015994422026467	0.5620802364234312
wavelet-HLH	glcm	DifferenceEntropy	1.0684148373986768	1.172667363665278
wavelet-HLH	glcm	DifferenceVariance	0.2718825861291596	0.3294416981635421
wavelet-HLH	glcm	JointEnergy	0.24118934300918213	0.24014729144895128
wavelet-HLH	glcm	JointEntropy	2.2210364334047137	2.3187778688856717
wavelet-HLH	glcm	Imc1	-0.029215905434455815	-0.08650580194776743
wavelet-HLH	glcm	Imc2	0.22159231280826186	0.4193270985486977
wavelet-HLH	glcm	Idm	0.7519101605327604	0.7284654453500543
wavelet-HLH	glcm	Idmn	0.9693783168446332	0.9630224010967166
wavelet-HLH	glcm	Id	0.7537167482888161	0.7348024877245677
wavelet-HLH	glcm	Idn	0.9005834054374985	0.8907524739025704
wavelet-HLH	glcm	InverseVariance	0.477887977904414	0.4789065552579444
wavelet-HLH	glcm	MaximumProbability	0.2968040687543047	0.34038583468225087
wavelet-HLH	glcm	SumEntropy	1.6553032159440557	1.6081258292756062
wavelet-HLH	glcm	SumSquares	0.2865669351189649	0.31894340225017387
wavelet-HLH	glrlm	GrayLevelNonUniformity	56.83351353241897	19.54926711726603
wavelet-HLH	glrlm	GrayLevelNonUniformityNormalized	0.47965950033522137	0.43925149585863277
wavelet-HLH	glrlm	GrayLevelVariance	0.29845973840158313	0.38047879262881695
wavelet-HLH	glrlm	HighGrayLevelRunEmphasis	6.688773872876253	6.827759287626159
wavelet-HLH	glrlm	LongRunEmphasis	3.1894151052117867	2.5028114868865807
wavelet-HLH	glrlm	LongRunHighGrayLevelEmphasis	21.574401061222964	18.009580325320158
wavelet-HLH	glrlm	LongRunLowGrayLevelEmphasis	0.5663826081088948	0.42615514569423
wavelet-HLH	glrlm	LowGrayLevelRunEmphasis	0.1873739582952786	0.19302767711771265
wavelet-HLH	glrlm	RunEntropy	2.5003671098130686	2.3490448815331533
wavelet-HLH	glrlm	RunLengthNonUniformity	56.67511332974604	25.160906808094698
wavelet-HLH	glrlm	RunLengthNonUniformityNormalized	0.4695758442860021	0.5526027433644976
wavelet-HLH	glrlm	RunPercentage	0.6473308112652375	0.7171215880893301
wavelet-HLH	glrlm	RunVariance	0.6763134009298741	0.4512804143878229
wavelet-HLH	glrlm	ShortRunEmphasis	0.6881753544997693	0.7524349394059544
wavelet-HLH	glrlm	ShortRunHighGrayLevelEmphasis	4.551029084352491	4.996722688676306
wavelet-HLH	glrlm	ShortRunLowGrayLevelEmphasis	0.13368337061610758	0.15422839008983738
wavelet-HLH	glszm	GrayLevelNonUniformity	1.0	1.0
wavelet-HLH	glszm	GrayLevelNonUniformityNormalized	0.25	0.25
wavelet-HLH	glszm	GrayLevelVariance	1.25	1.25
wavelet-HLH	glszm	HighGrayLevelZoneEmphasis	7.5	7.5
wavelet-HLH	glszm	LargeAreaEmphasis	4091.75	442.5
wavelet-HLH	glszm	LargeAreaHighGrayLevelEmphasis	28618.25	3142.5
wavelet-HLH	glszm	LargeAreaLowGrayLevelEmphasis	683.328125	72.8125
wavelet-HLH	glszm	LowGrayLevelZoneEmphasis	0.3559027777777778	0.3559027777777778
wavelet-HLH	glszm	SizeZoneNonUniformity	1.0	1.0
wavelet-HLH	glszm	SizeZoneNonUniformityNormalized	0.25	0.25
wavelet-HLH	glszm	SmallAreaEmphasis	0.31256361154883416	0.3130993908965937
wavelet-HLH	glszm	SmallAreaHighGrayLevelEmphasis	4.062881984201662	1.2535454056433077
wavelet-HLH	glszm	SmallAreaLowGrayLevelEmphasis	0.0781373601648106	0.25402421322256696
wavelet-HLH	glszm	ZoneEntropy	1.9999999999999987	1.9999999999999987
wavelet-HLH	glszm	ZonePercentage	0.02185792349726776	0.06451612903225806
wavelet-HLH	glszm	ZoneVariance	1998.6875	202.25
wavelet-HLH	gldm	DependenceEntropy	4.676982820407552	4.423650294425881
wavelet-HLH	gldm	DependenceNonUniformity	14.978142076502733	5.67741935483871
wavelet-HLH	gldm	DependenceNonUniformityNormalized	0.081847770909851	0.09157127991675339
wavelet-HLH	gldm	DependenceVariance	12.195347726119024	15.906347554630592
wavelet-HLH	gldm	GrayLevelNonUniformity	89.43715846994536	28.548387096774192
wavelet-HLH	gldm	GrayLevelVariance	0.28110722923945175	0.34027055150884494
wavelet-HLH	gldm	HighGrayLevelEmphasis	6.737704918032787	7.0
wavelet-HLH	gldm	LargeDependenceEmphasis	115.6120218579235	85.70967741935483
wavelet-HLH	gldm	LargeDependenceHighGrayLevelEmphasis	790.8251366120219	662.3225806451613
wavelet-HLH	gldm	LargeDependenceLowGrayLevelEmphasis	19.811361566484518	12.582437275985663
wavelet-HLH	gldm	LowGrayLevelEmphasis	0.18203551912568305	0.18212365591397847
wavelet-HLH	gldm	SmallDependenceEmphasis	0.023726473803147935	0.05071954282997257
wavelet-HLH	gldm	SmallDependenceHighGrayLevelEmphasis	0.18409901254256653	0.29039684187600306
wavelet-HLH	gldm	SmallDependenceLowGrayLevelEmphasis	0.006072428943897884	0.022177574966239105
wavelet-HLH	ngtdm	Busyness	3.5895008416264793	1.2627418525932805
wavelet-HLH	ngtdm	Coarseness	0.024440085795696974	0.072632403957313
wavelet-HLH	ngtdm	Complexity	3.2014773967735444	3.4070390565549964
wavelet-HLH	ngtdm	Contrast	0.022221992170954604	0.030864504112807768
wavelet-HLH	ngtdm	Strength	0.1412727655567655	0.3785782100097938
wavelet-HHL	firstorder	10Percentile	-12.041958754064348	-11.888026642795817
wavelet-HHL	firstorder	90Percentile	12.784189054362221	20.639801622848402
wavelet-HHL	firstorder	Energy	16483389.553683456	5599257.534710896
wavelet-HHL	firstorder	Entropy	1.3657210767663983	1.1027962540925407
wavelet-HHL	firstorder	InterquartileRange	9.991414456036468	13.430577156299414
wavelet-HHL	firstorder	Kurtosis	7.23783615533256	3.425677612973291
wavelet-HHL	firstorder	Maximum	59.82005583722152	32.44576452004326
wavelet-HHL	firstorder	MeanAbsoluteDeviation	8.229094276388281	8.446168121173788
wavelet-HHL	firstorder	Mean	-0.13066016646695228	0.30105187365613
wavelet-HHL	firstorder	Median	0.31386623127273805	-0.06400451419337723
wavelet-HHL	firstorder	Minimum	-39.51425740006124	-24.383080511484383
wavelet-HHL	firstorder	Range	99.33431323728276	56.82884503152765
wavelet-HHL	firstorder	RobustMeanAbsoluteDeviation	4.522523485418847	4.971773780157979
wavelet-HHL	firstorder	RootMeanSquared	300.12192015915616	300.517229786518
wavelet-HHL	firstorder	Skewness	0.31289065115004094	0.5847298933749023
wavelet-HHL	firstorder	TotalEnergy	16483389.553683456	5599257.534710896
wavelet-HHL	firstorder	Uniformity	0.4397563379019977	0.4843912591050989
wavelet-HHL	firstorder	Variance	151.54598781995932	129.88364213853754
wavelet-HHL	glcm	Autocorrelation	6.362867684406213	2.2495132950392076
wavelet-HHL	glcm	JointAverage	2.521605738763182	1.4988115274731857
wavelet-HHL	glcm	ClusterProminence	2.2961489630354914	0.6694783384630703
wavelet-HHL	glcm	ClusterShade	-0.2719385517021618	0.06727445307651667
wavelet-HHL	glcm	ClusterTendency	0.8032316646591631	0.5417976746138427
wavelet-HHL	glcm	Contrast	0.7872159725243494	0.5311380300477713
wavelet-HHL	glcm	Correlation	0.012913630043641702	0.009383997871972494
wavelet-HHL	glcm	DifferenceAverage	0.6070366844641141	0.5156141539100842
wavelet-HHL	glcm	DifferenceEntropy	1.2677142717689323	1.0179052101398363
wavelet-HHL	glcm	DifferenceVariance	0.40086830081596836	0.254474693060309
wavelet-HHL	glcm	JointEnergy	0.20854259869706418	0.2516689502969532
wavelet-HHL	glcm	JointEntropy	2.6058592434526986	2.0731638170618756
wavelet-HHL	glcm	Imc1	-0.08684280133294757	-0.04409340942560013
wavelet-HHL	glcm	Imc2	0.4367277973824744	0.26402557214887323
wavelet-HHL	glcm	Idm	0.7142334884104214	0.7437453106587265
wavelet-HHL	glcm	Idmn	0.9717808346462202	0.9476026835861929
wavelet-HHL	glcm	Id	0.7221833018496411	0.7447802357345723
wavelet-HHL	glcm	Idn	0.9027960751229033	0.8718726553293632
wavelet-HHL	glcm	InverseVariance	0.4883858310992758	0.5020307622896083
wavelet-HHL	glcm	MaximumProbability	0.2788089656523475	0.2903389737757979
wavelet-HHL	glcm	SumEntropy	1.8162201008797565	1.530164802479881
wavelet-HHL	glcm	SumSquares	0.39761190929587814	0.26823392616540354
wavelet-HHL	glrlm	GrayLevelNonUniformity	52.29456483248315	21.25014601445786
wavelet-HHL	glrlm	GrayLevelNonUniformityNormalized	0.4203145032436973	0.4785798055352019
wavelet-HHL	glrlm	GrayLevelVariance	0.4566306995046707	0.2938837470036273
wavelet-HHL	glrlm	HighGrayLevelRunEmphasis	6.64490360919961	2.6568201992548683
wavelet-HHL	glrlm	LongRunEmphasis	2.879908292762658	2.460574670200106
wavelet-HHL	glrlm	LongRunHighGrayLevelEmphasis	19.698200789873113	6.197353562039973
wavelet-HHL	glrlm	LongRunLowGrayLevelEmphasis	0.5535126857530026	1.551753529974349
wavelet-HHL	glrlm	LowGrayLevelRunEmphasis	0.21576435969341465	0.6111685329204928
wavelet-HHL	glrlm	RunEntropy	2.672891117826613	2.22801519000941
wavelet-HHL	glrlm	RunLengthNonUniformity	64.07567911200418	24.088093830288948
wavelet-HHL	glrlm	RunLengthNonUniformityNormalized	0.5062817727575877	0.5333891872752704
wavelet-HHL	glrlm	RunPercentage	0.6796973518284994	0.7158808933002482
wavelet-HHL	glrlm	RunVariance	0.6312939352584273	0.42425106318135264
wavelet-HHL	glrlm	ShortRunEmphasis	0.7277189404877178	0.7444035972872355
wavelet-HHL	glrlm	ShortRunHighGrayLevelEmphasis	4.800832704714871	2.052240866503533
wavelet-HHL	glrlm	ShortRunLowGrayLevelEmphasis	0.16433057223225667	0.442817862717371
wavelet-HHL	glszm	GrayLevelNonUniformity	1.8571428571428572	1.0
wavelet-HHL	glszm	GrayLevelNonUniformityNormalized	0.2653061224489796	0.3333333333333333
wavelet-HHL	glszm	GrayLevelVariance	1.6326530612244898	0.6666666666666666
wavelet-HHL	glszm	HighGrayLevelZoneEmphasis	12.428571428571429	4.666666666666667
wavelet-HHL	glszm	LargeAreaEmphasis	2102.4285714285716	620.6666666666666
wavelet-HHL	glszm	LargeAreaHighGrayLevelEmphasis	14187.714285714286	1523.3333333333333
wavelet-HHL	glszm	LargeAreaLowGrayLevelEmphasis	369.95214285714286	395.3703703703704
wavelet-HHL	glszm	LowGrayLevelZoneEmphasis	0.22694444444444445	0.4537037037037037
wavelet-HHL	glszm	SizeZoneNonUniformity	1.8571428571428572	1.0
wavelet-HHL	glszm	SizeZoneNonUniformityNormalized	0.2653061224489796	0.3333333333333333
wavelet-HHL	glszm	SmallAreaEmphasis	0.46724057654938644	0.33405056461247923
wavelet-HHL	glszm	SmallAreaHighGrayLevelEmphasis	8.71744699107679	3.0018283423902568
wavelet-HHL	glszm	SmallAreaLowGrayLevelEmphasis	0.028726426376285703	0.03747649053840521
wavelet-HHL	glszm	ZoneEntropy	2.5216406363433164	1.5849625007211552
wavelet-HHL	glszm	ZonePercentage	0.03825136612021858	0.04838709677419355
wavelet-HHL	glszm	ZoneVariance	1418.9795918367347	193.55555555555554
wavelet-HHL	gldm	DependenceEntropy	4.800057085214776	4.492851811449322
wavelet-HHL	gldm	DependenceNonUniformity	13.896174863387978	5.903225806451613
wavelet-HHL	gldm	DependenceNonUniformityNormalized	0.07593538176714743	0.09521331945889698
wavelet-HHL	gldm	DependenceVariance	14.788676878975187	11.075962539021852
wavelet-HHL	gldm	GrayLevelNonUniformity	80.47540983606558	30.032258064516128
wavelet-HHL	gldm	GrayLevelVariance	0.4028188360357133	0.28199791883454733
wavelet-HHL	gldm	HighGrayLevelEmphasis	6.721311475409836	2.5806451612903225
wavelet-HHL	gldm	LargeDependenceEmphasis	101.79781420765028	81.41935483870968
wavelet-HHL	gldm	LargeDependenceHighGrayLevelEmphasis	732.2513661202186	192.5483870967742
wavelet-HHL	gldm	LargeDependenceLowGrayLevelEmphasis	17.103967820279294	53.65501792114696
wavelet-HHL	gldm	LowGrayLevelEmphasis	0.20513661202185793	0.6227598566308244
wavelet-HHL	gldm	SmallDependenceEmphasis	0.037610601549445635	0.03782197290397592
wavelet-HHL	gldm	SmallDependenceHighGrayLevelEmphasis	0.45723921853322974	0.20220411413045475
wavelet-HHL	gldm	SmallDependenceLowGrayLevelEmphasis	0.006158010526146149	0.01464758455076122
wavelet-HHL	ngtdm	Busyness	2.608685785620768	4.04571742271441
wavelet-HHL	ngtdm	Coarseness	0.025602286613445147	0.06721424067698639
wavelet-HHL	ngtdm	Complexity	5.995436372508228	1.9117126571708725
wavelet-HHL	ngtdm	Contrast	0.022493582872093056	0.047961814429215814
wavelet-HHL	ngtdm	Strength	0.25828315590332995	0.22433567436975338
wavelet-HHH	firstorder	10Percentile	-6.060033175458868	-9.411489711979252
wavelet-HHH	firstorder	90Percentile	6.14894806629439	8.752836085983514
wavelet-HHH	firstorder	Energy	16470686.562227406	5585186.8051644005
wavelet-HHH	firstorder	Entropy	0.9999784600582138	0.9969954265557688
wavelet-HHH	firstorder	InterquartileRange	7.7446760075090735	8.869407876808918
wavelet-HHH	firstorder	Kurtosis	4.419106548021782	2.6750674796228915
wavelet-HHH	firstorder	Maximum	20.9781537281242	12.380716768063941
wavelet-HHH	firstorder	MeanAbsoluteDeviation	4.3356295209045985	5.480529677435323
wavelet-HHH	firstorder	Mean	-0.045092638582280964	0.0642435405873361
wavelet-HHH	firstorder	Median	0.05938931437000501	0.6824272796551598
wavelet-HHH	firstorder	Minimum	-20.283322490554674	-17.658187551624817
wavelet-HHH	firstorder	Range	41.26147621867888	30.038904319688758
wavelet-HHH	firstorder	RobustMeanAbsoluteDeviation	3.0094073793101033	3.7600698686256657
wavelet-HHH	firstorder	RootMeanSquared	300.0062527784391	300.1393978600825
wavelet-HHH	firstorder	Skewness	0.1406784506073683	-0.3682685009765878
wavelet-HHH	firstorder	TotalEnergy	16470686.562227406	5585186.8051644005
wavelet-HHH	firstorder	Uniformity	0.5000149302756128	0.5020811654526534
wavelet-HHH	firstorder	Variance	30.80525596399389	45.10789622799897
wavelet-HHH	glcm	Autocorrelation	2.287662567866648	2.3634068890016335
wavelet-HHH	glcm	JointAverage	1.5132222978344794	1.538538616701381
wavelet-HHH	glcm	ClusterProminence	0.4949445347075129	0.4876915283572543
wavelet-HHH	glcm	ClusterShade	-0.011623103568149976	-0.03515542589916446
wavelet-HHH	glcm	ClusterTendency	0.49508574546895434	0.4875432247009932
wavelet-HHH	glcm	Contrast	0.5040086512735813	0.5044179222050194
wavelet-HHH	glcm	Correlation	-0.008970085871697243	-0.016822420728094704
wavelet-HHH	glcm	DifferenceAverage	0.5040086512735813	0.5044179222050194
wavelet-HHH	glcm	DifferenceEntropy	0.9826521403985959	0.9632264128445449
wavelet-HHH	glcm	DifferenceVariance	0.24403995919286595	0.23753974801358968
wavelet-HHH	glcm	JointEnergy	0.2564128424358662	0.26647967853340393
wavelet-HHH	glcm	JointEntropy	1.981261278891438	1.9509320918316004
wavelet-HHH	glcm	Imc1	-0.017437609657194868	-0.037747642761859726
wavelet-HHH	glcm	Imc2	0.15756297807842132	0.21730696265552607
wavelet-HHH	glcm	Idm	0.7479956743632095	0.7477910388974902
wavelet-HHH	glcm	Idmn	0.8991982697452838	0.8991164155589959
wavelet-HHH	glcm	Id	0.7479956743632095	0.7477910388974902
wavelet-HHH	glcm	Idn	0.8319971162421397	0.8318606925983268
wavelet-HHH	glcm	InverseVariance	0.5040086512735813	0.5044179222050194
wavelet-HHH	glcm	MaximumProbability	0.2878327432715591	0.31489532103744655
wavelet-HHH	glcm	SumEntropy	1.4772526276178573	1.4465141696265815
wavelet-HHH	glcm	SumSquares	0.2497735991856339	0.24799028672650317
wavelet-HHH	glrlm	GrayLevelNonUniformity	60.540969738127245	22.2736501762455
wavelet-HHH	glrlm	GrayLevelNonUniformityNormalized	0.5003446397544214	0.5009588274703382
wavelet-HHH	glrlm	GrayLevelVariance	0.24982768012278933	0.2495205862648309
wavelet-HHH	glrlm	HighGrayLevelRunEmphasis	2.47038724558422	2.5401811908667096
wavelet-HHH	glrlm	LongRunEmphasis	2.932622687840466	2.376146817545723
wavelet-HHH	glrlm	LongRunHighGrayLevelEmphasis	7.519771950140154	6.340929657020467
wavelet-HHH	glrlm	LongRunLowGrayLevelEmphasis	1.785835372265545	1.3849511076770367
wavelet-HHH	glrlm	LowGrayLevelRunEmphasis	0.632403188603945	0.6149547022833226
wavelet-HHH	glrlm	RunEntropy	2.298613976070963	2.1043455448868986
wavelet-HHH	glrlm	RunLengthNonUniformity	59.05962921947135	24.29723661025112
wavelet-HHH	glrlm	RunLengthNonUniformityNormalized	0.4840806116285634	0.5386104530116639
wavelet-HHH	glrlm	RunPercentage	0.6612021857923497	0.7171215880893301
wavelet-HHH	glrlm	RunVariance	0.6014426586431525	0.37817145523283585
wavelet-HHH	glrlm	ShortRunEmphasis	0.7010248129344752	0.7392927293940054
wavelet-HHH	glrlm	ShortRunHighGrayLevelEmphasis	1.7168280603082295	1.8340304841324362
wavelet-HHH	glrlm	ShortRunLowGrayLevelEmphasis	0.4470740010910366	0.4656082907093975
wavelet-HHH	glszm	GrayLevelNonUniformity	1.0	1.0
wavelet-HHH	glszm	GrayLevelNonUniformityNormalized	0.5	0.5
wavelet-HHH	glszm	GrayLevelVariance	0.25	0.25
wavelet-HHH	glszm	HighGrayLevelZoneEmphasis	2.5	2.5
wavelet-HHH	glszm	LargeAreaEmphasis	8372.5	965.0
wavelet-HHH	glszm	LargeAreaHighGrayLevelEmphasis	21068.5	2598.5
wavelet-HHH	glszm	LargeAreaLowGrayLevelEmphasis	5198.5	556.625
wavelet-HHH	glszm	LowGrayLevelZoneEmphasis	0.625	0.625
wavelet-HHH	glszm	SizeZoneNonUniformity	1.0	1.0
wavelet-HHH	glszm	SizeZoneNonUniformityNormalized	0.5	0.5
wavelet-HHH	glszm	SmallAreaEmphasis	0.00011945290526586358	0.0010536671438195597
wavelet-HHH	glszm	SmallAreaHighGrayLevelEmphasis	0.0002966740772885479	0.002431077612139119
wavelet-HHH	glszm	SmallAreaLowGrayLevelEmphasis	7.51476122601925e-05	0.00070931452673967
wavelet-HHH	glszm	ZoneEntropy	0.9999999999999993	0.9999999999999993
wavelet-HHH	glszm	ZonePercentage	0.01092896174863388	0.03225806451612903
wavelet-HHH	glszm	ZoneVariance	0.25	4.0
wavelet-HHH	gldm	DependenceEntropy	4.386738152502861	4.02980713665797
wavelet-HHH	gldm	DependenceNonUniformity	17.633879781420767	9.0
wavelet-HHH	gldm	DependenceNonUniformityNormalized	0.09635999880557795	0.14516129032258066
wavelet-HHH	gldm	DependenceVariance	8.569978201797607	8.196670135275754
wavelet-HHH	gldm	GrayLevelNonUniformity	91.50273224043715	31.129032258064516
wavelet-HHH	gldm	GrayLevelVariance	0.24999253486219353	0.2489594172736732
wavelet-HHH	gldm	HighGrayLevelEmphasis	2.5081967213114753	2.596774193548387
wavelet-HHH	gldm	LargeDependenceEmphasis	104.78142076502732	78.0
wavelet-HHH	gldm	LargeDependenceHighGrayLevelEmphasis	276.4863387978142	222.0483870967742
wavelet-HHH	gldm	LargeDependenceLowGrayLevelEmphasis	61.8551912568306	41.98790322580645
wavelet-HHH	gldm	LowGrayLevelEmphasis	0.6229508196721312	0.6008064516129032
wavelet-HHH	gldm	SmallDependenceEmphasis	0.015247858256318662	0.019577003817696764
wavelet-HHH	gldm	SmallDependenceHighGrayLevelEmphasis	0.03560029197934013	0.04652755593959215
wavelet-HHH	gldm	SmallDependenceLowGrayLevelEmphasis	0.010159749825563294	0.01283936578722291
wavelet-HHH	ngtdm	Busyness	45.407981922659715	13.110874936306523
wavelet-HHH	ngtdm	Coarseness	0.021667357281318845	0.06390403706145534
wavelet-HHH	ngtdm	Complexity	0.5043975417369708	0.5047891494727798
wavelet-HHH	ngtdm	Contrast	0.12610674257404897	0.12577505039935835
wavelet-HHH	ngtdm	Strength	0.02166544623376209	0.0638516853605889
wavelet-LLL	firstorder	10Percentile	355.7088307037707	355.8196928924996
wavelet-LLL	firstorder	90Percentile	557.0276005070996	565.1530412811942
wavelet-LLL	firstorder	Energy	108454106.53217408	35310258.0688537
wavelet-LLL	firstorder	Entropy	3.565560710142276	3.496750843697063
wavelet-LLL	firstorder	InterquartileRange	108.77884327379132	124.5932060373649
wavelet-LLL	firstorder	Kurtosis	2.7979195498942193	2.1620651963224806
wavelet-LLL	firstorder	Maximum	608.8344056237427	614.353594496326
wavelet-LLL	firstorder	MeanAbsoluteDeviation	63.19580895200222	65.12550925267355
wavelet-LLL	firstorder	Mean	465.9728499672457	450.71551134454444
wavelet-LLL	firstorder	Median	479.93373880076643	446.1979856524563
wavelet-LLL	firstorder	Minimum	248.23953330347192	321.6738243200751
wavelet-LLL	firstorder	Range	360.5948723202707	292.6797701762509
wavelet-LLL	firstorder	RobustMeanAbsoluteDeviation	45.17686776889064	47.520309027600526
wavelet-LLL	firstorder	RootMeanSquared	769.8346516533256	754.6656818970399
wavelet-LLL	firstorder	Skewness	-0.5596728994347364	0.28654728082598396
wavelet-LLL	firstorder	TotalEnergy	108454106.53217408	35310258.0688537
wavelet-LLL	firstorder	Uniformity	0.09701693093254501	0.09729448491155049
