Image type	Feature Class	Feature Name	1: RTSTRUCT: ANON_32_segment_Rt Frontal	1: RTSTRUCT: ANON_32_segment_Lt Ant Frontal	1: RTSTRUCT: ANON_32_segment_Rt Ant Frontal	1: RTSTRUCT: ANON_32_segment_Rt Ant lat Ventricle	1: RTSTRUCT: ANON_32_segment_Rt Lat Parietal	1: RTSTRUCT: ANON_32_segment_Rt Ant Temporal	1: RTSTRUCT: ANON_32_segment_Rt Occipital	1: RTSTRUCT: ANON_32_segment_Lt Cerebellar	1: RTSTRUCT: ANON_32_segment_Rt Inf Occipital	1: RTSTRUCT: ANON_32_segment_Rt Inf Temporal	1: RTSTRUCT: ANON_32_segment_Lt Ant Temporal	1: RTSTRUCT: ANON_32_segment_Lt Insula	1: RTSTRUCT: ANON_32_segment_Lt post paramedian	1: RTSTRUCT: ANON_32_segment_Rt Parietal
original	firstorder	Kurtosis	2.0799442104975947	4.2167517805156	1.9320615768545446	3.1477924344850905	2.342411919808816	2.1394843173545666	2.155696097873256	1.667411697116759	2.749237122441549	2.244953861508934	2.517725306664363		2.120825348027424	2.0393481748977003
original	firstorder	Maximum	299.0910803928136	158.87036004275063	144.72188812316077	159.07313167505575	199.01807825100633	196.19998366039263	157.238908968876	100.55691518253471	192.58782647150267	147.03406077152377	164.83296592506528		164.64383765482782	125.98363241853626
original	firstorder	MeanAbsoluteDeviation	20.77509232471909	12.102976239309413	14.940530057273564	11.483506943380249	20.747943792631002	24.86065213318914	11.771114281139626	13.06427844699943	19.26009781408463	12.379923160514965	16.52322513408036		15.083036702734718	7.011156897398373
original	firstorder	Mean	246.75594135739345	131.27990759843837	114.3946232579075	125.60222774210085	144.3491291921845	132.79448650646134	131.1881207094289	78.25146623527746	136.75188229416477	118.43516941198446	135.00889491817236		131.93803015978082	114.39104849249452
original	firstorder	Median	244.9581032123693	131.84735961024575	113.45571985524636	127.33286765115676	142.6806339614733	126.32391428198888	134.63875893173395	73.69173189038203	137.37820422869814	118.16652201184077	137.8741740438859		130.66180232236354	114.73231176555117
original	firstorder	Minimum	199.98963250048902	69.71362147677728	83.98637966970591	76.15832168830168	90.92566239709383	83.62300742706918	108.59170510545287	56.21270457644428	66.07829689840389	93.58031240956184	93.34327699146692		98.27573829086887	98.80712369389836
original	firstorder	Range	99.10144789232456	89.15673856597336	60.735508453454855	82.91480998675407	108.0924158539125	112.57697623332345	48.647203863423115	44.34421060609043	126.50952957309877	53.45374836196193	71.48968893359836		66.36809936395895	27.1765087246379
original	firstorder	RobustMeanAbsoluteDeviation	15.53250077727806	8.19103427026348	10.480047020852433	8.146052546627498	15.917543684675268	18.67725852669977	7.298210089046076	11.044222790041724	13.589854107284683	8.684611761260934	11.347771959656512		9.912389932428512	4.940907878186815
original	firstorder	RootMeanSquared	547.3205518778104	431.5645654985593	414.7852356267357	425.84080875141956	445.02726579860416	433.7727492850137	431.41780425746344	378.5336903170825	437.4054797153051	418.70663144261056	435.4981669152845		432.33438188232043	414.4700006626323
original	firstorder	Skewness	0.14883750499426218	-0.6808944313879249	-0.1363581935793031	-0.49845483795593765	0.13711067597117255	0.42567071800749806	-0.12490019824714564	0.1409338818451172	-0.2145884981881718	0.14273468997498195	-0.5689811821404163		-0.014892013308435596	-0.3367217076410866
original	firstorder	TotalEnergy	20070505.69602468	25515972.464572564	2882032.383404649	33910653.7524378	7921970.69216726	21073785.378495287	2672400.94466212	3009042.8488064473	56823095.44443793	4733511.566778489	1896586.5338657298		4298999.408424065	2404995.340289954
original	firstorder	Uniformity	0.2608598797059479	0.3893121636741435	0.33673469387755106	0.4348136921273128	0.2625	0.2581313775510204	0.45833333333333337	0.4603174603174603	0.279642666848054	0.41838134430727025	0.36		0.3308128544423441	0.7448979591836733
original	firstorder	Variance	617.727098221511	245.61549584275596	323.887908863544	203.1381390240177	603.1186903288403	847.7304718878185	198.12638940201427	213.5829959316561	571.3469974802466	227.25221318205058	425.91472864342967		342.5558592563462	65.44037857348431
original	glcm	Autocorrelation	13.01965424516587	14.420756473497521	4.960416666666667	6.274913015930224	12.801659153936482	10.222455455372272	3.28125	2.7113553113553115	17.184816369209052	5.308299595141701	6.2		8.956959706959706	4.127472527472527
original	glcm	JointAverage	3.570205309191275	3.770969056562279	2.170138888888889	2.4836726286184505	3.559980025035693	3.1208538920156523	1.8093750000000002	1.6284951159951162	4.104323112741212	2.300798470535313	2.587878787878788		2.9806610056610054	2.038278388278388
original	glcm	ClusterProminence	17.737349425961057	9.560558349517198	4.0065201845243195	3.048830011129681	15.000453987129426	30.67353162687257	1.09962470703125	1.2679656869387619	17.031219195751536	1.6999096438394115	0.3906915824915824		4.849901096903053	0.13112764551747785
original	glcm	ClusterShade	-0.789299334512013	-1.2602905714831616	-0.18847790209190624	-0.25668011722778705	-1.2623688905793502	-0.14970825958413866	-0.12039843750000007	0.08361742897143053	-0.39614243128826376	-0.18904429828061248	-0.08762962962962985		-0.5157440421890146	0.019125098635302783
original	glcm	ClusterTendency	2.786918485758207	1.6848126436667243	1.5668788580246913	1.0600911438284606	2.4378639033398186	3.8347120725851522	0.66546875	0.7876107501405121	2.4667256871224974	0.8204456795384771	0.24202020202020202		1.381018552154916	0.22005668934240363
original	glcm	Contrast	1.7036881166764002	0.8849010680047797	0.5833333333333334	0.6370838983636223	1.9339502434138063	1.9184799220889086	0.64375	0.5811050061050061	1.1146478549346341	0.7985605038236616	3.9424242424242424		1.1354978354978356	0.3948717948717949
original	glcm	Correlation	0.24354893004648717	0.3129625485831525	0.44771139745759014	0.2538429048583182	0.1153221543380906	0.3447637053821944	0.027730149010002023	0.14475276047817523	0.37528233093410657	0.020930364596048787	-0.681663024862694		0.11709137769139223	-0.2063328270645341
original	glcm	DifferenceAverage	1.0224216541079547	0.6639630376008478	0.5833333333333334	0.5263917355619749	1.0632178044627438	1.0703233288397023	0.54375	0.5016178266178266	0.7681717304664561	0.6596941070625282	1.7303030303030305		0.828038628038628	0.34358974358974353
original	glcm	DifferenceEntropy	1.5951404785656953	1.345852656292128	0.8540735700447621	1.215987378441714	1.6485857493315257	1.656648332903972	1.0719100555678645	0.9976792669607598	1.4797067974592235	1.1385337415376973	0.30918628235787066		1.1044670805300496	0.8786165878871633
original	glcm	DifferenceVariance	0.6064556044082304	0.42726754492152735	0.20399305555555555	0.3496837359650415	0.7494593296754595	0.6692034376925053	0.30796875	0.28438672548791594	0.5086598157227995	0.33027916544998726	0.08656565656565657		0.37437197002132067	0.2610474446188732
original	glcm	JointEnergy	0.08369445631011746	0.15294961194298506	0.1911593364197531	0.19598803574326487	0.0912820980164646	0.07632531068301801	0.270078125	0.26110995430935907	0.09783036038738419	0.2070742378325481	0.40426767676767683		0.1640863925036003	0.5195312227455084
original	glcm	JointEntropy	3.7460012050006783	3.178013386091616	2.4741495412001373	2.7204371198323236	3.608803707740899	3.9734613508235332	2.139551554836622	2.1503460708843445	3.7219172000604246	2.4519094829241372	1.4330277028025817		2.7749843094949003	1.2744578424896917
original	glcm	Imc1	-0.13037542375705063	-0.10616069271971257	-0.36124925618758436	-0.07424576190592157	-0.19440546440873196	-0.14874025242800176	-0.257555434290744	-0.24002245976564526	-0.09752555038749307	-0.14389750489381217	-0.7301344776254431		-0.2847077583319242	-0.1399583192013451
original	glcm	Imc2	0.6167278072332916	0.5224535320118857	0.8092361866583199	0.40951930783791834	0.7214224763929781	0.6605253571805925	0.6682970697645536	0.5618287454869761	0.529622554583952	0.4940908054147664	0.8012788447138991		0.7147640096128804	0.34011365735157806
original	glcm	Idm	0.5569158192028673	0.689945211493711	0.7083333333333333	0.7478733484991772	0.5541170821121405	0.5494528888216104	0.738125	0.7571398046398046	0.650506900099919	0.6840395861448493	0.356060606060606		0.6167266067266067	0.8333333333333334
original	glcm	Idmn	0.9411476868030056	0.9681435290375355	0.9416666666666667	0.9646492139362632	0.9357850366006983	0.9351025776935281	0.9402403846153846	0.9455581384427538	0.9715961225919506	0.9265531679296859	0.8244563279857399		0.9386317603964662	0.962879684418146
original	glcm	Id	0.5930395372048779	0.7019169560357145	0.7083333333333333	0.7545785467508611	0.5910313946624675	0.5905465016891669	0.7447916666666667	0.76243894993895	0.6695496430043366	0.6932973459289247	0.43535353535353527		0.6372238872238871	0.8367521367521369
original	glcm	Idn	0.8451531606025025	0.8943835141583428	0.8541666666666666	0.8983343311598398	0.8418623251266759	0.8406799910958859	0.8690625000000001	0.8785699023199023	0.8962506663204864	0.8420197930724247	0.71988455988456		0.8446409146409147	0.9166666666666666
original	glcm	InverseVariance	0.5140906020698547	0.49708761061670503	0.5833333333333334	0.4359042862012226	0.5041779902820726	0.47458921385209885	0.45625	0.4320665445665446	0.5034408260994618	0.5381860098965363	0.43863636363636366		0.5590118215118215	0.2987179487179487
original	glcm	MaximumProbability	0.12467336512576264	0.2990677831138852	0.25555555555555554	0.28964831184105655	0.1472119535884718	0.15226119597676663	0.4125	0.34105616605616607	0.18483608207253505	0.2875506072874494	0.42045454545454547		0.2243548118548118	0.682051282051282
original	glcm	SumEntropy	2.607916849319266	2.325492826179599	1.890816207866805	2.0332613177354606	2.4217578629832954	2.8389498775795334	1.5080571797284492	1.5801760968472638	2.662352178885607	1.6716808597543005	0.5057549755298548		1.879059804809122	0.8858709834598597
original	glcm	SumSquares	1.1226516506086521	0.6424284279178759	0.5375530478395061	0.4242937605480207	1.0929535366884062	1.438297998668515	0.3273046875	0.34217893906137953	0.8953433855142828	0.40475154584053474	1.046111111111111		0.6291290969131877	0.1537321210535496
original	glrlm	GrayLevelNonUniformity	14.741794553696353	35.71247361126737	3.5210275835275837	48.937210737069144	9.006753792433788	22.958425768978977	3.3625000000000003	7.868849348106314	55.51983595595766	9.257098712471006	3.3681818181818186		6.614339935352185	7.333171956248879
original	glrlm	GrayLevelNonUniformityNormalized	0.26474584859597516	0.3595448720444487	0.344473943268378	0.40920842788040596	0.26157527530056524	0.25024154339269156	0.40563657407407405	0.458220643606832	0.2628528125625427	0.40828370888005633	0.3555681818181818		0.3280677682970312	0.677686242293558
original	glrlm	GrayLevelVariance	1.088467695195195	0.6357412608363948	0.6175356848889046	0.4760545141332474	1.0693284809776666	1.3620987943565301	0.44104166666666667	0.36633428898728887	1.0829784815617918	0.44192743855209543	0.8161931818181819		0.6813695612338229	0.1879803956727034
original	glrlm	HighGrayLevelRunEmphasis	11.738003650122137	14.527259999978018	4.447722416472416	6.794821854622454	11.715837161108224	9.179626660143061	3.4638888888888886	2.6683079777120025	16.381799184910744	4.864868760588704	9.615909090909092		8.477456880774959	4.187980395672703
original	glrlm	LongRunEmphasis	1.6914532612876654	2.457922327408189	2.47751554001554	3.4437936826865605	1.5155469846610587	1.998913512282383	2.8097222222222227	1.7044951178852108	2.62575621316556	1.655402180990986	1.2045454545454546		1.4688860159448396	1.9988703604088218
original	glrlm	LongRunHighGrayLevelEmphasis	21.656752729279898	36.82145870059364	13.043342074592074	23.309312162857246	18.583943099818192	18.733195680074058	9.421527777777778	4.54203769226989	44.9319968971722	8.689556235585103	12.172727272727274		13.06445548588502	8.183461837307991
original	glrlm	LongRunLowGrayLevelEmphasis	0.20867624588968436	0.19642920316477167	0.9266388511180178	0.6761943330168307	0.2004730363314045	0.4391118233481267	1.2964313271604937	1.0604444851864872	0.1978305122790071	0.48034572864532377	0.22473169191919196		0.2492720129932967	0.5571560443355315
original	glrlm	LowGrayLevelRunEmphasis	0.13834592897015957	0.09112341195791926	0.4651921188379522	0.22716187552689318	0.14541119556910617	0.246677420532354	0.5236882716049382	0.6482580164694458	0.08768024845890159	0.34292103059991635	0.2069760101010101		0.1894952221600043	0.307438454233326
original	glrlm	RunEntropy	2.6636372967280786	2.7246582965863033	2.1257843395208784	2.8449729013537	2.578493873454378	2.8411110104771513	2.164220600597508	1.9078232921269007	3.2001039473606885	2.0160356020238996	1.8818835967733962		2.187574808378929	1.6393366337306696
original	glrlm	RunLengthNonUniformity	39.7261821796352	57.51401732079223	6.336441336441336	56.935070574863595	25.882690062425585	66.24193660478713	4.554166666666667	11.63216241962372	118.69173766664545	16.372138043262847	8.636363636363637		15.794967811686076	6.639029346721655
original	glrlm	RunLengthNonUniformityNormalized	0.7010832957399729	0.5661371305105267	0.5856166975776533	0.4648962846685312	0.7418352753521241	0.7044990836357052	0.5279282407407407	0.6681971894486811	0.5548595153662357	0.7101369688031274	0.8977272727272727		0.7708996155345867	0.6040649071274856
original	glrlm	RunPercentage	0.8323765786452353	0.7265581134194273	0.7321428571428572	0.6380090497737557	0.8615384615384616	0.8179945054945055	0.6875	0.8168498168498167	0.7114737114737116	0.8376068376068376	0.9454545454545454		0.8762541806020067	0.769230769230769
original	glrlm	RunVariance	0.20334753730781177	0.47887986017477374	0.4120527623222845	0.8324000963476118	0.14023946967905676	0.3689943722897654	0.4427777777777777	0.16590140527565944	0.5930322092432155	0.17945101272181146	0.05113636363636364		0.13436030476871516	0.24640059486930563
original	glrlm	ShortRunEmphasis	0.8556522048044576	0.7696001867337408	0.7617939545022878	0.6938024678931369	0.8765412935369685	0.856937506006825	0.7057484567901234	0.8238762205286972	0.7684848885668559	0.8541431569564821	0.9488636363636364		0.8923045736513229	0.7787724383878228
original	glrlm	ShortRunHighGrayLevelEmphasis	9.672184799934211	11.001146701668175	2.8736631809548476	4.729229329948124	10.066359614947409	7.705630539217133	2.468306327160494	2.1998755490725306	12.276237838105754	4.003163828411804	8.976704545454545		7.416441928235238	3.3030701492239953
original	glrlm	ShortRunLowGrayLevelEmphasis	0.12376657650208861	0.07423960144188956	0.4043786182096367	0.1676463027921236	0.13211901353158126	0.2193353399016729	0.4047694830246913	0.5452113992901855	0.07164477635012004	0.31243850031308595	0.20253708964646464		0.17560947752251815	0.2521315638302818
original	glszm	GrayLevelNonUniformity	2.5	2.8	1.5	2.5555555555555554	1.3333333333333333	2.4	1.0	1.5	2.6363636363636362	2.2	1.4		1.4	1.0
original	glszm	GrayLevelNonUniformityNormalized	0.3125	0.28	0.375	0.2839506172839506	0.2222222222222222	0.24	0.3333333333333333	0.375	0.2396694214876033	0.44	0.28		0.28	0.3333333333333333
original	glszm	GrayLevelVariance	1.484375	1.6399999999999997	0.6875	1.580246913580247	1.8055555555555554	1.44	0.6666666666666666	0.6875	3.338842975206611	0.64	1.04		1.04	0.6666666666666666
original	glszm	HighGrayLevelZoneEmphasis	8.375	13.2	3.75	7.555555555555555	9.833333333333334	8.2	4.666666666666667	3.75	15.909090909090908	3.2	7.8		6.8	4.666666666666667
original	glszm	LargeAreaEmphasis	134.125	622.3	15.0	1665.6666666666667	65.33333333333333	274.2	22.0	36.75	2220.6363636363635	59.0	5.6		30.2	48.666666666666664
original	glszm	LargeAreaHighGrayLevelEmphasis	1611.625	9595.8	83.75	11997.555555555555	806.3333333333334	2129.6	73.66666666666667	99.5	37159.818181818184	296.4	60.4		280.2	195.33333333333334
original	glszm	LargeAreaLowGrayLevelEmphasis	14.571562499999999	42.33469444444445	4.756944444444445	271.8109567901235	6.96875	57.111777777777775	9.453703703703704	21.34027777777778	152.11050505050505	13.872222222222224	0.7402777777777778		3.984722222222222	12.370370370370372
original	glszm	LowGrayLevelZoneEmphasis	0.2767013888888889	0.18769444444444444	0.5902777777777778	0.4220679012345679	0.2856018518518519	0.31858333333333333	0.4537037037037037	0.5902777777777778	0.20881313131313134	0.6722222222222223	0.30694444444444446		0.33472222222222225	0.4537037037037037
original	glszm	SizeZoneNonUniformity	1.75	1.4	1.5	2.5555555555555554	1.0	1.2	1.0	1.0	3.0	1.4	2.2		1.0	1.6666666666666667
original	glszm	SizeZoneNonUniformityNormalized	0.21875	0.14	0.375	0.2839506172839506	0.16666666666666666	0.12	0.3333333333333333	0.25	0.2727272727272727	0.28	0.44		0.2	0.5555555555555556
original	glszm	SmallAreaEmphasis	0.4089236828512397	0.2599167797474409	0.2977777777777778	0.472254641749955	0.2205449612455107	0.22382816792625732	0.36096938775510207	0.27381346056941297	0.45948430903478443	0.45401388888888883	0.6347222222222222		0.24472222222222223	0.6689814814814815
original	glszm	SmallAreaHighGrayLevelEmphasis	1.2866756341827366	3.154008576174667	0.4077777777777778	4.324261598452765	0.5398012015457071	0.9622819522856986	3.0480442176870746	2.2830727198286724	7.404087418144777	0.48168055555555556	3.2680555555555557		0.4848888888888888	3.342592592592593
original	glszm	SmallAreaLowGrayLevelEmphasis	0.19566432156157534	0.11132066909812977	0.2813888888888889	0.1689879795226436	0.17839057803996752	0.059957853303951224	0.059571050642479216	0.04927642353237591	0.14250159609491345	0.45056944444444447	0.275		0.20940277777777777	0.3709490740740741
original	glszm	ZoneEntropy	2.749999999999998	3.12192809488736	1.9999999999999987	2.947702779220087	2.5849625007211543	3.1219280948873593	1.5849625007211552	1.9999999999999987	3.095795255000931	1.9219280948873612	2.321928094887361		2.321928094887361	1.5849625007211552
original	glszm	ZonePercentage	0.11940298507462686	0.072992700729927	0.2857142857142857	0.0481283422459893	0.15	0.08928571428571429	0.25	0.19047619047619047	0.037037037037037035	0.18518518518518517	0.5		0.21739130434782608	0.21428571428571427
original	glszm	ZoneVariance	63.984375	434.61000000000007	2.75	1233.9506172839506	20.88888888888889	148.76000000000002	6.0	9.1875	1491.6363636363635	29.840000000000003	1.6		9.04	26.888888888888886
original	gldm	DependenceEntropy	4.225507379415824	4.673536912625266	3.0930692077718867	5.022601693957535	3.9750705203641763	4.659573397441268	2.688721875540865	2.8918519463822365	5.436493277251108	3.287863780888027	2.4464393446710138		2.715570263645102	2.9502120649147443
original	gldm	DependenceNonUniformity	10.313432835820896	12.83941605839416	3.2857142857142856	12.689839572192513	7.95	13.767857142857142	2.3333333333333335	3.9523809523809526	23.404040404040405	4.407407407407407	3.8		6.130434782608695	2.2857142857142856
original	gldm	DependenceNonUniformityNormalized	0.15393183337046112	0.09371836538973839	0.23469387755102042	0.06786010466413109	0.19875	0.12292729591836735	0.19444444444444445	0.18820861678004536	0.07880148284188689	0.16323731138545952	0.38		0.2665406427221172	0.16326530612244897
original	gldm	DependenceVariance	4.4985520160392065	11.688742074697638	1.4081632653061222	18.798364265492292	2.99	5.9282525510204085	2.25	3.800453514739229	14.458751374576288	4.246913580246913	0.76		1.4744801512287333	8.857142857142856
original	gldm	GrayLevelNonUniformity	17.47761194029851	53.33576642335766	4.714285714285714	81.31016042780749	10.5	28.910714285714285	5.5	9.666666666666666	83.05387205387206	11.296296296296296	3.6		7.608695652173913	10.428571428571429
original	gldm	GrayLevelVariance	1.116061483626643	0.5585806382865363	0.6377551020408163	0.40984872315479426	1.06	1.360969387755102	0.35416666666666663	0.3446712018140589	0.9757054268838781	0.4224965706447188	0.8		0.665406427221172	0.14285714285714285
original	gldm	HighGrayLevelEmphasis	12.194029850746269	14.744525547445255	4.928571428571429	6.780748663101604	11.95	9.321428571428571	3.4166666666666665	2.6666666666666665	16.76094276094276	5.037037037037037	9.8		8.652173913043478	4.142857142857143
original	gldm	LargeDependenceEmphasis	33.208955223880594	77.45255474452554	11.285714285714286	127.20320855614973	24.15	38.785714285714285	14.5	37.0	86.73737373737374	31.51851851851852	5.6		19.26086956521739	57.857142857142854
original	gldm	LargeDependenceHighGrayLevelEmphasis	513.6865671641791	1196.4379562043796	73.78571428571429	844.4385026737968	332.4	370.4642857142857	51.916666666666664	106.66666666666667	1551.905723905724	189.40740740740742	68.0		194.30434782608697	231.57142857142858
original	gldm	LargeDependenceLowGrayLevelEmphasis	3.1619195688225537	5.410156123276561	2.8829365079365084	23.2919266191325	2.4755208333333334	7.19062003968254	5.2384259259259265	19.636243386243386	5.590267489711935	6.367283950617285	0.59375		2.3795289855072466	14.507936507936508
original	gldm	LowGrayLevelEmphasis	0.13185323383084577	0.08589010543390105	0.41468253968253965	0.21230689245395126	0.13989583333333333	0.23557539682539683	0.4884259259259259	0.6362433862433863	0.08196595585484474	0.31995884773662553	0.19930555555555557		0.1814613526570048	0.2936507936507936
original	gldm	SmallDependenceEmphasis	0.09097226050693291	0.044497579802147844	0.19023809523809526	0.03965372966461134	0.0939596442743764	0.07185877483235632	0.18708333333333335	0.08128732798233933	0.04519252646628157	0.12229177747916725	0.40555555555555556		0.10266267376515822	0.15853821681937022
original	gldm	SmallDependenceHighGrayLevelEmphasis	0.5915419130523802	0.5669020351929438	0.528611111111111	0.3142643912398351	0.7012709750566894	0.4593426493037801	0.9844444444444443	0.49019142401228566	0.6491558980297435	0.24983782882151487	2.583333333333333		0.48906068224391214	0.7770100101346236
original	gldm	SmallDependenceLowGrayLevelEmphasis	0.029205475977938745	0.01057755406779446	0.13073302469135803	0.012844242768789019	0.034745799526407786	0.025200018001496922	0.08033564814814814	0.031971356884905634	0.008350020157152615	0.0989493750174967	0.14621913580246912		0.05374123643015983	0.08328534785563621
