Image type	Feature Class	Feature Name	1: RTSTRUCT: RTstruct_3_segment_1 cerebe 1	1: RTSTRUCT: RTstruct_3_segment_2 Lt Parietal 1	1: RTSTRUCT: RTstruct_3_segment_3 Lt Frontal 1	1: RTSTRUCT: RTstruct_3_segment_4 Rt Thalamic 1	1: RTSTRUCT: RTstruct_3_segment_5 RT Frontal 1
log-sigma-5-0-mm-3D	glcm	InverseVariance	0.0	0.02135384560371878	0.0	0.0	
log-sigma-5-0-mm-3D	glcm	MaximumProbability	1.0	0.9769739135936055	1.0	1.0	
log-sigma-5-0-mm-3D	glcm	SumEntropy	-3.203426503814917e-16	0.1488834953310495	-3.203426503814917e-16	-3.2034265038149176e-16	
log-sigma-5-0-mm-3D	glcm	SumSquares	0.0	0.012145704515476134	0.0	0.0	
log-sigma-5-0-mm-3D	glrlm	GrayLevelNonUniformity	2.75	61.729561275554666	2.5	29.153846153846153	
log-sigma-5-0-mm-3D	glrlm	GrayLevelNonUniformityNormalized	1.0	0.875731958052837	1.0	1.0	
log-sigma-5-0-mm-3D	glrlm	GrayLevelVariance	0.0	0.06213402097358152	0.0	0.0	
log-sigma-5-0-mm-3D	glrlm	HighGrayLevelRunEmphasis	1.0	1.2006497591846192	1.0	1.0	
log-sigma-5-0-mm-3D	glrlm	LongRunEmphasis	2.75	14.185505837944635	3.0	6.0500073727794605	
log-sigma-5-0-mm-3D	glrlm	LongRunHighGrayLevelEmphasis	2.75	14.531904584983506	3.0	6.0500073727794605	
log-sigma-5-0-mm-3D	glrlm	LongRunLowGrayLevelEmphasis	2.75	14.098906151184922	3.0	6.0500073727794605	
log-sigma-5-0-mm-3D	glrlm	LowGrayLevelRunEmphasis	1.0	0.9498375602038451	1.0	1.0	
log-sigma-5-0-mm-3D	glrlm	RunEntropy	0.9387218755408664	2.5189038492116707	0.4591479170272443	1.6441265256738666	
log-sigma-5-0-mm-3D	glrlm	RunLengthNonUniformity	1.5	15.396352711409518	1.8333333333333335	10.657228366616316	
log-sigma-5-0-mm-3D	glrlm	RunLengthNonUniformityNormalized	0.5416666666666667	0.21488974893702345	0.7777777777777778	0.35271979830384415	
log-sigma-5-0-mm-3D	glrlm	RunPercentage	0.6875	0.31739431739431745	0.625	0.48589743589743595	
log-sigma-5-0-mm-3D	glrlm	RunVariance	0.41666666666666663	2.3026761190592557	0.1111111111111111	0.9537170263479902	
log-sigma-5-0-mm-3D	glrlm	ShortRunEmphasis	0.7013888888888888	0.2854075992426161	0.5	0.44618619864383213	
log-sigma-5-0-mm-3D	glrlm	ShortRunHighGrayLevelEmphasis	0.7013888888888888	0.4802273989130653	0.5	0.44618619864383213	
log-sigma-5-0-mm-3D	glrlm	ShortRunLowGrayLevelEmphasis	0.7013888888888888	0.23670264932500384	0.5	0.44618619864383213	
log-sigma-5-0-mm-3D	glszm	GrayLevelNonUniformity	1.0	1.0	1.0	1.0	
log-sigma-5-0-mm-3D	glszm	GrayLevelNonUniformityNormalized	1.0	0.5	1.0	1.0	
log-sigma-5-0-mm-3D	glszm	GrayLevelVariance	0.0	0.25	0.0	0.0	
log-sigma-5-0-mm-3D	glszm	HighGrayLevelZoneEmphasis	1.0	2.5	1.0	1.0	
log-sigma-5-0-mm-3D	glszm	LargeAreaEmphasis	16.0	23557.0	16.0	3600.0	
log-sigma-5-0-mm-3D	glszm	LargeAreaHighGrayLevelEmphasis	16.0	23594.5	16.0	3600.0	
log-sigma-5-0-mm-3D	glszm	LargeAreaLowGrayLevelEmphasis	16.0	23547.625	16.0	3600.0	
log-sigma-5-0-mm-3D	glszm	LowGrayLevelZoneEmphasis	1.0	0.625	1.0	1.0	
log-sigma-5-0-mm-3D	glszm	SizeZoneNonUniformity	1.0	1.0	1.0	1.0	
log-sigma-5-0-mm-3D	glszm	SizeZoneNonUniformityNormalized	1.0	0.5	1.0	1.0	
log-sigma-5-0-mm-3D	glszm	SmallAreaEmphasis	0.0625	0.020010618191084968	0.0625	0.0002777777777777778	
log-sigma-5-0-mm-3D	glszm	SmallAreaHighGrayLevelEmphasis	0.0625	0.08001061819108497	0.0625	0.0002777777777777778	
log-sigma-5-0-mm-3D	glszm	SmallAreaLowGrayLevelEmphasis	0.0625	0.005010618191084967	0.0625	0.0002777777777777778	
log-sigma-5-0-mm-3D	glszm	ZoneEntropy	-3.203426503814917e-16	0.9999999999999993	-3.203426503814917e-16	-3.203426503814917e-16	
log-sigma-5-0-mm-3D	glszm	ZonePercentage	0.25	0.009009009009009009	0.25	0.016666666666666666	
log-sigma-5-0-mm-3D	glszm	ZoneVariance	0.0	11236.0	0.0	0.0	
log-sigma-5-0-mm-3D	gldm	DependenceEntropy	0.9999999999999993	4.039651162249787	-3.203426503814917e-16	3.9919930457821606	
log-sigma-5-0-mm-3D	gldm	DependenceNonUniformity	2.0	17.756756756756758	4.0	4.333333333333333	
log-sigma-5-0-mm-3D	gldm	DependenceNonUniformityNormalized	0.5	0.07998539079620161	1.0	0.07222222222222222	
log-sigma-5-0-mm-3D	gldm	DependenceVariance	0.25	37.51294537781024	0.0	27.132222222222225	
log-sigma-5-0-mm-3D	gldm	GrayLevelNonUniformity	4.0	212.22522522522522	4.0	60.0	
log-sigma-5-0-mm-3D	gldm	GrayLevelVariance	0.0	0.02201525850174499	0.0	0.0	
log-sigma-5-0-mm-3D	gldm	HighGrayLevelEmphasis	1.0	1.0675675675675675	1.0	1.0	
log-sigma-5-0-mm-3D	gldm	LargeDependenceEmphasis	12.5	388.990990990991	16.0	233.53333333333333	
log-sigma-5-0-mm-3D	gldm	LargeDependenceHighGrayLevelEmphasis	12.5	389.463963963964	16.0	233.53333333333333	
log-sigma-5-0-mm-3D	gldm	LargeDependenceLowGrayLevelEmphasis	12.5	388.8727477477477	16.0	233.53333333333333	
log-sigma-5-0-mm-3D	gldm	LowGrayLevelEmphasis	1.0	0.9831081081081081	1.0	1.0	
log-sigma-5-0-mm-3D	gldm	SmallDependenceEmphasis	0.08680555555555555	0.007446118457850401	0.0625	0.00858461489357875	
log-sigma-5-0-mm-3D	gldm	SmallDependenceHighGrayLevelEmphasis	0.08680555555555555	0.018707379719111662	0.0625	0.00858461489357875	
log-sigma-5-0-mm-3D	gldm	SmallDependenceLowGrayLevelEmphasis	0.08680555555555555	0.004630803142535086	0.0625	0.00858461489357875	
log-sigma-5-0-mm-3D	ngtdm	Busyness	0.0	1.3821055023644537	0.0	0.0	
log-sigma-5-0-mm-3D	ngtdm	Coarseness	1000000.0	0.3879818748573143	1000000.0	1000000.0	
log-sigma-5-0-mm-3D	ngtdm	Complexity	0.0	0.02322018009816102	0.0	0.0	
log-sigma-5-0-mm-3D	ngtdm	Contrast	0.0	0.0006715280854409053	0.0	0.0	
log-sigma-5-0-mm-3D	ngtdm	Strength	0.0	0.2953497649285383	0.0	0.0	
wavelet-LLH	firstorder	10Percentile	10.58239644544887	-86.59617548542838	-37.73632946715933	-36.11393648922749	
wavelet-LLH	firstorder	90Percentile	22.734138097897613	75.18591554058372	-0.13972943315634145	13.461539433952337	
wavelet-LLH	firstorder	Energy	398513.676404012	19792075.27572384	320657.9546377231	4775797.822273102	
wavelet-LLH	firstorder	Entropy	0.8112781244591322	3.4737615427548656	1.4999999999999991	1.526839097702725	
wavelet-LLH	firstorder	InterquartileRange	4.92392625969525	86.15954919701468	21.04672864371514	18.160079188350245	
wavelet-LLH	firstorder	Kurtosis	2.2453881698921023	3.8061298164758353	1.8856959665538704	5.131558025195772	
wavelet-LLH	firstorder	Maximum	26.774620170125075	200.3164669542732	3.137193509340804	48.644102454371776	
wavelet-LLH	firstorder	MeanAbsoluteDeviation	5.601913207440241	54.435043045901494	15.12055081915975	15.418139519568381	
wavelet-LLH	firstorder	Mean	15.570793755244596	-9.958804712024122	-17.444895547314193	-18.65200019855427	
wavelet-LLH	firstorder	Median	12.852109964172982	-14.939675363499116	-13.712060790205081	-25.345934314022934	
wavelet-LLH	firstorder	Minimum	9.80433492250734	-214.8214119782821	-45.49265411818741	-48.8110135485563	
wavelet-LLH	firstorder	Range	16.970285247617735	415.1378789325553	48.629847627528214	97.45511600292808	
wavelet-LLH	firstorder	RobustMeanAbsoluteDeviation	0.45423663186054597	35.49699707695781	5.926177824555394	8.964352677009654	
wavelet-LLH	firstorder	RootMeanSquared	315.6396982336078	298.5858205491183	283.1333407767986	282.12874786384026	
wavelet-LLH	firstorder	Skewness	1.0206794579787275	0.2759684552996107	-0.5263270963845422	1.5518840522893782	
wavelet-LLH	firstorder	TotalEnergy	460119.6553650188	19792075.27572384	370228.266465777	4775797.822273102	
wavelet-LLH	firstorder	Uniformity	0.625	0.11196331466601736	0.375	0.40499999999999997	
wavelet-LLH	firstorder	Variance	43.49322968788654	5029.597268912508	327.10160716258423	439.93337894404374	
wavelet-LLH	glcm	Autocorrelation	1.5	80.41281328179608	3.875	2.376900856654618	
wavelet-LLH	glcm	JointAverage	1.25	8.928885338914444	2.0	1.5013160884056913	
wavelet-LLH	glcm	ClusterProminence	0.0	1423.3978393981988	0.25	7.21028695493108	
wavelet-LLH	glcm	ClusterShade	0.0	3.9494554738623933	0.0	1.6217255346669528	
wavelet-LLH	glcm	ClusterTendency	0.0	17.794064817312172	0.25	1.0652878181436298	
wavelet-LLH	glcm	Contrast	0.5	15.144228699516084	1.25	0.6285928427857292	
wavelet-LLH	glcm	Correlation	4.440892098500626e-16	0.048093503452347544	-0.7499999999999993	0.14712064426117893	
wavelet-LLH	glcm	DifferenceAverage	0.5	2.6097812798020152	1.0	0.5580226722155587	
wavelet-LLH	glcm	DifferenceEntropy	-3.203426503814917e-16	2.8042978090364263	0.24999999999999958	1.1317580929576232	
wavelet-LLH	glcm	DifferenceVariance	0.0	7.567326228436884	0.25	0.3016425586917871	
wavelet-LLH	glcm	JointEnergy	0.75	0.019843615915289544	0.40625	0.24346119871143138	
wavelet-LLH	glcm	JointEntropy	0.4999999999999995	6.126709973471534	1.3749999999999991	2.288783579523668	
wavelet-LLH	glcm	Imc1	-0.5	-0.23942633406976294	-0.9166666666666662	-0.11482126726710537	
wavelet-LLH	glcm	Imc2	0.4649367475160968	0.8858378269588261	0.9411022862699828	0.4211370170793346	
wavelet-LLH	glcm	Idm	0.75	0.37007657584005	0.525	0.7280456809492376	
wavelet-LLH	glcm	Idmn	0.8999999999999999	0.9628459556046421	0.8865384615384615	0.9642693063756073	
wavelet-LLH	glcm	Id	0.75	0.43941425898015596	0.5416666666666666	0.7327503589872492	
wavelet-LLH	glcm	Idn	0.8333333333333333	0.8872447330964803	0.7625	0.890747804575894	
wavelet-LLH	glcm	InverseVariance	0.5	0.36093002540457586	0.78125	0.49627377296665937	
wavelet-LLH	glcm	MaximumProbability	0.75	0.05095016605005597	0.4375	0.3410305026584096	
wavelet-LLH	glcm	SumEntropy	-3.203426503814917e-16	3.8846789990342834	0.24999999999999958	1.6749844126708573	
wavelet-LLH	glcm	SumSquares	0.125	8.234573379207065	0.375	0.4234701652323397	
wavelet-LLH	glrlm	GrayLevelNonUniformity	2.0833333333333335	20.91485783636091	1.375	16.677205035454946	
wavelet-LLH	glrlm	GrayLevelNonUniformityNormalized	0.5902777777777778	0.10680226252841993	0.3645833333333333	0.36838369273207683	
wavelet-LLH	glrlm	GrayLevelVariance	0.2048611111111111	8.653547513984543	0.5416666666666666	0.7738601923923584	
wavelet-LLH	glrlm	HighGrayLevelRunEmphasis	1.875	92.55350341710255	4.541666666666667	3.861701931405987	
wavelet-LLH	glrlm	LongRunEmphasis	1.5	1.4560888039420585	1.25	2.183341754660717	
wavelet-LLH	glrlm	LongRunHighGrayLevelEmphasis	2.375	128.93600367046807	5.541666666666666	6.421203339043127	
wavelet-LLH	glrlm	LongRunLowGrayLevelEmphasis	1.28125	0.03629914869260335	0.4780092592592592	1.4910175775355299	
wavelet-LLH	glrlm	LowGrayLevelRunEmphasis	0.78125	0.027835677486837393	0.4155092592592593	0.5807001503974505	
wavelet-LLH	glrlm	RunEntropy	1.1981203125901436	4.0286498154639325	1.5212406251802881	2.4759300945913045	
wavelet-LLH	glrlm	RunLengthNonUniformity	2.8333333333333335	154.79061265920168	3.416666666666667	27.19077720477063	
wavelet-LLH	glrlm	RunLengthNonUniformityNormalized	0.7777777777777778	0.7863870783349849	0.8888888888888888	0.5906342586963542	
wavelet-LLH	glrlm	RunPercentage	0.875	0.881150381150381	0.9375	0.7538461538461539	
wavelet-LLH	glrlm	RunVariance	0.1111111111111111	0.15224524535822415	0.05555555555555555	0.3408497586819401	
wavelet-LLH	glrlm	ShortRunEmphasis	0.875	0.905830135303437	0.9375	0.782777308022406	
wavelet-LLH	glrlm	ShortRunHighGrayLevelEmphasis	1.75	84.95731473470806	4.291666666666666	3.4136282252701537	
wavelet-LLH	glrlm	ShortRunLowGrayLevelEmphasis	0.65625	0.026019125942731983	0.3998842592592593	0.41329959132369776	
wavelet-LLH	glszm	GrayLevelNonUniformity	1.0	3.923076923076923	1.0	2.142857142857143	
wavelet-LLH	glszm	GrayLevelNonUniformityNormalized	0.5	0.07544378698224852	0.3333333333333333	0.30612244897959184	
wavelet-LLH	glszm	GrayLevelVariance	0.25	15.83284023668639	0.6666666666666666	0.8163265306122449	
wavelet-LLH	glszm	HighGrayLevelZoneEmphasis	2.5	118.15384615384616	4.666666666666667	7.428571428571429	
wavelet-LLH	glszm	LargeAreaEmphasis	5.0	60.30769230769231	2.0	200.85714285714286	
wavelet-LLH	glszm	LargeAreaHighGrayLevelEmphasis	6.5	4729.7307692307695	8.666666666666666	387.85714285714283	
wavelet-LLH	glszm	LargeAreaLowGrayLevelEmphasis	4.625	0.9685176855716003	0.7037037037037037	159.46924603174602	
wavelet-LLH	glszm	LowGrayLevelZoneEmphasis	0.625	0.03947100160557866	0.4537037037037037	0.2708333333333333	
wavelet-LLH	glszm	SizeZoneNonUniformity	1.0	12.961538461538462	1.6666666666666667	2.142857142857143	
wavelet-LLH	glszm	SizeZoneNonUniformityNormalized	0.5	0.2492603550295858	0.5555555555555556	0.30612244897959184	
wavelet-LLH	glszm	SmallAreaEmphasis	0.5555555555555556	0.504556050201044	0.75	0.4608526954035308	
wavelet-LLH	glszm	SmallAreaHighGrayLevelEmphasis	2.0555555555555554	70.12629272303907	3.6666666666666665	3.541404953241107	
wavelet-LLH	glszm	SmallAreaLowGrayLevelEmphasis	0.18055555555555555	0.013338441823603064	0.3912037037037037	0.07045448985066223	
wavelet-LLH	glszm	ZoneEntropy	0.9999999999999993	5.0560209680578705	1.5849625007211552	2.5216406363433164	
wavelet-LLH	glszm	ZonePercentage	0.5	0.23423423423423423	0.75	0.11666666666666667	
wavelet-LLH	glszm	ZoneVariance	1.0	42.08136094674556	0.2222222222222222	127.38775510204083	
wavelet-LLH	gldm	DependenceEntropy	1.4999999999999991	5.804816205177723	1.4999999999999991	4.4120475210799945	
wavelet-LLH	gldm	DependenceNonUniformity	1.5	30.063063063063062	2.0	5.933333333333334	
wavelet-LLH	gldm	DependenceNonUniformityNormalized	0.375	0.13541920298677054	0.5	0.09888888888888889	
wavelet-LLH	gldm	DependenceVariance	0.5	4.7576495414333255	0.25	12.24	
wavelet-LLH	gldm	GrayLevelNonUniformity	2.5	24.855855855855857	1.5	24.3	
wavelet-LLH	gldm	GrayLevelVariance	0.1875	8.087411736060385	0.5	0.6941666666666667	
wavelet-LLH	gldm	HighGrayLevelEmphasis	1.75	91.04504504504504	4.5	3.4166666666666665	
wavelet-LLH	gldm	LargeDependenceEmphasis	4.5	21.486486486486488	2.5	67.0	
wavelet-LLH	gldm	LargeDependenceHighGrayLevelEmphasis	5.25	1695.2162162162163	10.5	122.58333333333333	
wavelet-LLH	gldm	LargeDependenceLowGrayLevelEmphasis	4.3125	0.3630641493199549	0.7777777777777778	54.25289351851852	
wavelet-LLH	gldm	LowGrayLevelEmphasis	0.8125	0.02673776573197435	0.4027777777777778	0.6290509259259259	
wavelet-LLH	gldm	SmallDependenceEmphasis	0.4027777777777778	0.1854559261959154	0.625	0.09461854959591595	
wavelet-LLH	gldm	SmallDependenceHighGrayLevelEmphasis	1.1527777777777777	22.378701904325098	3.0	0.6970105142330105	
wavelet-LLH	gldm	SmallDependenceLowGrayLevelEmphasis	0.2152777777777778	0.005690947706477155	0.3090277777777778	0.02102030123499626	
wavelet-LLH	ngtdm	Busyness	2.5	0.1426308307144544	0.22222222222222224	3.370363894098433	
wavelet-LLH	ngtdm	Coarseness	0.8	0.03995035240400677	1.4999999999999998	0.08812986143436954	
wavelet-LLH	ngtdm	Complexity	0.625	202.99529987303168	1.7777777777777781	3.595553125450545	
wavelet-LLH	ngtdm	Contrast	0.10937499999999999	0.09353677245562782	0.11111111111111112	0.060871349166389005	
wavelet-LLH	ngtdm	Strength	0.8571428571428572	3.221849147449525	2.6249999999999996	0.6757826634775747	
wavelet-LHL	firstorder	10Percentile	-26.103858305898104	-68.4334200296246	-13.020614311444186	-54.04484535126066	
wavelet-LHL	firstorder	90Percentile	22.10497751307374	47.051515390702164	11.362822635325989	52.05487406324255	
wavelet-LHL	firstorder	Energy	369496.75351244654	18753595.550606348	355459.92547542154	5057706.61948589	
wavelet-LHL	firstorder	Entropy	0.8112781244591322	2.902267506378199	0.9999999999999993	2.438189408705891	
wavelet-LHL	firstorder	InterquartileRange	19.135424554543697	55.36532441736637	16.558001138281977	46.525974810296916	
wavelet-LHL	firstorder	Kurtosis	2.2734219889212186	5.003468294519235	1.7110424817683088	2.9963928212013995	
wavelet-LHL	firstorder	Maximum	24.66414607016301	147.12912883447277	15.923723822692612	75.68354223906005	
wavelet-LHL	firstorder	MeanAbsoluteDeviation	22.841084608025525	35.97999956659994	10.452732738165487	28.36928264752042	
wavelet-LHL	firstorder	Mean	2.755205290956782	-13.50404085340943	-2.130510894417252	-11.965100046127562	
wavelet-LHL	firstorder	Median	14.641819509379193	-13.824946869223801	-5.38454853531263	-18.114661765256017	
wavelet-LHL	firstorder	Minimum	-42.92696392509427	-191.45906296353482	-13.676670329736357	-77.18495000515831	
wavelet-LHL	firstorder	Range	67.59110999525728	338.5881917980076	29.60039415242897	152.86849224421837	
wavelet-LHL	firstorder	RobustMeanAbsoluteDeviation	1.491764703819583	22.594838947294424	6.10526840011649	18.78912706424493	
wavelet-LHL	firstorder	RootMeanSquared	303.931223105017	290.64696047500985	298.1023001737078	290.3362022290104	
wavelet-LHL	firstorder	Skewness	-1.066483918200108	-0.459477788169558	0.5428698322030248	0.6638433859369042	
wavelet-LHL	firstorder	TotalEnergy	426617.0245868345	18753595.550606348	410410.252118965	5057706.61948589	
wavelet-LHL	firstorder	Uniformity	0.625	0.16889862835808783	0.5	0.2177777777777778	
wavelet-LHL	firstorder	Variance	713.474047342254	2395.721026037025	138.7488288344883	1331.0067333275265	
wavelet-LHL	glcm	Autocorrelation	4.5	62.41462864712465	2.125	15.47513865017285	
wavelet-LHL	glcm	JointAverage	2.25	7.855125295018924	1.5	3.91688095369696	
wavelet-LHL	glcm	ClusterProminence	0.0	292.1481136123176	0.25	94.3683018390001	
wavelet-LHL	glcm	ClusterShade	0.0	-8.482652534970823	0.0	8.043180042006766	
wavelet-LHL	glcm	ClusterTendency	0.0	8.03603257649176	0.25	4.70360361928794	
wavelet-LHL	glcm	Contrast	3.0	5.195954814719997	0.75	4.208504553408794	
wavelet-LHL	glcm	Correlation	-0.4999999999999998	0.2059308341190001	-0.49999999999999956	0.01702413134811913	
wavelet-LHL	glcm	DifferenceAverage	1.5	1.6227691611431114	0.75	1.5037816075093777	
wavelet-LHL	glcm	DifferenceEntropy	-3.203426503814917e-16	2.315129185714481	-3.203426503814917e-16	2.0596251416499882	
wavelet-LHL	glcm	DifferenceVariance	0.0	2.4065310986082595	0.0	1.720550717370024	
wavelet-LHL	glcm	JointEnergy	0.625	0.03844310604245196	0.5	0.06628098783702509	
wavelet-LHL	glcm	JointEntropy	0.7499999999999994	5.223370229646078	0.9999999999999993	4.212655068593072	
wavelet-LHL	glcm	Imc1	-0.75	-0.14860637151111372	-1.0	-0.27134914348341227	
wavelet-LHL	glcm	Imc2	0.6974051212741452	0.728397700362521	0.9298734950321936	0.8404878501979257	
wavelet-LHL	glcm	Idm	0.4	0.4674538383598335	0.625	0.4746541768405917	
wavelet-LHL	glcm	Idmn	0.7692307692307692	0.9762714833436701	0.8500000000000001	0.9467884411232604	
wavelet-LHL	glcm	Id	0.5	0.5235402555776055	0.625	0.5288416437450703	
wavelet-LHL	glcm	Idn	0.7000000000000001	0.9044592627907644	0.75	0.8577307765329258	
wavelet-LHL	glcm	InverseVariance	0.1875	0.4161241719607513	0.75	0.4394152103082669	
wavelet-LHL	glcm	MaximumProbability	0.625	0.09322142580727241	0.5	0.12486461010742815	
wavelet-LHL	glcm	SumEntropy	-3.203426503814917e-16	3.3930292610432744	0.24999999999999958	2.715866511321051	
wavelet-LHL	glcm	SumSquares	0.75	3.3079968478029382	0.25	2.2280270431741838	
wavelet-LHL	glrlm	GrayLevelNonUniformity	2.125	29.341654918265682	1.75	11.022417637880503	
wavelet-LHL	glrlm	GrayLevelNonUniformityNormalized	0.59375	0.15901664090263312	0.5	0.21041772873223075	
wavelet-LHL	glrlm	GrayLevelVariance	0.8125	4.188442575556616	0.25	2.35163296158568	
wavelet-LHL	glrlm	HighGrayLevelRunEmphasis	6.5	68.22800427063284	2.5	18.936491129990433	
wavelet-LHL	glrlm	LongRunEmphasis	2.0	1.7285774907815463	1.75	1.4910850041000077	
wavelet-LHL	glrlm	LongRunHighGrayLevelEmphasis	15.5	112.79778748802734	4.375	27.06677805068153	
wavelet-LHL	glrlm	LongRunLowGrayLevelEmphasis	0.5	0.05165496195862148	1.09375	0.14728425416242802	
wavelet-LHL	glrlm	LowGrayLevelRunEmphasis	0.3888888888888889	0.034362337662975584	0.625	0.10418863080228172	
wavelet-LHL	glrlm	RunEntropy	0.8584585933443489	3.648690905674361	0.9999999999999993	2.91638345412257	
wavelet-LHL	glrlm	RunLengthNonUniformity	3.25	133.0157750696318	3.5	41.60746823100955	
wavelet-LHL	glrlm	RunLengthNonUniformityNormalized	0.875	0.715480104133589	1.0	0.7792401383814466	
wavelet-LHL	glrlm	RunPercentage	0.875	0.8316008316008315	0.875	0.8756410256410256	
wavelet-LHL	glrlm	RunVariance	0.25	0.26037751849635193	0.0	0.14325165277307633	
wavelet-LHL	glrlm	ShortRunEmphasis	0.8888888888888888	0.8691497087492486	0.8125	0.8933841276420481	
wavelet-LHL	glrlm	ShortRunHighGrayLevelEmphasis	5.5	59.965792543891844	2.03125	17.11134220317884	
wavelet-LHL	glrlm	ShortRunLowGrayLevelEmphasis	0.3765432098765432	0.031015571188186913	0.5078125	0.09477904206859983	
wavelet-LHL	glszm	GrayLevelNonUniformity	1.0	3.0	1.0	2.230769230769231	
wavelet-LHL	glszm	GrayLevelNonUniformityNormalized	0.5	0.0967741935483871	0.5	0.17159763313609466	
wavelet-LHL	glszm	GrayLevelVariance	1.0	10.97398543184183	0.25	3.9053254437869827	
wavelet-LHL	glszm	HighGrayLevelZoneEmphasis	5.0	77.58064516129032	2.5	22.46153846153846	
wavelet-LHL	glszm	LargeAreaEmphasis	5.0	203.41935483870967	4.0	50.92307692307692	
wavelet-LHL	glszm	LargeAreaHighGrayLevelEmphasis	41.0	12461.0	10.0	815.0	
wavelet-LHL	glszm	LargeAreaLowGrayLevelEmphasis	1.0	3.812168588086541	2.5	4.079768118785976	
wavelet-LHL	glszm	LowGrayLevelZoneEmphasis	0.5555555555555556	0.06205045384616485	0.625	0.15450255102040816	
wavelet-LHL	glszm	SizeZoneNonUniformity	1.0	6.67741935483871	2.0	2.5384615384615383	
wavelet-LHL	glszm	SizeZoneNonUniformityNormalized	0.5	0.2154006243496358	1.0	0.1952662721893491	
wavelet-LHL	glszm	SmallAreaEmphasis	0.5555555555555556	0.4560183717694085	0.25	0.3863312345117079	
wavelet-LHL	glszm	SmallAreaHighGrayLevelEmphasis	1.0	39.646081849494045	0.625	10.189331537955798	
wavelet-LHL	glszm	SmallAreaLowGrayLevelEmphasis	0.5061728395061729	0.023333463090961	0.15625	0.09475363632974049	
wavelet-LHL	glszm	ZoneEntropy	0.9999999999999993	4.607264455478368	0.9999999999999993	3.3346791410515912	
wavelet-LHL	glszm	ZonePercentage	0.5	0.13963963963963963	0.5	0.21666666666666667	
wavelet-LHL	glszm	ZoneVariance	1.0	152.13527575442245	0.0	29.621301775147927	
wavelet-LHL	gldm	DependenceEntropy	1.4999999999999991	5.748962773283853	0.9999999999999993	4.322964554947555	
wavelet-LHL	gldm	DependenceNonUniformity	1.5	25.504504504504503	4.0	9.6	
wavelet-LHL	gldm	DependenceNonUniformityNormalized	0.375	0.11488515542569597	1.0	0.16	
wavelet-LHL	gldm	DependenceVariance	0.5	11.352325298271243	0.0	4.512222222222222	
wavelet-LHL	gldm	GrayLevelNonUniformity	2.5	37.4954954954955	2.0	13.066666666666666	
wavelet-LHL	gldm	GrayLevelVariance	0.75	3.8136717798879958	0.25	2.2474999999999996	
wavelet-LHL	gldm	HighGrayLevelEmphasis	7.0	67.16666666666667	2.5	18.65	
wavelet-LHL	gldm	LargeDependenceEmphasis	4.5	40.27927927927928	4.0	22.433333333333334	
wavelet-LHL	gldm	LargeDependenceHighGrayLevelEmphasis	38.5	2379.887387387387	10.0	359.31666666666666	
wavelet-LHL	gldm	LargeDependenceLowGrayLevelEmphasis	0.7222222222222222	0.8558222221801004	2.5	1.8921423138699922	
wavelet-LHL	gldm	LowGrayLevelEmphasis	0.3333333333333333	0.03266126625218922	0.625	0.1020234552154195	
wavelet-LHL	gldm	SmallDependenceEmphasis	0.4027777777777778	0.1225738952592769	0.25	0.1452877788397269	
wavelet-LHL	gldm	SmallDependenceHighGrayLevelEmphasis	1.625	9.573631678763117	0.625	3.3917881585255776	
wavelet-LHL	gldm	SmallDependenceLowGrayLevelEmphasis	0.26697530864197533	0.005330084722389808	0.15625	0.025720540183267346	
wavelet-LHL	ngtdm	Busyness	0.625	0.2260764815200445	1.3333333333333335	0.3310831754134164	
wavelet-LHL	ngtdm	Coarseness	0.4	0.03224855741326752	0.7499999999999999	0.10034515139780785	
wavelet-LHL	ngtdm	Complexity	2.5	95.72436742482293	0.6666666666666667	26.696324173373604	
wavelet-LHL	ngtdm	Contrast	0.8749999999999999	0.05137039394430153	0.16666666666666669	0.08733296675409906	
wavelet-LHL	ngtdm	Strength	1.7142857142857144	2.086172037867706	0.7499999999999999	1.887221662018379	
wavelet-LHH	firstorder	10Percentile	-10.258714736752964	-31.30050788054343	-2.8122496272407402	-11.850856554944963	
wavelet-LHH	firstorder	90Percentile	2.6307105469205023	25.906190830159726	9.132984555316085	13.665605655433609	
wavelet-LHH	firstorder	Energy	354645.47174370283	20131676.37235891	367636.53038821474	5411531.764702589	
wavelet-LHH	firstorder	Entropy	0.8112781244591322	2.1115544111024835	0.9999999999999993	1.10052455296829	
wavelet-LHH	firstorder	InterquartileRange	5.431795763701297	26.60077679833084	9.265152035970797	15.049640023072097	
wavelet-LHH	firstorder	Kurtosis	2.303807663568082	5.478377175495003	1.2660861099134535	2.7014662003531034	
wavelet-LHH	firstorder	Maximum	2.8903649735992043	87.38446974306515	10.096162355763537	26.40168591173476	
wavelet-LHH	firstorder	MeanAbsoluteDeviation	6.320479640895968	19.98345224549932	5.377043280925961	8.374418830322568	
wavelet-LHH	firstorder	Mean	-2.3298540415971063	-0.23984921505665197	3.1138227407584864	0.14505491024753697	
wavelet-LHH	firstorder	Median	1.380516091700707	1.0988779207579977	2.997460932560524	-0.7302630225473989	
wavelet-LHH	firstorder	Minimum	-14.970813323389043	-113.15312208525395	-3.6357932578506387	-15.254668218260186	
wavelet-LHH	firstorder	Range	17.861178296988246	200.5375918283191	13.731955613614176	41.656354129994945	
