Image type	Feature Class	Feature Name	RTSTRUCT: ANON_5_segment_Rt Med Frontal Flax	RTSTRUCT: ANON_5_segment_Rt Sup Frontal	RTSTRUCT: ANON_5_segment_Lt Temporal	RTSTRUCT: ANON_5_segment_Lt Parietal
exponential	ngtdm	Complexity	211.20881103903324	36.705777780790065	4.928284599043267	2.6264427697686417
exponential	ngtdm	Contrast	0.5456514737205677	0.09673452725341708	9.001487075723667e-05	0.00207705757492782
exponential	ngtdm	Strength	1.4411126202764266	0.06547226187366736	3.1813974368689872	1.2054609832397765
square	firstorder	10Percentile	92.60790447884193	43.11519411129625	0.14611632593464	2.350720314638452
square	firstorder	90Percentile	292.88915225802697	258.9214949058393	39.54402153681083	75.21210665335235
square	firstorder	Energy	55245333.41506569	1607335769.7218642	923147372.17289	95663429.49495763
square	firstorder	Entropy	2.9565704340130727	3.2004094611364664	0.9627380633370697	1.5746586776771736
square	firstorder	InterquartileRange	143.7860718589507	173.928683774616	14.51439324120939	20.04916349251512
square	firstorder	Kurtosis	1.8626584250355744	1.462144461111854	27.191870089393657	8.617671652559334
square	firstorder	Maximum	312.1534294620634	305.8886094232195	357.65645538659123	207.65882825167492
square	firstorder	MeanAbsoluteDeviation	73.1841578646301	80.21850604378089	16.06320543777942	21.784223809332218
square	firstorder	Mean	217.90582308872257	161.04988326892845	15.05381505483106	28.528027020178843
square	firstorder	Median	259.2936623687457	157.64421702496463	5.884340219606527	18.61172486838792
square	firstorder	Minimum	42.94668133666351	0.0002589295121658873	9.103470042652331e-08	3.9060518793236244e-05
square	firstorder	Range	269.2067481253999	305.8883504937074	357.65645529555655	207.65878919115613
square	firstorder	RobustMeanAbsoluteDeviation	61.50377398717886	70.37247588022792	6.846582571181088	10.916448257241946
square	firstorder	RootMeanSquared	524.263678934635	469.2365950708449	316.2530104983727	330.0849436733143
square	firstorder	Skewness	-0.6257548482070437	-0.13900552521547468	4.10877277197124	2.265825928987309
square	firstorder	TotalEnergy	55245333.41506569	1607335769.7218642	923147372.17289	95663429.49495763
square	firstorder	Uniformity	0.20180193559565357	0.14242983674235318	0.7159761905041382	0.4888543542219062
square	firstorder	Variance	6625.963460870855	7615.9872913874715	757.0602686801556	1025.4055020437097
square	glcm	Autocorrelation	83.85980932424347	58.035454530244344	2.3843205204540117	3.8731820269747437
square	glcm	JointAverage	9.00511823524013	6.964313973684066	1.3386584942841249	1.665843064634911
square	glcm	ClusterProminence	1605.1689560548657	2989.77843642045	232.8204784685986	223.35951819313837
square	glcm	ClusterShade	-108.26389029607641	-36.015501872777946	22.631241645390272	27.09827609616609
square	glcm	ClusterTendency	23.337721554894472	44.27601382029926	3.2031807754939265	5.384836336528559
square	glcm	Contrast	12.295904184802051	6.142763865765456	0.8340351810654862	0.9956720204351264
square	glcm	Correlation	0.30806891607224285	0.7562794909261937	0.5852738109816383	0.6855215698337928
square	glcm	DifferenceAverage	2.3329531311266787	1.5521446334453242	0.3106822821311048	0.47966481891153834
square	glcm	DifferenceEntropy	2.7552618654774923	2.4319376487679176	0.9850356059053584	1.3271668095782663
square	glcm	DifferenceVariance	6.753572861050945	3.6735953040740883	0.734709111601744	0.7593755271853045
square	glcm	JointEnergy	0.12435857118299555	0.051632475455888255	0.6060971483808613	0.3784881841640045
square	glcm	JointEntropy	4.728373449775587	5.7340985727304465	1.73404416122016	2.6756374567060437
square	glcm	Imc1	-0.16849411532317443	-0.20724237707068024	-0.2279824600945408	-0.267743341066666
square	glcm	Imc2	0.7556801316950512	0.8479815299394089	0.589647023247456	0.7413150234097787
square	glcm	Idm	0.4905057256809542	0.5508919884836463	0.88398324775897	0.808313368814752
square	glcm	Idmn	0.9331259188467678	0.9694099403753391	0.9966731455247346	0.9888632771761565
square	glcm	Id	0.5482273033476829	0.5968347378670337	0.8927434170469524	0.823801576457375
square	glcm	Idn	0.8624341473559306	0.9067021570750545	0.9821978089119774	0.9562555131660672
square	glcm	InverseVariance	0.21180016646962427	0.32910636770778573	0.13275105833901718	0.2153295706527928
square	glcm	MaximumProbability	0.3369456471987916	0.19546806498911756	0.7751203834783321	0.6042688561341666
square	glcm	SumEntropy	3.5184951039960475	4.143042130665038	1.382939946234789	2.1143511653100506
square	glcm	SumSquares	8.90840643492413	12.604694421516179	1.0093039891398534	1.595127089240921
square	glrlm	GrayLevelNonUniformity	16.93449392517974	505.0229743596379	819.4700454817801	106.41351326331288
square	glrlm	GrayLevelNonUniformityNormalized	0.11368477834062284	0.10318430091623979	0.3400729738545873	0.2757822413290006
square	glrlm	GrayLevelVariance	11.044183175191005	11.128900383217841	2.7637820079919453	2.5011763990377145
square	glrlm	HighGrayLevelRunEmphasis	65.0131474748329	55.3979440231915	7.093817329927672	7.733214370852604
square	glrlm	LongRunEmphasis	2.5221142452613625	3.527722521692818	31.684607952936087	9.313408632213823
square	glrlm	LongRunHighGrayLevelEmphasis	243.43900007539952	263.3997396799573	41.62634019370293	20.480058557077534
square	glrlm	LongRunLowGrayLevelEmphasis	0.07108224660208187	0.26525923094733855	30.824773037458428	8.307668982693633
square	glrlm	LowGrayLevelRunEmphasis	0.05335320567252434	0.08857715658520278	0.5939736127215635	0.5076103047231384
square	glrlm	RunEntropy	3.923685308998093	4.574724661431255	4.465084333750671	3.942632979986302
square	glrlm	RunLengthNonUniformity	97.63425678974596	2745.825938524854	518.4983986774831	130.42006448888347
square	glrlm	RunLengthNonUniformityNormalized	0.6571130096566373	0.5600475669327751	0.21686253756686724	0.3373179858625344
square	glrlm	RunPercentage	0.738614619211634	0.669304531085353	0.25850487540628386	0.43674434904503234
square	glrlm	RunVariance	0.6734989943853826	1.267036803481123	15.893456796184152	3.877665303580846
square	glrlm	ShortRunEmphasis	0.8335802063275476	0.7765737740131168	0.47311756066707555	0.5970400380889906
square	glrlm	ShortRunHighGrayLevelEmphasis	46.197065212899844	40.609355117184165	5.920504870624673	6.513750821916522
square	glrlm	ShortRunLowGrayLevelEmphasis	0.05078551663805481	0.06813185242239556	0.1323574517415393	0.18884072160145465
square	glszm	GrayLevelNonUniformity	6.970588235294118	75.94768310911809	21.9125	2.7142857142857144
square	glszm	GrayLevelNonUniformityNormalized	0.10250865051903114	0.11352418999868175	0.136953125	0.1292517006802721
square	glszm	GrayLevelVariance	7.279195501730104	7.235536608417624	7.3443359375	5.551020408163265
square	glszm	HighGrayLevelZoneEmphasis	43.455882352941174	58.65022421524664	30.80625	29.142857142857142
square	glszm	LargeAreaEmphasis	103.83823529411765	8793.77279521674	379811.275	17677.428571428572
square	glszm	LargeAreaHighGrayLevelEmphasis	12264.426470588236	888920.7085201794	392600.575	23603.04761904762
square	glszm	LargeAreaLowGrayLevelEmphasis	1.1142196797222101	284.17567694816495	377439.35013015906	16766.260544832574
square	glszm	LowGrayLevelZoneEmphasis	0.07060834899846072	0.06107295759436811	0.09457053485603972	0.16108932020780095
square	glszm	SizeZoneNonUniformity	27.41176470588235	202.94020926756352	55.6	3.2857142857142856
square	glszm	SizeZoneNonUniformityNormalized	0.4031141868512111	0.3033485938229649	0.3475	0.1564625850340136
square	glszm	SmallAreaEmphasis	0.6481088047205795	0.5679020627461032	0.6096890683232191	0.355103590725271
square	glszm	SmallAreaHighGrayLevelEmphasis	25.233133304196652	34.112769108656884	22.33238594585529	16.35304953958198
square	glszm	SmallAreaLowGrayLevelEmphasis	0.04833251651996762	0.026750029220537964	0.04721221711639036	0.017330501521756962
square	glszm	ZoneEntropy	4.6152108715671725	5.64181962175029	5.013651654528164	4.10660313706447
square	glszm	ZonePercentage	0.3383084577114428	0.09164383561643835	0.01733477789815818	0.023917995444191344
square	glszm	ZoneVariance	95.10099480968859	8674.705226773556	376483.42734375	15929.39229024943
square	gldm	DependenceEntropy	5.592402878408318	6.979046259362127	4.468994938511138	5.448993574035024
square	gldm	DependenceNonUniformity	24.90049751243781	369.2517808219178	979.8613217768147	41.01138952164009
square	gldm	DependenceNonUniformityNormalized	0.12388307220118314	0.05058243572902984	0.10616048989997993	0.04671001084469259
square	gldm	DependenceVariance	60.39122793990248	43.2529826233815	54.42017121145072	64.50698159515568
square	gldm	GrayLevelNonUniformity	40.56218905472637	1039.737808219178	6608.4602383531965	429.2141230068337
square	gldm	GrayLevelVariance	10.93433330858147	12.63642754738225	1.036859456597909	1.6340616746488448
square	gldm	HighGrayLevelEmphasis	78.40298507462687	61.59041095890411	2.817334777898158	4.460136674259681
square	gldm	LargeDependenceEmphasis	121.16915422885572	135.37616438356164	465.6528710725894	309.2619589977221
square	gldm	LargeDependenceHighGrayLevelEmphasis	14498.144278606966	11192.011506849314	529.0494041170098	432.3576309794989
square	gldm	LargeDependenceLowGrayLevelEmphasis	1.1528863050846478	9.582688676226356	457.7704325460279	293.4497264595748
square	gldm	LowGrayLevelEmphasis	0.04269670078329703	0.08625082921066535	0.8673474316242041	0.726648370328474
square	gldm	SmallDependenceEmphasis	0.27334512918645243	0.08979426960445892	0.019371028451370054	0.02586465205696102
square	gldm	SmallDependenceHighGrayLevelEmphasis	11.488678259971978	5.177195998478556	0.49269014801259586	0.6026001044575131
square	gldm	SmallDependenceLowGrayLevelEmphasis	0.019410951784852477	0.005203463291607537	0.0037506859899807932	0.005360342582359609
square	ngtdm	Busyness	0.5462627582472118	9.688046019777754	24.640866001402248	5.00457997177752
square	ngtdm	Coarseness	0.015866959584038436	0.0010243419208709739	0.0012898083809446445	0.01243897465915736
square	ngtdm	Complexity	126.11083229828544	71.94423591099314	35.834659746293255	14.958923951066254
square	ngtdm	Contrast	0.3516408284793001	0.1632779448357137	0.0022368002439021794	0.014971939824240527
square	ngtdm	Strength	1.4507457529738046	0.09413016607819163	0.9202685595710397	1.200549634935481
squareroot	firstorder	10Percentile	231.12139339520402	209.0140930756092	-63.196560987721384	77.29159689741924
squareroot	firstorder	90Percentile	308.2151304093652	327.19752619597966	206.23850801231347	183.82568673027822
squareroot	firstorder	Energy	68117847.33137052	2465982563.29408	1587783504.0542307	162358971.22407496
squareroot	firstorder	Entropy	2.0238908886350147	2.78411261940256	3.645974495475089	2.6477019262519863
squareroot	firstorder	InterquartileRange	48.87068703411387	81.82440456195818	102.27846133240385	34.20686528285994
squareroot	firstorder	Kurtosis	2.626852649391906	5.650097164145242	2.693487552075898	5.782353948927707
squareroot	firstorder	Maximum	313.16279499738914	341.12127898531634	357.6564553865913	236.9583450180217
squareroot	firstorder	MeanAbsoluteDeviation	27.52947807188669	42.41295847497934	74.75152609115344	29.634676072646542
squareroot	firstorder	Mean	281.26225872893684	278.99609640354424	103.75594176382647	127.89079441534734
squareroot	firstorder	Median	298.96896525453997	289.0263872958128	128.02246172759095	129.65219564663556
squareroot	firstorder	Minimum	190.72627872060184	-74.14952835960685	-142.45895578574059	-63.14485121000958
squareroot	firstorder	Range	122.4365162767873	415.2708073449232	500.11541117233185	300.10319622803127
squareroot	firstorder	RobustMeanAbsoluteDeviation	21.5848516687825	33.8020524331442	51.21135189769177	17.0287475933749
squareroot	firstorder	RootMeanSquared	582.1466849881045	581.2106593897174	414.7580197622722	430.0222106146998
squareroot	firstorder	Skewness	-0.951182068151586	-1.1496398175984999	-0.6407996027748069	-0.8295575619864737
squareroot	firstorder	TotalEnergy	68117847.33137052	2465982563.29408	1587783504.0542307	162358971.22407496
squareroot	firstorder	Uniformity	0.313036806019653	0.1707933571026459	0.10157337055083228	0.21498435562289528
squareroot	firstorder	Variance	1028.949419973799	2569.3509376877646	9005.354447526961	1828.5696765562207
squareroot	glcm	Autocorrelation	27.318969672870065	220.19799369106673	123.89357200731502	75.82116160521242
squareroot	glcm	JointAverage	5.181700383206134	14.732119367677459	10.675538377090934	8.591394477420355
squareroot	glcm	ClusterProminence	55.85364450287397	678.2246080582263	6334.6695861797625	426.3994304136764
squareroot	glcm	ClusterShade	-9.112092760320452	-38.268695155528874	-186.88706676076242	-16.117823404654107
squareroot	glcm	ClusterTendency	3.952153107487831	14.940511389393702	48.96410726676693	9.739016549659837
squareroot	glcm	Contrast	2.081505063594338	2.2903398075974613	9.260147547148613	1.7053840160861429
squareroot	glcm	Correlation	0.3083227623573282	0.7337257913940666	0.6813593918954669	0.7013825892513749
squareroot	glcm	DifferenceAverage	0.915705317528942	0.9692136873029045	1.9842292117557285	0.8387972167409726
squareroot	glcm	DifferenceEntropy	1.8405501644043092	1.8811105814132107	2.6701319581383887	1.7279799204564315
squareroot	glcm	DifferenceVariance	1.2293717878867014	1.3327008557460769	5.189357857229202	0.9709342660684468
squareroot	glcm	JointEnergy	0.2227271729080833	0.05809388756220467	0.020632490645632336	0.08177130051677475
squareroot	glcm	JointEntropy	3.2600665380945535	4.91669808339228	6.6555141234097634	4.592754515385014
squareroot	glcm	Imc1	-0.09733080820412474	-0.22623082053058544	-0.17735906361203274	-0.2622711697086173
squareroot	glcm	Imc2	0.5174806244513519	0.837543373876891	0.8347462384841402	0.8523677177535885
squareroot	glcm	Idm	0.6544989689069814	0.625448433527342	0.46968344665208384	0.659021392059051
squareroot	glcm	Idmn	0.9523005399131844	0.9925244570485574	0.9811441333126983	0.9904583489278467
squareroot	glcm	Id	0.6922094828017212	0.6545155670935543	0.5227973011734286	0.6837379424531614
squareroot	glcm	Idn	0.8877480029919542	0.9495966123122723	0.921666766022345	0.9438439482119736
squareroot	glcm	InverseVariance	0.28379350418878957	0.42642187490271133	0.3781112332619682	0.4133652653001714
squareroot	glcm	MaximumProbability	0.44655299817786437	0.1701409637529302	0.08481735542231181	0.18428396537086728
squareroot	glcm	SumEntropy	2.4164574843698077	3.628964412305444	4.6376500273445735	3.5109496103919358
squareroot	glcm	SumSquares	1.5084145427705427	4.30771279924779	14.55606370347888	2.861100141436495
squareroot	glrlm	GrayLevelNonUniformity	27.99995720601652	715.3480358083623	625.182349034568	98.66809055717599
squareroot	glrlm	GrayLevelNonUniformityNormalized	0.21372380421835582	0.15223728404643105	0.08904106952133299	0.17415836382999067
squareroot	glrlm	GrayLevelVariance	1.9178948901034436	4.691395620522191	15.293874305911809	3.8410391019723935
squareroot	glrlm	HighGrayLevelRunEmphasis	20.814268918721876	215.0344782724806	124.24401890852347	76.6133916871262
squareroot	glrlm	LongRunEmphasis	3.403245125185982	3.6625330814349653	2.3131428785604826	3.6956078778021957
squareroot	glrlm	LongRunHighGrayLevelEmphasis	103.92451099565204	855.4266213723097	309.73648497683405	284.0837680673327
squareroot	glrlm	LongRunLowGrayLevelEmphasis	0.16579657924108118	0.01931484840028216	0.04318407308134769	0.06378443001352554
squareroot	glrlm	LowGrayLevelRunEmphasis	0.08957314232336391	0.007051089740475003	0.022901121168104756	0.025073358791572666
squareroot	glrlm	RunEntropy	3.104390082972341	4.256456645174201	4.731472810898842	4.193488365971161
squareroot	glrlm	RunLengthNonUniformity	70.50022375485399	2378.4943282216987	4513.009584143122	277.50329349842934
squareroot	glrlm	RunLengthNonUniformityNormalized	0.5382531664485748	0.5039101112710674	0.6407620671409611	0.4861670111156353
squareroot	glrlm	RunPercentage	0.6505931879066208	0.6436037934668071	0.7596133011084257	0.6399158927632732
squareroot	glrlm	RunVariance	1.0015713049680512	1.2119257870389104	0.559215435403182	1.1212953995373034
squareroot	glrlm	ShortRunEmphasis	0.7575751970330321	0.7364199041035102	0.8274615426958464	0.7205277492583784
squareroot	glrlm	ShortRunHighGrayLevelEmphasis	12.849917806168417	155.07224542810593	100.58897493174798	54.69081293918319
squareroot	glrlm	ShortRunLowGrayLevelEmphasis	0.08064911037007608	0.005749457174864252	0.01979351032380943	0.020788908619798326
squareroot	glszm	GrayLevelNonUniformity	6.9375	22.471153846153847	65.24090909090908	3.388888888888889
squareroot	glszm	GrayLevelNonUniformityNormalized	0.216796875	0.10803439349112426	0.07413739669421487	0.0941358024691358
squareroot	glszm	GrayLevelVariance	1.6865234375	10.1887712647929	16.202190082644627	12.08256172839506
squareroot	glszm	HighGrayLevelZoneEmphasis	13.71875	152.00480769230768	97.03863636363636	54.69444444444444
squareroot	glszm	LargeAreaEmphasis	338.09375	35414.480769230766	6869.136363636364	4373.944444444444
squareroot	glszm	LargeAreaHighGrayLevelEmphasis	11704.9375	9203989.182692308	983773.4761363637	332530.6111111111
squareroot	glszm	LargeAreaLowGrayLevelEmphasis	10.541892361111111	142.25284362742752	74.71544175025892	60.197438099780975
squareroot	glszm	LowGrayLevelZoneEmphasis	0.16321180555555556	0.029633424524279275	0.03356722310608606	0.10712825748224956
squareroot	glszm	SizeZoneNonUniformity	8.75	59.875	269.21363636363634	9.222222222222221
squareroot	glszm	SizeZoneNonUniformityNormalized	0.2734375	0.2878605769230769	0.3059245867768595	0.25617283950617287
