Image type	Feature Class	Feature Name	1: RTSTRUCT: ANON_49_segment_Lt Frontal	1: RTSTRUCT: ANON_49_segment_Left Ventricle	1: RTSTRUCT: ANON_49_segment_Rt Post Parietal	1: RTSTRUCT: ANON_49_segment_Rt Post Parietal 2	1: RTSTRUCT: ANON_49_segment_Lt inf Frontal	1: RTSTRUCT: ANON_49_segment_Lt Hippocampal	1: RTSTRUCT: ANON_49_segment_Rt Sup Cerebellar	1: RTSTRUCT: ANON_49_segment_Lt lat Frontal
log-sigma-5-0-mm-3D	gldm	LowGrayLevelEmphasis	0.22001311220760233	0.3001716604244694	1.0	0.6800341296928327	1.0	0.33383257448678005	1.0	1.0
log-sigma-5-0-mm-3D	gldm	SmallDependenceEmphasis	0.005456525721325406	0.005887198148290479	0.006377801417490845	0.004972669625833492	0.004451393449487985	0.004115598795219365	0.005064744828473074	0.03185185185185185
log-sigma-5-0-mm-3D	gldm	SmallDependenceHighGrayLevelEmphasis	0.07080022166017934	0.036393290034832	0.006377801417490845	0.013188212172445167	0.004451393449487985	0.019589082535896286	0.005064744828473074	0.03185185185185185
log-sigma-5-0-mm-3D	gldm	SmallDependenceLowGrayLevelEmphasis	0.0007862165784448661	0.0013817738033717027	0.006377801417490845	0.0029187839891805724	0.004451393449487985	0.001219410007132149	0.005064744828473074	0.03185185185185185
log-sigma-5-0-mm-3D	ngtdm	Busyness	34.904853936203864	3.231764079296716	0.0	37.72816117371486	0.0	8.714270760884258	0.0	0.0
log-sigma-5-0-mm-3D	ngtdm	Coarseness	0.00234438503530251	0.0417892851891867	1000000.0	0.04735415960580578	1000000.0	0.016845000498880915	1000000.0	1000000.0
log-sigma-5-0-mm-3D	ngtdm	Complexity	2.3214408776724693	0.25729626927879595	0.0	0.14414654643593375	0.0	0.29357083953918056	0.0	0.0
log-sigma-5-0-mm-3D	ngtdm	Contrast	0.020847447751360253	0.001506132104149803	0.0	0.035682827682767065	0.0	0.003401406668769325	0.0	0.0
log-sigma-5-0-mm-3D	ngtdm	Strength	0.01962596282765654	0.0907753144066089	0.0	0.04679367631915703	0.0	0.039581041840121754	0.0	0.0
wavelet-LLH	firstorder	10Percentile	-24.245156689190217	-22.13169019424711	-22.787250256161872	-42.1073965182913	-21.346475523291023	-61.85649336830253	-46.25581337518927	-21.336912311576018
wavelet-LLH	firstorder	90Percentile	21.647694663138942	15.013875572799261	5.686575445628361	25.23222082692901	15.628384205686553	43.86970634992843	32.985728356445144	4.249280176562132
wavelet-LLH	firstorder	Energy	543251189.9504268	62895793.287547916	4256439.028978753	25459013.232441656	10589801.437573498	124910428.80056691	5992244.031680339	513730.7002688121
wavelet-LLH	firstorder	Entropy	1.7306641158887353	1.4982259072848527	1.2122831218130414	2.3324185735518004	1.652563881405752	2.7060474362722395	2.2810767347945675	0.9999999999999993
wavelet-LLH	firstorder	InterquartileRange	22.81525315612847	19.46892396486387	19.354147268393987	34.58027839858413	19.697279234195506	51.18469402282362	49.802700074732776	22.25962760577535
wavelet-LLH	firstorder	Kurtosis	3.896872552213552	3.717424525745739	4.117816588028306	4.694867683517177	3.6930959744947374	2.99592362916679	2.087645274522384	1.199294857825436
wavelet-LLH	firstorder	Maximum	72.2423443445171	44.212433650317486	32.69641186357466	110.72272155911395	41.55896813553809	116.25520527041058	51.493496047396775	4.999204059448705
wavelet-LLH	firstorder	MeanAbsoluteDeviation	14.351945510558476	11.98541905139053	10.945198010964123	23.055432182689632	12.865862481621745	31.749200750032763	24.8308000810678	10.96742431732549
wavelet-LLH	firstorder	Mean	-1.6717379870774045	-3.1886189395545546	-8.577257278229078	-6.874781420987485	-3.421870487766325	-3.0506461251815904	-8.939054484254703	-7.608319768452328
wavelet-LLH	firstorder	Median	-1.8706163752811906	-2.0529616084764326	-9.239008860834222	-8.059733452155765	-3.6606744600182086	2.171121472783546	-12.043034645720299	-5.7373271703431
wavelet-LLH	firstorder	Minimum	-83.05969167195255	-61.010677588593936	-47.390723977397485	-85.70400642229754	-54.23558769885128	-124.3235029633306	-67.70155868960212	-21.371064418352674
wavelet-LLH	firstorder	Range	155.30203601646963	105.22311123891143	80.08713584097214	196.4267279814115	95.79455583438937	240.57870823374117	119.1950547369989	26.37026847780138
wavelet-LLH	firstorder	RobustMeanAbsoluteDeviation	9.522667231199824	8.010717964066341	7.474376744108426	14.347319897616831	8.277530599324395	21.72068685420796	18.916965579605698	9.85856935653789
wavelet-LLH	firstorder	RootMeanSquared	298.9155811644805	297.21505400165677	291.76836802432007	294.7725057478259	297.06623051621415	299.664836500333	292.5807344424133	292.61200142532664
wavelet-LLH	firstorder	Skewness	0.12975975628846304	-0.2656650591720543	0.21562180859710198	0.7298977905065521	-0.1256643763445663	-0.4659500306776167	0.22900681650392318	-0.1351623049138946
wavelet-LLH	firstorder	TotalEnergy	543251189.9504268	62895793.287547916	4256439.028978753	25459013.232441656	10589801.437573498	124910428.80056691	5992244.031680339	513730.7002688121
wavelet-LLH	firstorder	Uniformity	0.36071513590720217	0.40668791819214745	0.5416	0.24628126128434813	0.3862499999999999	0.1812292332189938	0.23224489795918368	0.5
wavelet-LLH	firstorder	Variance	350.77274724815544	239.79239819879996	201.5656040955712	968.4363778581964	289.7584081372285	1620.0954680991879	887.0121623423349	128.88870950772517
wavelet-LLH	glcm	Autocorrelation	19.746609573751623	11.742956141463	4.896094652751325	18.230355734246714	11.085777760030329	30.116779766679613	9.800791527517417	2.1875
wavelet-LLH	glcm	JointAverage	4.4257530238416924	3.4097127656386377	2.2073171087339003	4.195884187919231	3.3227968823491643	5.415255590367853	3.046441572425717	1.5
wavelet-LLH	glcm	ClusterProminence	10.427865827987334	4.226131697612913	1.6994172980784117	115.99600218978388	6.540590419116558	148.4827796273141	39.307897716044415	0.375
wavelet-LLH	glcm	ClusterShade	0.20555617773959167	-0.2670198063759435	0.4036385803018776	7.920332624974715	0.024476093018867107	-9.287632359875198	2.7887795791368486	0.0
wavelet-LLH	glcm	ClusterTendency	1.6414362220408156	1.1502471372379395	0.5961368900897207	5.102878891548239	1.3962434910121415	6.735217941201011	4.1710286190006345	0.375
wavelet-LLH	glcm	Contrast	1.0042161779091872	0.6833739027209632	0.5035967874648534	2.604999161611799	1.2222770832674015	3.5693024037316294	2.0987205652827416	0.625
wavelet-LLH	glcm	Correlation	0.238896015668532	0.2507310992146977	0.0834605517698041	0.3269502807021754	0.06865744407192419	0.3055516737442219	0.34793101790539105	-0.24999999999999978
wavelet-LLH	glcm	DifferenceAverage	0.6848712642216579	0.5500702042999099	0.43703890090696684	1.1260929738155385	0.7807996575323082	1.352470633798986	1.131747824737638	0.625
wavelet-LLH	glcm	DifferenceEntropy	1.434440948082196	1.2406600487414536	1.0864667019807248	1.9299529309605696	1.4789358655764306	2.126104027666926	1.5044965064296425	-3.203426503814917e-16
wavelet-LLH	glcm	DifferenceVariance	0.5085998117672585	0.3665176246824339	0.30159708488119685	1.2624998621324477	0.5745652849647969	1.6021003391987483	0.5850801901303586	0.0
wavelet-LLH	glcm	JointEnergy	0.1445119485399145	0.18557437179224012	0.36440449898301375	0.06665623589338499	0.15100331462921673	0.04499049880140448	0.07804406450431464	0.5
wavelet-LLH	glcm	JointEntropy	3.349867822221252	2.841129453663402	1.9691884245389548	4.5289195059527225	3.223918377768593	5.109955709739745	3.9638158175384057	0.9999999999999993
wavelet-LLH	glcm	Imc1	-0.07019283957533785	-0.0765363405354648	-0.10225843311746095	-0.1232117307118173	-0.11391714057326545	-0.08789975148711648	-0.272632615823876	-1.0
wavelet-LLH	glcm	Imc2	0.33357374442628007	0.35095715018412676	0.4113769557943791	0.6254848061628907	0.524106640305771	0.5377486330437333	0.8260151772905571	0.9298734950321936
wavelet-LLH	glcm	Idm	0.6891802563557522	0.7382952676921504	0.7881363382023052	0.5678896800910336	0.6537479138073551	0.5166731620161946	0.5298757359510473	0.6875
wavelet-LLH	glcm	Idmn	0.9809540717628429	0.9749153276276744	0.9715512105001477	0.9717873064146034	0.9576888093070158	0.9685668530830536	0.9492057373059162	0.875
wavelet-LLH	glcm	Id	0.7043153735741945	0.7461572814213664	0.7925735306394976	0.6039921380239658	0.6743793589008185	0.5641302305830052	0.570136513841508	0.6875
wavelet-LLH	glcm	Idn	0.9186024308497629	0.9114223230910745	0.9148108160372027	0.8990592989734787	0.8797494922176738	0.8915773692902769	0.8543594462562987	0.7916666666666666
wavelet-LLH	glcm	InverseVariance	0.464339306801552	0.4431090745595556	0.3788007501688161	0.46473389276140903	0.4776216410757114	0.4325112648139022	0.5165247483611048	0.625
wavelet-LLH	glcm	MaximumProbability	0.24342760798686786	0.2704334903504928	0.5565127226596492	0.13517019492274931	0.2868920847150775	0.12741626551010932	0.1357730274612029	0.5
wavelet-LLH	glcm	SumEntropy	2.364087448753941	2.0993937409567334	1.5255667030409417	3.0998187705322144	2.2017213106480464	3.331409305498653	2.7469122681016485	0.37499999999999956
wavelet-LLH	glcm	SumSquares	0.6614130999875006	0.4584052599897257	0.27493341938864346	1.926969513290009	0.6546301435698857	2.5761300862331598	1.5674372960708438	0.25
wavelet-LLH	glrlm	GrayLevelNonUniformity	1168.3810257341122	154.4132774814847	15.146853989161682	51.79833808020484	31.023359129393615	174.93546204395827	13.550054407452372	2.625
wavelet-LLH	glrlm	GrayLevelNonUniformityNormalized	0.3203672458993378	0.36977693087238434	0.4445638745426631	0.2317044840731518	0.35173937856760074	0.16478197265318606	0.22838454530629398	0.5
wavelet-LLH	glrlm	GrayLevelVariance	0.8085590811338854	0.576511901839127	0.4543912198505348	1.8679772951707223	0.6958890328891033	2.9287171454623877	1.5397750174514622	0.25
wavelet-LLH	glrlm	HighGrayLevelRunEmphasis	20.6972311463525	12.036447822769166	5.986584915431068	19.850432207887966	12.146529766074963	31.12920285436885	11.69732851422524	2.5
wavelet-LLH	glrlm	LongRunEmphasis	4.416758129870405	4.376051103267889	2.768185556647095	2.219982363400647	2.3865032909558725	2.3179537304409195	1.6981965832648196	1.5625
wavelet-LLH	glrlm	LongRunHighGrayLevelEmphasis	87.60060403283411	52.78769664079078	13.709655446193908	40.88939575210978	26.84635033494863	75.3164155103212	19.05381893715787	3.90625
wavelet-LLH	glrlm	LongRunLowGrayLevelEmphasis	0.24881402775428701	0.4220247829264612	0.672085574890062	0.1823816141143667	0.26829164528021043	0.12554014239020295	0.31460934067881724	0.9765625
wavelet-LLH	glrlm	LowGrayLevelRunEmphasis	0.0589478646494005	0.10832779176083362	0.240892322382707	0.08693652307864319	0.11952143314920499	0.06742323176278885	0.1886581983492698	0.625
wavelet-LLH	glrlm	RunEntropy	3.44475754976559	3.213328625204852	2.389785283939924	3.3422552070356994	2.7321338531771677	3.74212579276283	2.855306381751615	1.3749999999999991
wavelet-LLH	glrlm	RunLengthNonUniformity	1665.360273030584	178.20688203166367	17.06924883847961	140.20129857499282	52.03011569572202	693.4466812877215	44.798147930327346	4.5
wavelet-LLH	glrlm	RunLengthNonUniformityNormalized	0.4422407674758441	0.4152777659360872	0.4927178150817818	0.6188317709819929	0.5783355733341087	0.6453558115938078	0.7335986933911391	0.8125
wavelet-LLH	glrlm	RunPercentage	0.6002783400809717	0.5868625756266205	0.6800000000000002	0.7626673667629299	0.7358974358974358	0.7636454128186696	0.8461538461538461	0.875
wavelet-LLH	glrlm	RunVariance	1.3732945093008455	1.2245363686681947	0.5081994841020898	0.44403411332928994	0.46051720633324494	0.5538454614489879	0.19975462882069595	0.09375
wavelet-LLH	glrlm	ShortRunEmphasis	0.676847909305515	0.6529081524757122	0.7094952828125906	0.8099325385512712	0.7801009889854176	0.8282529012177028	0.8648220866061155	0.859375
wavelet-LLH	glrlm	ShortRunHighGrayLevelEmphasis	14.189304597458221	7.865645324244898	4.7045363849851025	16.53806623352949	9.716265625982064	25.52940227571637	10.315466345196096	2.1484375
wavelet-LLH	glrlm	ShortRunLowGrayLevelEmphasis	0.0409346507056079	0.07530473237885234	0.16979741573981247	0.07085299097312689	0.09581730363248421	0.05878418578289692	0.1639098169195196	0.537109375
wavelet-LLH	glszm	GrayLevelNonUniformity	31.719298245614034	3.875	1.4	3.0952380952380953	1.5714285714285714	9.91566265060241	1.0	1.0
wavelet-LLH	glszm	GrayLevelNonUniformityNormalized	0.27823945829485996	0.2421875	0.28	0.1473922902494331	0.22448979591836735	0.11946581506749891	0.16666666666666666	0.5
wavelet-LLH	glszm	GrayLevelVariance	3.110803324099723	2.15234375	1.04	4.657596371882086	2.1224489795918364	6.000290317898098	2.9166666666666665	0.25
wavelet-LLH	glszm	HighGrayLevelZoneEmphasis	21.736842105263158	12.3125	7.8	28.714285714285715	12.0	32.096385542168676	15.166666666666666	2.5
wavelet-LLH	glszm	LargeAreaEmphasis	113411.82456140351	12640.5	266.8	953.952380952381	786.0	3291.289156626506	189.66666666666666	9.0
wavelet-LLH	glszm	LargeAreaHighGrayLevelEmphasis	2228496.9298245613	152005.5625	1175.4	16525.809523809523	8548.714285714286	109810.55421686747	1885.5	22.5
wavelet-LLH	glszm	LargeAreaLowGrayLevelEmphasis	6069.560334317937	1145.319045138889	64.34444444444445	63.863944865865214	78.53999999999999	112.47074192271732	29.060185185185187	5.625
wavelet-LLH	glszm	LowGrayLevelZoneEmphasis	0.10427198949755341	0.2373263888888889	0.30694444444444446	0.11875797100145173	0.250515873015873	0.12212045271031215	0.24856481481481482	0.625
wavelet-LLH	glszm	SizeZoneNonUniformity	19.140350877192983	2.5	1.4	3.380952380952381	1.5714285714285714	14.879518072289157	1.0	2.0
wavelet-LLH	glszm	SizeZoneNonUniformityNormalized	0.16789781471221915	0.15625	0.28	0.16099773242630386	0.22448979591836735	0.17927130207577296	0.16666666666666666	1.0
wavelet-LLH	glszm	SmallAreaEmphasis	0.4044746547650244	0.323742583110707	0.3021632653061225	0.3561398803768753	0.09233609095340492	0.4218356198750359	0.052023460528002045	0.1111111111111111
wavelet-LLH	glszm	SmallAreaHighGrayLevelEmphasis	7.61451042319945	3.736804560821012	2.66865306122449	10.064287696991585	0.6385686513096204	15.555401417974226	1.5717628235934893	0.2777777777777778
wavelet-LLH	glszm	SmallAreaLowGrayLevelEmphasis	0.04793210426132591	0.10715956753666664	0.07561026077097506	0.0297019729900063	0.046096188300256066	0.040720407215463654	0.008139404226650718	0.06944444444444445
wavelet-LLH	glszm	ZoneEntropy	4.9902997217827565	3.9999999999999947	2.321928094887361	4.297079327540659	2.5216406363433164	5.3913196663861305	2.5849625007211543	0.9999999999999993
wavelet-LLH	glszm	ZonePercentage	0.01875	0.02247191011235955	0.1	0.07167235494880546	0.058333333333333334	0.05966930265995687	0.08571428571428572	0.3333333333333333
wavelet-LLH	glszm	ZoneVariance	110567.38011695904	10660.25	166.8	759.2834467120181	492.12244897959187	3010.4238641312236	53.55555555555555	0.0
wavelet-LLH	gldm	DependenceEntropy	5.719551918412236	5.40147636051991	3.997780939298755	5.504427824798094	4.424203947429788	6.271203189824151	4.569875652715364	0.9999999999999993
wavelet-LLH	gldm	DependenceNonUniformity	349.0657894736842	41.907303370786515	4.28	25.737201365187712	10.9	114.90222861250899	10.2	6.0
wavelet-LLH	gldm	DependenceNonUniformityNormalized	0.0574121364265928	0.05885857214998106	0.0856	0.08784027769688639	0.09083333333333334	0.08260404645040186	0.1457142857142857	1.0
wavelet-LLH	gldm	DependenceVariance	23.246394996537397	22.32366494129529	25.817600000000002	10.557909818402077	12.84888888888889	20.891923585998313	3.685714285714286	0.0
wavelet-LLH	gldm	GrayLevelNonUniformity	2193.1480263157896	289.561797752809	27.08	72.160409556314	46.35	252.0898634076204	16.257142857142856	3.0
wavelet-LLH	gldm	GrayLevelVariance	0.6562084487534626	0.4709455087741447	0.3524	1.6699553867837715	0.6082638888888889	2.6443538388148937	1.5038775510204079	0.25
wavelet-LLH	gldm	HighGrayLevelEmphasis	20.341776315789474	12.051966292134832	5.46	19.235494880546074	11.775	31.60747663551402	11.471428571428572	2.5
wavelet-LLH	gldm	LargeDependenceEmphasis	153.04144736842105	160.18820224719101	112.68	61.97610921501707	74.73333333333333	71.94608195542774	28.685714285714287	9.0
wavelet-LLH	gldm	LargeDependenceHighGrayLevelEmphasis	2973.397697368421	1936.301966292135	466.86	1062.655290102389	756.9583333333334	2460.6398274622575	282.04285714285714	22.5
wavelet-LLH	gldm	LargeDependenceLowGrayLevelEmphasis	8.463098440856605	14.623622425093634	27.851666666666667	4.707496952168556	8.058291666666666	2.749227113902515	5.128515873015873	5.625
wavelet-LLH	gldm	LowGrayLevelEmphasis	0.05753523783416876	0.10203534644194756	0.24194444444444443	0.08545685816356627	0.11620833333333333	0.062401402815566144	0.18746031746031747	0.625
wavelet-LLH	gldm	SmallDependenceEmphasis	0.024399517907536073	0.023752015569261237	0.06838947460770826	0.060942540839320485	0.03778246228741125	0.07197698392319488	0.06710275393226073	0.1111111111111111
wavelet-LLH	gldm	SmallDependenceHighGrayLevelEmphasis	0.5064310960395072	0.29156896020231254	0.5750301206530554	1.5745483014745176	0.4600986320950577	2.3288902811946217	0.9222740907209444	0.27777777777777773
wavelet-LLH	gldm	SmallDependenceLowGrayLevelEmphasis	0.001988343033206215	0.004611607825827679	0.016848140256865336	0.005130866806643765	0.007616980229037362	0.006238471955115171	0.013905154275996114	0.06944444444444443
wavelet-LLH	ngtdm	Busyness	23.29296850497133	5.82739863782827	0.785911363721871	0.7525876757006534	1.126643278057138	2.9597178388624927	0.6712314662905772	1.7000000000000002
wavelet-LLH	ngtdm	Coarseness	0.0011181204283540213	0.009292778169671053	0.1389091832949887	0.031336398076092564	0.05241687343315532	0.0057099824181757915	0.11261979850491183	0.588235294117647
wavelet-LLH	ngtdm	Complexity	11.139368238336761	4.583553967546746	2.3196658922302205	21.144794303318527	5.458128431277562	37.107850555227515	8.543223977445933	0.5666666666666668
wavelet-LLH	ngtdm	Contrast	0.016413877771575297	0.020894319251613752	0.023953284049378673	0.030782779979526456	0.034999609578942714	0.05608736528156951	0.0693385235422113	0.1416666666666667
wavelet-LLH	ngtdm	Strength	0.021247720304290632	0.08336499302801777	0.6512498787713399	0.8323433645175912	0.39465180639697234	0.16432495378544124	1.1248728625576205	0.588235294117647
wavelet-LHL	firstorder	10Percentile	-20.36832796602964	-21.30488809473441	-31.777118686529427	-49.206321352462204	-15.020166207300546	-44.70872587448664	-48.39461623497828	-20.08722712109153
wavelet-LHL	firstorder	90Percentile	16.802396936104817	16.900945459228144	28.931647237529816	42.78524159908801	13.29382897179973	29.291415964014192	23.515871524911617	3.0312945085033474
wavelet-LHL	firstorder	Energy	540681936.8635719	63305287.29616324	4307548.309191204	25623787.21278148	10731735.300431482	122909618.31667635	5908380.790624958	511765.81847848324
wavelet-LHL	firstorder	Entropy	1.465435925970051	1.507906792517354	1.8829954369195943	2.594446902646325	0.990159263504182	2.2584735671952036	2.2227729177493685	0.9182958340544889
wavelet-LHL	firstorder	InterquartileRange	18.031900246850604	19.502507767788767	31.044369090589186	38.52309136550123	14.931016640037914	35.11948239676821	54.23018595882391	20.06239887213004
wavelet-LHL	firstorder	Kurtosis	4.0103968836311745	4.1016653849252975	2.5775629306818013	4.622080255157806	2.310168604925811	3.8129392253197993	1.891535929757265	1.1636077688088788
wavelet-LHL	firstorder	Maximum	78.13325629292761	44.98848999660263	48.06158376109058	135.47620323653067	22.74880771709972	74.32053728414353	50.820757179678225	3.675806806445056
wavelet-LHL	firstorder	MeanAbsoluteDeviation	11.46047417193858	12.297344986355629	19.345287816836475	28.13693554149485	8.330497771766572	22.576887323242435	26.292844281248303	10.006719765544254
wavelet-LHL	firstorder	Mean	-2.1663106519631	-2.253933248189927	-7.429284485316612	-6.8903775691217195	-1.1215633377303926	-4.183695956453152	-11.04956581974711	-8.12870075825366
wavelet-LHL	firstorder	Median	-2.3841462813184053	-1.8882135300316114	-11.950638053130223	-8.637566601140193	-1.1400096632931835	0.05347950943684676	-14.20704247554967	-7.3301696621728
wavelet-LHL	firstorder	Minimum	-73.83522784681112	-63.34008255055644	-44.74256897075032	-133.52822509159776	-23.70911469734353	-124.99805475746476	-71.75668632031096	-20.4124630679299
wavelet-LHL	firstorder	Range	151.96848413973873	108.32857254715907	92.8041527318409	269.0044283281284	46.457922414443246	199.31859204160827	122.57744349998919	24.088269874374955
wavelet-LHL	firstorder	RobustMeanAbsoluteDeviation	7.623087390220707	8.119522786003678	14.06777632534675	16.504436288882243	6.164534097303361	15.084333111358566	20.933209394627273	8.98801217972264
wavelet-LHL	firstorder	RootMeanSquared	298.2078975178807	298.18101944922626	293.5148483191678	295.72486990179755	299.0503761970476	297.2551379708866	290.5261431714379	292.051884225641
wavelet-LHL	firstorder	Skewness	-0.04892691794429476	-0.5715727745600417	0.740194670727623	0.05616011865999527	-0.03167561665180173	-0.7178206210780955	0.09898157141628088	-0.06017869962071149
wavelet-LHL	firstorder	TotalEnergy	540681936.8635719	63305287.29616324	4307548.309191204	25623787.21278148	10731735.300431482	122909618.31667635	5908380.790624958	511765.81847848324
wavelet-LHL	firstorder	Uniformity	0.4191207691308865	0.40908660522661283	0.2888	0.22657223730037626	0.5068055555555555	0.25316544014851555	0.23755102040816328	0.5555555555555556
wavelet-LHL	firstorder	Variance	223.0436313719092	259.2000936064866	553.3426070502694	1539.9479168630685	102.80760191337356	853.3313121066776	913.0864531141768	105.44775868217509
wavelet-LHL	glcm	Autocorrelation	11.627724830505098	11.73856547673513	4.051260954604283	40.08464441494096	2.029682784578482	29.44399524332905	9.663362203631955	1.8125
wavelet-LHL	glcm	JointAverage	3.3931519935151533	3.403170189399413	2.0035767197986085	6.266164407025529	1.4074434548939232	5.377473513546339	2.999428972275687	1.375
wavelet-LHL	glcm	ClusterProminence	4.374246553597942	6.747894390576861	11.239379900376688	251.5695264338603	0.5970780316660826	61.751845354074256	33.733294998605	0.15625
wavelet-LHL	glcm	ClusterShade	0.03954233821500527	-0.7355032317459964	1.6528085995230624	5.550538237976659	0.13853745067525297	-6.029933698974172	0.7664740965450587	0.0
wavelet-LHL	glcm	ClusterTendency	1.1309557481837922	1.3384465065933937	1.8491527021228562	7.332687679854653	0.5798531963922553	3.954760407423041	4.000372194260202	0.25
